codigo,periodo,internacoes,valor_total,media_permanencia,custo_medio_internacao
355340,2026-04,153,94607.4,7.0,618.35
355340,2026-05,147,87544.95,6.0,595.54
355340,2026-06,112,76643.8,7.6,684.32
355360,2025-07,32,17390.79,3.5,543.46
355360,2025-08,29,17247.39,2.4,594.74
355360,2025-09,35,19432.1,3.3,555.2
355360,2025-10,28,15178.95,3.9,542.11
355360,2025-11,28,12448.16,2.9,444.58
355360,2025-12,37,18488.13,2.8,499.68
355360,2026-01,29,12811.59,2.9,441.78
355360,2026-02,29,14274.77,3.4,492.23
355360,2026-03,35,19045.23,3.5,544.15
355360,2026-04,34,18815.38,3.0,553.39
355360,2026-05,41,19914.81,2.9,485.73
355360,2026-06,38,21240.95,3.4,558.97
355370,2025-07,380,344001.13,3.9,905.27
355370,2025-08,384,283316.31,3.0,737.8
355370,2025-09,371,287898.7,3.2,776.01
355370,2025-10,351,309698.65,3.9,882.33
355370,2025-11,331,275248.81,3.2,831.57
355370,2025-12,340,224256.85,3.1,659.58
355370,2026-01,342,217209.27,3.5,635.11
355370,2026-02,282,185854.02,3.1,659.06
355370,2026-03,340,355147.38,3.1,1044.55
355370,2026-04,469,290114.07,2.5,618.58
355370,2026-05,428,317300.08,2.9,741.36
355370,2026-06,413,328358.5,2.9,795.06
355380,2025-07,184,66503.72,2.4,361.43
355380,2025-08,175,60633.82,2.5,346.48
355380,2025-09,150,49167.59,2.2,327.78
355380,2025-10,191,60749.45,2.5,318.06
355380,2025-11,170,61114.39,3.3,359.5
355380,2025-12,141,45089.61,2.1,319.78
355380,2026-01,138,46413.62,2.2,336.33
355380,2026-02,134,46548.69,2.0,347.38
355380,2026-03,160,61986.28,2.2,387.41
355380,2026-04,263,138865.85,2.4,528.01
355380,2026-05,216,86267.98,2.4,399.39
355380,2026-06,254,96533.36,1.9,380.05
355400,2025-07,446,408709.54,3.6,916.39
355400,2025-08,390,338943.3,3.3,869.09
355400,2025-09,407,427483.21,4.1,1050.33
355400,2025-10,436,516311.48,3.5,1184.2
355400,2025-11,355,403643.86,4.2,1137.02
355400,2025-12,362,333513.27,3.7,921.31
355400,2026-01,427,428506.42,4.8,1003.53
355400,2026-02,445,387869.75,4.0,871.62
355400,2026-03,415,361206.84,4.0,870.38
355400,2026-04,453,369696.98,3.9,816.11
355400,2026-05,379,353688.34,3.4,933.21
355400,2026-06,458,423224.73,3.7,924.07
355410,2025-07,2145,4870430.9,4.0,2270.6
355410,2025-08,1851,4344152.93,4.3,2346.92
355410,2025-09,1934,4923095.47,4.3,2545.55
355410,2025-10,2090,5094242.88,4.3,2437.44
355410,2025-11,1769,4270770.41,4.5,2414.23
355410,2025-12,2204,5639729.85,4.0,2558.86
355410,2026-01,2040,4568848.33,4.2,2239.63
355410,2026-02,1777,3756593.12,3.9,2114.01
355410,2026-03,2188,4983402.92,4.2,2277.61
355410,2026-04,2016,4578463.6,4.4,2271.06
355410,2026-05,2422,5815826.81,4.0,2401.25
355410,2026-06,2181,4802748.08,4.1,2202.09
355430,2025-07,91,29349.47,3.6,322.52
355430,2025-08,127,42901.84,3.7,337.81
355430,2025-09,104,34041.47,3.5,327.32
355430,2025-10,97,30619.8,3.8,315.67
355430,2025-11,86,28577.13,4.0,332.29
355430,2025-12,90,32256.0,3.4,358.4
355430,2026-01,82,28535.76,3.6,348.0
355430,2026-02,88,27135.64,3.4,308.36
355430,2026-03,104,39541.49,3.7,380.21
355430,2026-04,122,44509.15,3.6,364.83
355430,2026-05,82,28838.86,3.2,351.69
355430,2026-06,72,40469.88,3.0,562.08
355440,2025-08,7,3300.52,4.1,471.5
355440,2025-10,8,3274.51,5.0,409.31
355440,2025-11,5,1927.1,6.2,385.42
355440,2025-12,2,801.1,6.5,400.55
355440,2026-01,2,437.36,10.0,218.68
355440,2026-02,1,112.83,2.0,112.83
355440,2026-03,2,1164.84,4.5,582.42
355440,2026-04,2,401.25,8.5,200.62
355440,2026-05,4,1913.9,1.5,478.48
355440,2026-06,3,1398.69,3.3,466.23
355450,2025-07,175,83052.46,3.2,474.59
355450,2025-08,194,99640.56,2.9,513.61
355450,2025-09,191,79160.88,2.8,414.45
355450,2025-10,202,85330.3,2.7,422.43
355450,2025-11,186,78314.34,3.0,421.04
355450,2025-12,197,86696.81,2.8,440.09
355450,2026-01,174,76864.29,3.0,441.75
355450,2026-02,164,75593.17,2.6,460.93
355450,2026-03,166,83418.64,2.8,502.52
355450,2026-04,143,59747.18,2.9,417.81
355450,2026-05,154,73458.23,3.2,477.0
355450,2026-06,123,53971.69,3.0,438.79
355470,2025-07,6,2716.75,5.5,452.79
355470,2025-08,5,2454.39,3.2,490.88
355470,2025-09,4,1250.49,3.3,312.62
355470,2025-10,8,1592.48,2.5,199.06
355470,2025-11,8,3107.1,3.0,388.39
355470,2026-01,18,8219.45,4.3,456.64
355470,2026-02,4,1581.95,7.3,395.49
355470,2026-03,7,3144.07,4.1,449.15
355470,2026-04,6,1355.11,3.5,225.85
355470,2026-05,7,2670.57,4.1,381.51
355470,2026-06,12,4490.32,4.6,374.19
355500,2025-07,672,1421833.36,11.9,2115.82
355500,2025-08,688,1436079.73,11.6,2087.33
355500,2025-09,648,1383150.1,11.3,2134.49
355500,2025-10,709,1548588.13,10.9,2184.19
355500,2025-11,600,1307195.61,12.1,2178.66
355500,2025-12,618,1325397.35,12.3,2144.66
355500,2026-01,594,1348575.51,13.1,2270.33
355500,2026-02,638,1328452.89,11.3,2082.21
355500,2026-03,702,1505153.35,11.6,2144.09
355500,2026-04,706,1381226.34,11.0,1956.41
355500,2026-05,692,1399798.51,11.1,2022.83
355500,2026-06,633,1386473.39,12.2,2190.32
355510,2025-07,110,62034.69,4.5,563.95
355510,2025-08,116,66109.24,4.5,569.91
355510,2025-09,119,66727.24,4.0,560.73
355510,2025-10,109,60657.46,4.2,556.49
355510,2025-11,106,69147.15,4.4,652.33
355510,2025-12,103,65080.08,3.6,631.85
355510,2026-01,128,84746.19,3.8,662.08
355510,2026-02,107,62079.37,4.1,580.18
355510,2026-03,107,73617.88,4.9,688.02
355510,2026-04,120,69974.68,4.4,583.12
355510,2026-05,114,68146.66,4.9,597.78
355510,2026-06,119,71642.61,5.1,602.04
355540,2025-07,229,124127.85,2.9,542.04
355540,2025-08,495,269265.25,2.7,543.97
355540,2025-09,451,257846.21,2.8,571.72
355540,2025-10,446,235253.24,2.8,527.47
355540,2025-11,397,221630.79,2.8,558.26
355540,2025-12,256,146649.32,2.5,572.85
355540,2026-01,476,252719.11,2.9,530.92
355540,2026-02,494,287473.65,2.8,581.93
355540,2026-03,445,275590.65,3.0,619.3
355540,2026-04,275,187503.32,3.2,681.83
355540,2026-05,449,225900.35,3.4,503.12
355540,2026-06,398,234809.37,2.6,589.97
355580,2025-07,29,11762.76,3.6,405.61
355580,2025-08,29,9997.54,3.9,344.74
355580,2025-09,28,8980.33,4.1,320.73
355580,2025-10,24,7090.79,3.5,295.45
355580,2025-11,33,9858.35,4.1,298.74
355580,2025-12,23,7859.97,4.5,341.74
355580,2026-01,44,13093.51,3.8,297.58
355580,2026-02,49,15611.1,4.5,318.59
355580,2026-03,49,17714.34,4.0,361.52
355580,2026-04,47,17414.76,4.3,370.53
355580,2026-05,39,13326.17,3.7,341.7
355580,2026-06,42,16137.85,3.7,384.23
355600,2025-07,87,80142.51,2.6,921.18
355600,2025-08,90,59142.33,2.9,657.14
355600,2025-09,79,62382.0,3.2,789.65
355600,2025-10,90,83203.29,3.2,924.48
355600,2025-11,98,82401.46,2.4,840.83
355600,2025-12,115,111092.81,2.3,966.02
355600,2026-01,109,78256.29,2.8,717.95
355600,2026-02,120,82670.06,2.7,688.92
355600,2026-03,131,104995.26,2.6,801.49
355600,2026-04,110,95250.67,2.6,865.92
355600,2026-05,115,92231.39,2.5,802.01
355600,2026-06,119,80840.99,2.9,679.34
355620,2025-07,398,599647.18,5.1,1506.65
355620,2025-08,390,603574.42,5.3,1547.63
355620,2025-09,382,581885.69,4.7,1523.26
355620,2025-10,429,632893.15,4.9,1475.28
355620,2025-11,402,584880.97,4.9,1454.93
355620,2025-12,378,537359.99,4.7,1421.59
355620,2026-01,376,559732.68,5.1,1488.65
355620,2026-02,392,603566.88,5.1,1539.71
355620,2026-03,443,659281.08,4.4,1488.22
355620,2026-04,431,618207.66,4.4,1434.36
355620,2026-05,438,652442.2,4.8,1489.59
355620,2026-06,403,605765.96,5.1,1503.14
355630,2025-07,77,47038.24,3.2,610.89
355630,2025-08,72,43040.47,3.4,597.78
355630,2025-09,71,45849.15,3.3,645.76
355630,2025-10,72,47391.06,3.2,658.21
355630,2025-11,74,40823.7,2.5,551.67
355630,2025-12,76,37085.46,2.3,487.97
355630,2026-01,62,35483.97,3.0,572.32
355630,2026-02,82,58431.98,2.8,712.59
355630,2026-03,105,82718.42,2.5,787.79
355630,2026-04,100,76664.85,2.3,766.65
355630,2026-05,147,105672.52,1.7,718.86
355630,2026-06,155,118282.71,1.6,763.11
355640,2025-07,209,108627.87,3.7,519.75
355640,2025-08,196,122156.52,4.0,623.25
355640,2025-09,170,80334.66,3.4,472.56
355640,2025-10,174,109937.76,4.6,631.83
355640,2025-11,173,84471.94,3.7,488.28
355640,2025-12,212,84899.49,3.4,400.47
355640,2026-01,138,66762.54,2.7,483.79
355640,2026-02,164,86534.16,3.6,527.65
355640,2026-03,168,102872.78,3.3,612.34
355640,2026-04,150,94895.57,3.5,632.64
355640,2026-05,207,103126.85,3.4,498.2
355640,2026-06,216,130688.44,4.0,605.04
355650,2025-07,68,23966.17,4.0,352.44
355650,2025-08,66,21180.57,3.5,320.92
355650,2025-09,51,15990.08,3.7,313.53
355650,2025-10,57,19594.62,3.3,343.77
355650,2025-11,70,21488.3,3.9,306.98
355650,2025-12,55,14930.22,2.9,271.46
355650,2026-01,59,17303.99,3.0,293.29
355650,2026-02,47,12990.77,3.9,276.4
355650,2026-03,72,19834.6,3.2,275.48
355650,2026-04,50,14853.34,2.8,297.07
355650,2026-05,55,14863.81,2.7,270.25
355650,2026-06,67,20043.76,3.0,299.16
355670,2025-07,481,469913.42,3.3,976.95
355670,2025-08,473,512708.89,3.4,1083.95
355670,2025-09,505,576228.7,3.2,1141.05
355670,2025-10,507,537653.39,3.4,1060.46
355670,2025-11,449,454529.78,3.5,1012.32
355670,2025-12,416,442531.54,3.4,1063.78
355670,2026-01,434,484186.75,3.6,1115.64
355670,2026-02,442,508387.77,3.4,1150.2
355670,2026-03,475,540707.05,3.2,1138.33
355670,2026-04,444,489494.47,3.0,1102.47
355670,2026-05,486,505268.9,3.1,1039.65
355670,2026-06,479,514182.43,3.4,1073.45
355680,2025-07,39,17939.03,2.4,459.98
355680,2025-08,32,13430.92,3.2,419.72
355680,2025-09,33,13185.12,3.4,399.55
355680,2025-10,30,13895.46,2.8,463.18
355680,2025-11,38,14587.55,2.6,383.88
355680,2025-12,35,9996.95,2.6,285.63
355680,2026-01,33,10318.64,2.8,312.69
355680,2026-02,34,9665.78,2.2,284.29
355680,2026-03,34,11029.41,2.7,324.39
355680,2026-04,31,12159.94,3.1,392.26
355680,2026-05,42,13000.23,2.8,309.53
355680,2026-06,41,14969.1,3.0,365.1
355700,2025-07,328,363893.65,4.8,1109.43
355700,2025-08,318,323208.33,4.1,1016.38
355700,2025-09,300,321881.46,4.7,1072.94
355700,2025-10,469,385125.39,2.5,821.16
355700,2025-11,354,317709.65,3.7,897.48
355700,2025-12,346,307045.15,3.6,887.41
355700,2026-01,285,250950.51,4.1,880.53
355700,2026-02,263,242998.04,4.5,923.95
355700,2026-03,352,328436.23,3.7,933.06
355700,2026-04,270,256952.18,3.3,951.67
355700,2026-05,301,273291.01,4.2,907.94
355700,2026-06,301,323339.39,3.6,1074.22
355710,2025-07,983,1807483.57,3.5,1838.74
355710,2025-08,972,1594785.21,3.3,1640.73
355710,2025-09,1041,2014828.32,3.2,1935.47
355710,2025-10,1038,1842016.78,3.4,1774.58
355710,2025-11,945,1573479.27,3.3,1665.06
355710,2025-12,978,1992152.78,3.7,2036.97
355710,2026-01,1095,2334073.35,3.3,2131.57
355710,2026-02,914,1915476.73,3.7,2095.71
355710,2026-03,912,1830159.11,3.6,2006.75
355710,2026-04,937,2233226.63,3.6,2383.38
355710,2026-05,954,1999354.7,3.7,2095.76
355710,2026-06,893,2122448.05,3.9,2376.76
355720,2025-07,98,50277.79,2.5,513.04
355720,2025-08,103,48005.8,3.0,466.08
355720,2025-09,94,54076.29,3.1,575.28
355720,2025-10,100,55575.84,3.6,555.76
355720,2025-11,92,51016.66,3.1,554.53
355720,2025-12,91,44687.02,2.9,491.07
355720,2026-01,86,32686.78,3.1,380.08
355720,2026-02,108,35251.42,2.9,326.4
355720,2026-03,119,66517.29,2.4,558.97
355720,2026-04,139,147592.96,3.0,1061.82
355720,2026-05,108,65319.25,3.0,604.81
355720,2026-06,97,68055.3,3.0,701.6
