codigo,codigo_capitulo,capitulo_cid10,internacoes
352340,Cap 21,XXI. Contatos com serviços de saúde,233
352350,Cap 01,I. Doenças infecciosas e parasitárias,27
352350,Cap 02,II. Neoplasias (tumores),2
352350,Cap 03,III. Doenças do sangue e transtornos imunitários,10
352350,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",24
352350,Cap 05,V. Transtornos mentais e comportamentais,5
352350,Cap 06,VI. Doenças do sistema nervoso,4
352350,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,2
352350,Cap 09,IX. Doenças do aparelho circulatório,43
352350,Cap 10,X. Doenças do aparelho respiratório,75
352350,Cap 11,XI. Doenças do aparelho digestivo,12
352350,Cap 12,XII. Doenças da pele e do tecido subcutâneo,25
352350,Cap 14,XIV. Doenças do aparelho geniturinário,34
352350,Cap 18,XVIII. Sintomas e achados anormais não classificados,2
352350,Cap 19,XIX. Lesões e envenenamentos por causas externas,37
352360,Cap 01,I. Doenças infecciosas e parasitárias,6
352360,Cap 02,II. Neoplasias (tumores),2
352360,Cap 03,III. Doenças do sangue e transtornos imunitários,3
352360,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",5
352360,Cap 06,VI. Doenças do sistema nervoso,1
352360,Cap 09,IX. Doenças do aparelho circulatório,26
352360,Cap 10,X. Doenças do aparelho respiratório,45
352360,Cap 11,XI. Doenças do aparelho digestivo,5
352360,Cap 12,XII. Doenças da pele e do tecido subcutâneo,6
352360,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,2
352360,Cap 14,XIV. Doenças do aparelho geniturinário,18
352360,Cap 18,XVIII. Sintomas e achados anormais não classificados,3
352360,Cap 19,XIX. Lesões e envenenamentos por causas externas,1
352390,Cap 01,I. Doenças infecciosas e parasitárias,403
352390,Cap 02,II. Neoplasias (tumores),156
352390,Cap 03,III. Doenças do sangue e transtornos imunitários,118
352390,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",129
352390,Cap 05,V. Transtornos mentais e comportamentais,28
352390,Cap 06,VI. Doenças do sistema nervoso,137
352390,Cap 07,VII. Doenças do olho e anexos,29
352390,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,16
352390,Cap 09,IX. Doenças do aparelho circulatório,798
352390,Cap 10,X. Doenças do aparelho respiratório,741
352390,Cap 11,XI. Doenças do aparelho digestivo,1480
352390,Cap 12,XII. Doenças da pele e do tecido subcutâneo,176
352390,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,148
352390,Cap 14,XIV. Doenças do aparelho geniturinário,738
352390,Cap 15,"XV. Gravidez, parto e puerpério",1603
352390,Cap 16,XVI. Afecções originadas no período perinatal,332
352390,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,64
352390,Cap 18,XVIII. Sintomas e achados anormais não classificados,170
352390,Cap 19,XIX. Lesões e envenenamentos por causas externas,1048
352390,Cap 21,XXI. Contatos com serviços de saúde,135
352400,Cap 01,I. Doenças infecciosas e parasitárias,60
352400,Cap 02,II. Neoplasias (tumores),34
352400,Cap 03,III. Doenças do sangue e transtornos imunitários,12
352400,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",60
352400,Cap 05,V. Transtornos mentais e comportamentais,146
352400,Cap 06,VI. Doenças do sistema nervoso,36
352400,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,8
352400,Cap 09,IX. Doenças do aparelho circulatório,221
352400,Cap 10,X. Doenças do aparelho respiratório,333
352400,Cap 11,XI. Doenças do aparelho digestivo,176
352400,Cap 12,XII. Doenças da pele e do tecido subcutâneo,72
352400,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,9
352400,Cap 14,XIV. Doenças do aparelho geniturinário,185
352400,Cap 15,"XV. Gravidez, parto e puerpério",436
352400,Cap 16,XVI. Afecções originadas no período perinatal,34
352400,Cap 18,XVIII. Sintomas e achados anormais não classificados,8
352400,Cap 19,XIX. Lesões e envenenamentos por causas externas,329
352400,Cap 21,XXI. Contatos com serviços de saúde,44
352410,Cap 01,I. Doenças infecciosas e parasitárias,161
352410,Cap 02,II. Neoplasias (tumores),94
352410,Cap 03,III. Doenças do sangue e transtornos imunitários,39
352410,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",63
352410,Cap 05,V. Transtornos mentais e comportamentais,106
352410,Cap 06,VI. Doenças do sistema nervoso,33
352410,Cap 07,VII. Doenças do olho e anexos,3
352410,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,5
352410,Cap 09,IX. Doenças do aparelho circulatório,407
352410,Cap 10,X. Doenças do aparelho respiratório,541
352410,Cap 11,XI. Doenças do aparelho digestivo,441
352410,Cap 12,XII. Doenças da pele e do tecido subcutâneo,87
352410,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,172
352410,Cap 14,XIV. Doenças do aparelho geniturinário,571
352410,Cap 15,"XV. Gravidez, parto e puerpério",396
352410,Cap 16,XVI. Afecções originadas no período perinatal,44
352410,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,5
352410,Cap 18,XVIII. Sintomas e achados anormais não classificados,85
352410,Cap 19,XIX. Lesões e envenenamentos por causas externas,384
352410,Cap 21,XXI. Contatos com serviços de saúde,49
352420,Cap 01,I. Doenças infecciosas e parasitárias,8
352420,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",1
352420,Cap 06,VI. Doenças do sistema nervoso,2
352420,Cap 09,IX. Doenças do aparelho circulatório,5
352420,Cap 10,X. Doenças do aparelho respiratório,17
352420,Cap 11,XI. Doenças do aparelho digestivo,4
352420,Cap 12,XII. Doenças da pele e do tecido subcutâneo,1
352420,Cap 14,XIV. Doenças do aparelho geniturinário,18
352430,Cap 01,I. Doenças infecciosas e parasitárias,37
352430,Cap 02,II. Neoplasias (tumores),18
352430,Cap 03,III. Doenças do sangue e transtornos imunitários,30
352430,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",35
352430,Cap 05,V. Transtornos mentais e comportamentais,1
352430,Cap 06,VI. Doenças do sistema nervoso,36
352430,Cap 07,VII. Doenças do olho e anexos,6
352430,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,3
352430,Cap 09,IX. Doenças do aparelho circulatório,184
352430,Cap 10,X. Doenças do aparelho respiratório,321
352430,Cap 11,XI. Doenças do aparelho digestivo,475
352430,Cap 12,XII. Doenças da pele e do tecido subcutâneo,40
352430,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,39
352430,Cap 14,XIV. Doenças do aparelho geniturinário,235
352430,Cap 15,"XV. Gravidez, parto e puerpério",412
352430,Cap 16,XVI. Afecções originadas no período perinatal,37
352430,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,3
352430,Cap 18,XVIII. Sintomas e achados anormais não classificados,58
352430,Cap 19,XIX. Lesões e envenenamentos por causas externas,255
352430,Cap 21,XXI. Contatos com serviços de saúde,24
352440,Cap 01,I. Doenças infecciosas e parasitárias,802
352440,Cap 02,II. Neoplasias (tumores),2599
352440,Cap 03,III. Doenças do sangue e transtornos imunitários,127
352440,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",225
352440,Cap 05,V. Transtornos mentais e comportamentais,841
352440,Cap 06,VI. Doenças do sistema nervoso,247
352440,Cap 07,VII. Doenças do olho e anexos,31
352440,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,10
352440,Cap 09,IX. Doenças do aparelho circulatório,1170
352440,Cap 10,X. Doenças do aparelho respiratório,945
352440,Cap 11,XI. Doenças do aparelho digestivo,1883
352440,Cap 12,XII. Doenças da pele e do tecido subcutâneo,223
352440,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,203
352440,Cap 14,XIV. Doenças do aparelho geniturinário,1267
352440,Cap 15,"XV. Gravidez, parto e puerpério",2016
352440,Cap 16,XVI. Afecções originadas no período perinatal,464
352440,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,51
352440,Cap 18,XVIII. Sintomas e achados anormais não classificados,182
352440,Cap 19,XIX. Lesões e envenenamentos por causas externas,1522
352440,Cap 21,XXI. Contatos com serviços de saúde,358
352450,Cap 01,I. Doenças infecciosas e parasitárias,5
352450,Cap 03,III. Doenças do sangue e transtornos imunitários,2
352450,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",114
352450,Cap 05,V. Transtornos mentais e comportamentais,7
352450,Cap 06,VI. Doenças do sistema nervoso,122
352450,Cap 09,IX. Doenças do aparelho circulatório,168
352450,Cap 10,X. Doenças do aparelho respiratório,87
352450,Cap 11,XI. Doenças do aparelho digestivo,87
352450,Cap 12,XII. Doenças da pele e do tecido subcutâneo,27
352450,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,7
352450,Cap 14,XIV. Doenças do aparelho geniturinário,61
352450,Cap 18,XVIII. Sintomas e achados anormais não classificados,12
352450,Cap 19,XIX. Lesões e envenenamentos por causas externas,2
352470,Cap 01,I. Doenças infecciosas e parasitárias,82
352470,Cap 02,II. Neoplasias (tumores),196
352470,Cap 03,III. Doenças do sangue e transtornos imunitários,19
352470,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",69
352470,Cap 05,V. Transtornos mentais e comportamentais,26
352470,Cap 06,VI. Doenças do sistema nervoso,45
352470,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,11
352470,Cap 09,IX. Doenças do aparelho circulatório,369
352470,Cap 10,X. Doenças do aparelho respiratório,363
352470,Cap 11,XI. Doenças do aparelho digestivo,593
352470,Cap 12,XII. Doenças da pele e do tecido subcutâneo,84
352470,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,69
352470,Cap 14,XIV. Doenças do aparelho geniturinário,486
352470,Cap 15,"XV. Gravidez, parto e puerpério",807
352470,Cap 16,XVI. Afecções originadas no período perinatal,57
352470,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,16
352470,Cap 18,XVIII. Sintomas e achados anormais não classificados,95
352470,Cap 19,XIX. Lesões e envenenamentos por causas externas,356
352470,Cap 21,XXI. Contatos com serviços de saúde,182
352480,Cap 01,I. Doenças infecciosas e parasitárias,639
352480,Cap 02,II. Neoplasias (tumores),2483
352480,Cap 03,III. Doenças do sangue e transtornos imunitários,106
352480,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",162
352480,Cap 06,VI. Doenças do sistema nervoso,103
352480,Cap 07,VII. Doenças do olho e anexos,2
352480,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,4
352480,Cap 09,IX. Doenças do aparelho circulatório,775
352480,Cap 10,X. Doenças do aparelho respiratório,535
352480,Cap 11,XI. Doenças do aparelho digestivo,710
352480,Cap 12,XII. Doenças da pele e do tecido subcutâneo,171
352480,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,103
352480,Cap 14,XIV. Doenças do aparelho geniturinário,757
352480,Cap 15,"XV. Gravidez, parto e puerpério",883
352480,Cap 16,XVI. Afecções originadas no período perinatal,76
352480,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,3
352480,Cap 18,XVIII. Sintomas e achados anormais não classificados,223
352480,Cap 19,XIX. Lesões e envenenamentos por causas externas,752
352480,Cap 21,XXI. Contatos com serviços de saúde,223
352520,Cap 01,I. Doenças infecciosas e parasitárias,20
352520,Cap 03,III. Doenças do sangue e transtornos imunitários,7
352520,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",6
352520,Cap 06,VI. Doenças do sistema nervoso,1
352520,Cap 09,IX. Doenças do aparelho circulatório,29
352520,Cap 10,X. Doenças do aparelho respiratório,71
352520,Cap 11,XI. Doenças do aparelho digestivo,17
352520,Cap 12,XII. Doenças da pele e do tecido subcutâneo,7
352520,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,1
352520,Cap 14,XIV. Doenças do aparelho geniturinário,61
352520,Cap 15,"XV. Gravidez, parto e puerpério",3
352520,Cap 18,XVIII. Sintomas e achados anormais não classificados,3
352520,Cap 19,XIX. Lesões e envenenamentos por causas externas,2
352520,Cap 21,XXI. Contatos com serviços de saúde,337
352530,Cap 01,I. Doenças infecciosas e parasitárias,652
352530,Cap 02,II. Neoplasias (tumores),11101
352530,Cap 03,III. Doenças do sangue e transtornos imunitários,308
352530,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",356
352530,Cap 05,V. Transtornos mentais e comportamentais,1178
352530,Cap 06,VI. Doenças do sistema nervoso,297
352530,Cap 07,VII. Doenças do olho e anexos,28
352530,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,24
352530,Cap 09,IX. Doenças do aparelho circulatório,1719
352530,Cap 10,X. Doenças do aparelho respiratório,1806
352530,Cap 11,XI. Doenças do aparelho digestivo,2210
352530,Cap 12,XII. Doenças da pele e do tecido subcutâneo,406
352530,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,190
352530,Cap 14,XIV. Doenças do aparelho geniturinário,1918
352530,Cap 15,"XV. Gravidez, parto e puerpério",1823
352530,Cap 16,XVI. Afecções originadas no período perinatal,453
352530,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,30
352530,Cap 18,XVIII. Sintomas e achados anormais não classificados,729
352530,Cap 19,XIX. Lesões e envenenamentos por causas externas,1793
352530,Cap 21,XXI. Contatos com serviços de saúde,221
352550,Cap 01,I. Doenças infecciosas e parasitárias,18
352550,Cap 03,III. Doenças do sangue e transtornos imunitários,2
352550,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",16
352550,Cap 05,V. Transtornos mentais e comportamentais,2
352550,Cap 06,VI. Doenças do sistema nervoso,4
352550,Cap 09,IX. Doenças do aparelho circulatório,35
352550,Cap 10,X. Doenças do aparelho respiratório,26
352550,Cap 11,XI. Doenças do aparelho digestivo,5
352550,Cap 12,XII. Doenças da pele e do tecido subcutâneo,12
352550,Cap 14,XIV. Doenças do aparelho geniturinário,51
352550,Cap 15,"XV. Gravidez, parto e puerpério",1
352550,Cap 18,XVIII. Sintomas e achados anormais não classificados,6
352550,Cap 19,XIX. Lesões e envenenamentos por causas externas,3
352550,Cap 21,XXI. Contatos com serviços de saúde,35
352570,Cap 01,I. Doenças infecciosas e parasitárias,189
352570,Cap 03,III. Doenças do sangue e transtornos imunitários,44
352570,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",128
352570,Cap 05,V. Transtornos mentais e comportamentais,16
352570,Cap 06,VI. Doenças do sistema nervoso,43
352570,Cap 09,IX. Doenças do aparelho circulatório,254
352570,Cap 10,X. Doenças do aparelho respiratório,509
352570,Cap 11,XI. Doenças do aparelho digestivo,250
352570,Cap 12,XII. Doenças da pele e do tecido subcutâneo,53
352570,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,74
352570,Cap 14,XIV. Doenças do aparelho geniturinário,313
352570,Cap 18,XVIII. Sintomas e achados anormais não classificados,225
352570,Cap 19,XIX. Lesões e envenenamentos por causas externas,329
352570,Cap 21,XXI. Contatos com serviços de saúde,44
352590,Cap 01,I. Doenças infecciosas e parasitárias,1098
352590,Cap 02,II. Neoplasias (tumores),3579
352590,Cap 03,III. Doenças do sangue e transtornos imunitários,269
352590,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",407
352590,Cap 05,V. Transtornos mentais e comportamentais,786
352590,Cap 06,VI. Doenças do sistema nervoso,783
352590,Cap 07,VII. Doenças do olho e anexos,1648
352590,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,58
352590,Cap 09,IX. Doenças do aparelho circulatório,6074
352590,Cap 10,X. Doenças do aparelho respiratório,3271
352590,Cap 11,XI. Doenças do aparelho digestivo,7043
352590,Cap 12,XII. Doenças da pele e do tecido subcutâneo,3867
352590,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,663
352590,Cap 14,XIV. Doenças do aparelho geniturinário,3345
352590,Cap 15,"XV. Gravidez, parto e puerpério",3477
352590,Cap 16,XVI. Afecções originadas no período perinatal,1349
352590,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,191
352590,Cap 18,XVIII. Sintomas e achados anormais não classificados,987
352590,Cap 19,XIX. Lesões e envenenamentos por causas externas,4140
352590,Cap 21,XXI. Contatos com serviços de saúde,956
352600,Cap 01,I. Doenças infecciosas e parasitárias,55
352600,Cap 02,II. Neoplasias (tumores),11
352600,Cap 03,III. Doenças do sangue e transtornos imunitários,28
352600,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",69
352600,Cap 05,V. Transtornos mentais e comportamentais,184
352600,Cap 06,VI. Doenças do sistema nervoso,1
352600,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,2
352600,Cap 09,IX. Doenças do aparelho circulatório,43
352600,Cap 10,X. Doenças do aparelho respiratório,173
352600,Cap 11,XI. Doenças do aparelho digestivo,89
352600,Cap 12,XII. Doenças da pele e do tecido subcutâneo,37
352600,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,29
352600,Cap 14,XIV. Doenças do aparelho geniturinário,139
352600,Cap 15,"XV. Gravidez, parto e puerpério",180
352600,Cap 16,XVI. Afecções originadas no período perinatal,7
352600,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,2
352600,Cap 18,XVIII. Sintomas e achados anormais não classificados,25
352600,Cap 19,XIX. Lesões e envenenamentos por causas externas,68
352600,Cap 21,XXI. Contatos com serviços de saúde,3
352640,Cap 01,I. Doenças infecciosas e parasitárias,35
352640,Cap 02,II. Neoplasias (tumores),2
352640,Cap 03,III. Doenças do sangue e transtornos imunitários,65
352640,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",90
352640,Cap 05,V. Transtornos mentais e comportamentais,104
352640,Cap 06,VI. Doenças do sistema nervoso,13
352640,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,3
352640,Cap 09,IX. Doenças do aparelho circulatório,108
352640,Cap 10,X. Doenças do aparelho respiratório,319
352640,Cap 11,XI. Doenças do aparelho digestivo,196
352640,Cap 12,XII. Doenças da pele e do tecido subcutâneo,54
352640,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,11
352640,Cap 14,XIV. Doenças do aparelho geniturinário,138
352640,Cap 15,"XV. Gravidez, parto e puerpério",367
352640,Cap 16,XVI. Afecções originadas no período perinatal,55
352640,Cap 18,XVIII. Sintomas e achados anormais não classificados,9
352640,Cap 19,XIX. Lesões e envenenamentos por causas externas,36
352640,Cap 21,XXI. Contatos com serviços de saúde,26
352670,Cap 01,I. Doenças infecciosas e parasitárias,150
352670,Cap 02,II. Neoplasias (tumores),281
352670,Cap 03,III. Doenças do sangue e transtornos imunitários,77
352670,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",152
352670,Cap 05,V. Transtornos mentais e comportamentais,100
352670,Cap 06,VI. Doenças do sistema nervoso,99
352670,Cap 07,VII. Doenças do olho e anexos,4
352670,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,6
352670,Cap 09,IX. Doenças do aparelho circulatório,542
352670,Cap 10,X. Doenças do aparelho respiratório,447
352670,Cap 11,XI. Doenças do aparelho digestivo,695
352670,Cap 12,XII. Doenças da pele e do tecido subcutâneo,72
352670,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,222
352670,Cap 14,XIV. Doenças do aparelho geniturinário,510
352670,Cap 15,"XV. Gravidez, parto e puerpério",1081
352670,Cap 16,XVI. Afecções originadas no período perinatal,83
352670,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,14
352670,Cap 18,XVIII. Sintomas e achados anormais não classificados,122
352670,Cap 19,XIX. Lesões e envenenamentos por causas externas,710
352670,Cap 21,XXI. Contatos com serviços de saúde,65
352680,Cap 01,I. Doenças infecciosas e parasitárias,96
352680,Cap 02,II. Neoplasias (tumores),39
352680,Cap 03,III. Doenças do sangue e transtornos imunitários,7
352680,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",37
352680,Cap 05,V. Transtornos mentais e comportamentais,6
352680,Cap 06,VI. Doenças do sistema nervoso,40
352680,Cap 07,VII. Doenças do olho e anexos,2
352680,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,1
352680,Cap 09,IX. Doenças do aparelho circulatório,259
352680,Cap 10,X. Doenças do aparelho respiratório,313
352680,Cap 11,XI. Doenças do aparelho digestivo,577
352680,Cap 12,XII. Doenças da pele e do tecido subcutâneo,99
352680,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,159
352680,Cap 14,XIV. Doenças do aparelho geniturinário,316
352680,Cap 15,"XV. Gravidez, parto e puerpério",682
352680,Cap 16,XVI. Afecções originadas no período perinatal,28
352680,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,8
352680,Cap 18,XVIII. Sintomas e achados anormais não classificados,38
352680,Cap 19,XIX. Lesões e envenenamentos por causas externas,298
352680,Cap 21,XXI. Contatos com serviços de saúde,108
352690,Cap 01,I. Doenças infecciosas e parasitárias,327
352690,Cap 02,II. Neoplasias (tumores),1372
352690,Cap 03,III. Doenças do sangue e transtornos imunitários,70
352690,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",195
352690,Cap 05,V. Transtornos mentais e comportamentais,342
352690,Cap 06,VI. Doenças do sistema nervoso,229
352690,Cap 07,VII. Doenças do olho e anexos,319
352690,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,56
352690,Cap 09,IX. Doenças do aparelho circulatório,2429
352690,Cap 10,X. Doenças do aparelho respiratório,1509
352690,Cap 11,XI. Doenças do aparelho digestivo,1670
352690,Cap 12,XII. Doenças da pele e do tecido subcutâneo,178
352690,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,363
352690,Cap 14,XIV. Doenças do aparelho geniturinário,1459
352690,Cap 15,"XV. Gravidez, parto e puerpério",2449
352690,Cap 16,XVI. Afecções originadas no período perinatal,520
352690,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,171
352690,Cap 18,XVIII. Sintomas e achados anormais não classificados,222
352690,Cap 19,XIX. Lesões e envenenamentos por causas externas,1972
352690,Cap 21,XXI. Contatos com serviços de saúde,546
352710,Cap 01,I. Doenças infecciosas e parasitárias,337
352710,Cap 02,II. Neoplasias (tumores),145
352710,Cap 03,III. Doenças do sangue e transtornos imunitários,52
352710,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",98
352710,Cap 05,V. Transtornos mentais e comportamentais,2139
352710,Cap 06,VI. Doenças do sistema nervoso,119
352710,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,10
352710,Cap 09,IX. Doenças do aparelho circulatório,808
352710,Cap 10,X. Doenças do aparelho respiratório,489
352710,Cap 11,XI. Doenças do aparelho digestivo,587
352710,Cap 12,XII. Doenças da pele e do tecido subcutâneo,161
352710,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,51
352710,Cap 14,XIV. Doenças do aparelho geniturinário,558
352710,Cap 15,"XV. Gravidez, parto e puerpério",1297
352710,Cap 16,XVI. Afecções originadas no período perinatal,134
352710,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,11
352710,Cap 18,XVIII. Sintomas e achados anormais não classificados,130
352710,Cap 19,XIX. Lesões e envenenamentos por causas externas,884
352710,Cap 21,XXI. Contatos com serviços de saúde,37
352720,Cap 01,I. Doenças infecciosas e parasitárias,189
352720,Cap 02,II. Neoplasias (tumores),17
352720,Cap 03,III. Doenças do sangue e transtornos imunitários,8
352720,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",96
352720,Cap 05,V. Transtornos mentais e comportamentais,7
352720,Cap 06,VI. Doenças do sistema nervoso,23
352720,Cap 07,VII. Doenças do olho e anexos,2
352720,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,5
352720,Cap 09,IX. Doenças do aparelho circulatório,260
352720,Cap 10,X. Doenças do aparelho respiratório,276
352720,Cap 11,XI. Doenças do aparelho digestivo,334
352720,Cap 12,XII. Doenças da pele e do tecido subcutâneo,118
352720,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,53
352720,Cap 14,XIV. Doenças do aparelho geniturinário,219
352720,Cap 15,"XV. Gravidez, parto e puerpério",1957
352720,Cap 16,XVI. Afecções originadas no período perinatal,196
352720,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,21
352720,Cap 18,XVIII. Sintomas e achados anormais não classificados,398
352720,Cap 19,XIX. Lesões e envenenamentos por causas externas,470
352720,Cap 21,XXI. Contatos com serviços de saúde,50
352730,Cap 01,I. Doenças infecciosas e parasitárias,64
352730,Cap 02,II. Neoplasias (tumores),52
352730,Cap 03,III. Doenças do sangue e transtornos imunitários,8
352730,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",32
352730,Cap 05,V. Transtornos mentais e comportamentais,42
352730,Cap 06,VI. Doenças do sistema nervoso,26
352730,Cap 07,VII. Doenças do olho e anexos,1
352730,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,1
352730,Cap 09,IX. Doenças do aparelho circulatório,379
352730,Cap 10,X. Doenças do aparelho respiratório,294
352730,Cap 11,XI. Doenças do aparelho digestivo,442
352730,Cap 12,XII. Doenças da pele e do tecido subcutâneo,25
352730,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,18
352730,Cap 14,XIV. Doenças do aparelho geniturinário,208
352730,Cap 15,"XV. Gravidez, parto e puerpério",365
352730,Cap 16,XVI. Afecções originadas no período perinatal,42
352730,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,12
352730,Cap 18,XVIII. Sintomas e achados anormais não classificados,283
352730,Cap 19,XIX. Lesões e envenenamentos por causas externas,72
352730,Cap 21,XXI. Contatos com serviços de saúde,180
352740,Cap 01,I. Doenças infecciosas e parasitárias,37
352740,Cap 02,II. Neoplasias (tumores),23
352740,Cap 03,III. Doenças do sangue e transtornos imunitários,32
352740,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",39
352740,Cap 05,V. Transtornos mentais e comportamentais,9
352740,Cap 06,VI. Doenças do sistema nervoso,9
352740,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,1
352740,Cap 09,IX. Doenças do aparelho circulatório,155
352740,Cap 10,X. Doenças do aparelho respiratório,166
352740,Cap 11,XI. Doenças do aparelho digestivo,35
352740,Cap 12,XII. Doenças da pele e do tecido subcutâneo,15
352740,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,7
352740,Cap 14,XIV. Doenças do aparelho geniturinário,67
352740,Cap 18,XVIII. Sintomas e achados anormais não classificados,20
352740,Cap 19,XIX. Lesões e envenenamentos por causas externas,28
352800,Cap 01,I. Doenças infecciosas e parasitárias,47
352800,Cap 02,II. Neoplasias (tumores),20
352800,Cap 03,III. Doenças do sangue e transtornos imunitários,9
352800,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",20
352800,Cap 05,V. Transtornos mentais e comportamentais,29
352800,Cap 06,VI. Doenças do sistema nervoso,19
352800,Cap 07,VII. Doenças do olho e anexos,2
352800,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,1
352800,Cap 09,IX. Doenças do aparelho circulatório,109
352800,Cap 10,X. Doenças do aparelho respiratório,95
352800,Cap 11,XI. Doenças do aparelho digestivo,124
352800,Cap 12,XII. Doenças da pele e do tecido subcutâneo,20
352800,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,10
352800,Cap 14,XIV. Doenças do aparelho geniturinário,77
352800,Cap 15,"XV. Gravidez, parto e puerpério",56
352800,Cap 16,XVI. Afecções originadas no período perinatal,1
352800,Cap 18,XVIII. Sintomas e achados anormais não classificados,22
352800,Cap 19,XIX. Lesões e envenenamentos por causas externas,96
352800,Cap 21,XXI. Contatos com serviços de saúde,2
352810,Cap 01,I. Doenças infecciosas e parasitárias,3
352810,Cap 02,II. Neoplasias (tumores),3
352810,Cap 03,III. Doenças do sangue e transtornos imunitários,1
