codigo,codigo_ibge,municipio,regiao_imediata,regiao_intermediaria,mesorregiao,populacao,ano,leitos_existentes,leitos_sus,leitos_sus_10k_hab,tem_rede_hospitalar,internacoes_12m,valor_total_12m,media_permanencia,internacoes_ult_trim,internacoes_prim_trim,variacao_trimestral_pct,perfil_dominante,internacoes_mil_hab,giro_leito_ano,ocupacao_estimada_pct,custo_medio_internacao,perfil_permanencia,alerta_capacidade
354740,3547403,Santa Rita d'Oeste,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,2796,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354750,3547502,Santa Rita do Passa Quatro,São Carlos,Araraquara,Ribeirão Preto,24996,2025,263,250,100.02,True,1727,2191054.3,18.65,479.0,420.0,14.0,V. Transtornos mentais e comportamentais,69.09,6.9,35.3,1268.71,Permanência elevada,Adequado
354760,3547601,Santa Rosa de Viterbo,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,23710,2025,32,19,8.01,True,1114,313173.04,4.13,323.0,241.0,34.0,X. Doenças do aparelho respiratório,46.98,58.6,66.3,281.12,Agudos,Adequado
354765,3547650,Santa Salete,Jales,São José do Rio Preto,São José do Rio Preto,1692,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354770,3547700,Santo Anastácio,Presidente Prudente,Presidente Prudente,Presidente Prudente,17960,2025,50,36,20.04,True,2139,762025.62,3.37,564.0,507.0,11.2,XIV. Doenças do aparelho geniturinário,119.1,59.4,54.9,356.25,Agudos,Adequado
354780,3547809,Santo André,São Paulo,São Paulo,Metropolitana de São Paulo,782048,2025,1458,687,8.78,True,43679,83419393.36,4.78,11716.0,11892.0,-1.5,XIX. Lesões e envenenamentos por causas externas,55.85,63.6,83.3,1909.83,Agudos,Adequado
354790,3547908,Santo Antônio da Alegria,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,6933,2025,9,9,12.98,True,161,57660.27,3.18,44.0,38.0,15.8,X. Doenças do aparelho respiratório,23.22,17.9,15.6,358.14,Agudos,Adequado
354800,3548005,Santo Antônio de Posse,Campinas,Campinas,Campinas,23867,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354805,3548054,Santo Antônio do Aracanguá,Araçatuba,Araçatuba,Araçatuba,8593,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354810,3548104,Santo Antônio do Jardim,São João da Boa Vista,Campinas,Campinas,6243,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354820,3548203,Santo Antônio do Pinhal,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,7314,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354830,3548302,Santo Expedito,Presidente Prudente,Presidente Prudente,Presidente Prudente,3069,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354840,3548401,Santópolis do Aguapeí,Birigui - Penápolis,Araçatuba,Araçatuba,3921,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354850,3548500,Santos,Santos,São Paulo,Metropolitana de São Paulo,429547,2025,1780,712,16.58,True,34090,71999145.89,5.68,9026.0,8787.0,2.7,"XV. Gravidez, parto e puerpério",79.36,47.9,74.5,2112.03,Agudos,Adequado
354860,3548609,São Bento do Sapucaí,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,11989,2025,40,26,21.69,True,494,206585.86,3.77,114.0,159.0,-28.3,X. Doenças do aparelho respiratório,41.2,19.0,19.6,418.19,Agudos,Adequado
354870,3548708,São Bernardo do Campo,São Paulo,São Paulo,Metropolitana de São Paulo,841154,2025,1794,704,8.37,True,41162,109247692.36,6.22,10529.0,10480.0,0.5,"XV. Gravidez, parto e puerpério",48.94,58.5,99.6,2654.09,Agudos,Atenção
354880,3548807,São Caetano do Sul,São Paulo,São Paulo,Metropolitana de São Paulo,172693,2025,873,264,15.29,True,13807,20494187.32,4.11,2859.0,3841.0,-25.6,XI. Doenças do aparelho digestivo,79.95,52.3,58.9,1484.33,Agudos,Adequado
354890,3548906,São Carlos,São Carlos,Araraquara,Araraquara,266427,2025,399,218,8.18,True,21628,40176043.54,3.72,5434.0,5216.0,4.2,IX. Doenças do aparelho circulatório,81.18,99.2,101.1,1857.59,Agudos,Crítico
354900,3549003,São Francisco,Jales,São José do Rio Preto,São José do Rio Preto,2623,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354910,3549102,São João da Boa Vista,São João da Boa Vista,Campinas,Campinas,96080,2025,201,92,9.58,True,6809,13391616.18,4.12,1709.0,1727.0,-1.0,"XV. Gravidez, parto e puerpério",70.87,74.0,83.5,1966.75,Agudos,Adequado
354920,3549201,São João das Duas Pontes,Fernandópolis,São José do Rio Preto,São José do Rio Preto,2623,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354925,3549250,São João de Iracema,Fernandópolis,São José do Rio Preto,São José do Rio Preto,1882,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354930,3549300,São João do Pau d'Alho,Dracena,Presidente Prudente,Presidente Prudente,2293,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354940,3549409,São Joaquim da Barra,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto,Ribeirão Preto,49885,2025,103,73,14.63,True,4022,5797061.81,3.41,1121.0,1083.0,3.5,XIV. Doenças do aparelho geniturinário,80.63,55.1,51.5,1441.34,Agudos,Adequado
354950,3549508,São José da Bela Vista,Franca,Ribeirão Preto,Ribeirão Preto,7664,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354960,3549607,São José do Barreiro,Cruzeiro,São José dos Campos,Vale do Paraíba Paulista,3888,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354970,3549706,São José do Rio Pardo,São José do Rio Pardo - Mococa,Campinas,Campinas,53427,2025,141,79,14.79,True,4334,5661950.34,3.22,1138.0,1085.0,4.9,"XV. Gravidez, parto e puerpério",81.12,54.9,48.4,1306.4,Agudos,Adequado
354980,3549805,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,504166,2025,2420,1161,23.03,True,95968,308181704.13,4.51,24517.0,24296.0,0.9,IX. Doenças do aparelho circulatório,190.35,82.7,102.1,3211.3,Agudos,Crítico
354990,3549904,São José dos Campos,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,727078,2025,1600,789,10.85,True,59794,131869544.14,4.53,15510.0,15494.0,0.1,IX. Doenças do aparelho circulatório,82.24,75.8,94.1,2205.4,Agudos,Atenção
354995,3549953,São Lourenço da Serra,São Paulo,São Paulo,Metropolitana de São Paulo,16479,2025,60,0,0.0,True,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355000,3550001,São Luiz do Paraitinga,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,10487,2025,25,16,15.26,True,140,46265.46,6.71,0.0,51.0,-100.0,X. Doenças do aparelho respiratório,13.35,8.8,16.1,330.47,Agudos,Adequado
355010,3550100,São Manuel,Botucatu,Bauru,Bauru,38131,2025,58,42,11.01,True,1645,1892410.68,3.44,433.0,477.0,-9.2,X. Doenças do aparelho respiratório,43.14,39.2,36.9,1150.4,Agudos,Adequado
355020,3550209,São Miguel Arcanjo,Itapetininga,Sorocaba,Macro Metropolitana Paulista,32924,2025,79,79,23.99,True,1380,1442182.75,11.0,396.0,342.0,15.8,XI. Doenças do aparelho digestivo,41.91,17.5,52.6,1045.06,Permanência elevada,Adequado
355030,3550308,São Paulo,São Paulo,São Paulo,Metropolitana de São Paulo,11904961,2025,30990,15485,13.01,True,751452,1822917005.0,5.47,191511.0,194114.0,-1.3,"XV. Gravidez, parto e puerpério",63.12,48.5,72.7,2425.86,Agudos,Adequado
355040,3550407,São Pedro,Piracicaba,Campinas,Piracicaba,39855,2025,64,54,13.55,True,4450,6009708.47,1.7,1111.0,1204.0,-7.7,XIV. Doenças do aparelho geniturinário,111.65,82.4,38.4,1350.5,Agudos,Adequado
355050,3550506,São Pedro do Turvo,Ourinhos,Marília,Assis,7333,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355060,3550605,São Roque,Sorocaba,Sorocaba,Macro Metropolitana Paulista,81366,2025,222,62,7.62,True,5288,5312120.89,3.68,1503.0,1279.0,17.5,"XV. Gravidez, parto e puerpério",64.99,85.3,86.0,1004.56,Agudos,Atenção
355070,3550704,São Sebastião,Caraguatatuba - Ubatuba - São Sebastião,São José dos Campos,Vale do Paraíba Paulista,84280,2025,102,102,12.1,True,6379,5601832.84,3.6,1627.0,1588.0,2.5,"XV. Gravidez, parto e puerpério",75.69,62.5,61.7,878.17,Agudos,Adequado
355080,3550803,São Sebastião da Grama,São José do Rio Pardo - Mococa,Campinas,Campinas,10428,2025,30,26,24.93,True,579,281659.46,3.04,146.0,157.0,-7.0,X. Doenças do aparelho respiratório,55.52,22.3,18.5,486.46,Agudos,Adequado
355090,3550902,São Simão,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,13560,2025,34,33,24.34,True,310,174412.42,6.5,78.0,86.0,-9.3,"IV. Doenças endócrinas, nutricionais e metabólicas",22.86,9.4,16.7,562.62,Agudos,Adequado
355100,3551009,São Vicente,Santos,São Paulo,Metropolitana de São Paulo,338326,2025,257,191,5.65,True,9568,12308245.03,4.38,2331.0,2928.0,-20.4,"XV. Gravidez, parto e puerpério",28.28,50.1,60.1,1286.4,Agudos,Adequado
355110,3551108,Sarapuí,Sorocaba,Sorocaba,Macro Metropolitana Paulista,10677,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355120,3551207,Sarutaiá,Piraju,Marília,Assis,3772,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355130,3551306,Sebastianópolis do Sul,Votuporanga,São José do Rio Preto,São José do Rio Preto,3191,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355140,3551405,Serra Azul,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,13108,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355150,3551504,Serrana,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,45580,2025,84,82,17.99,True,3493,4605050.75,5.21,855.0,961.0,-11.0,XI. Doenças do aparelho digestivo,76.63,42.6,60.8,1318.37,Agudos,Adequado
355160,3551603,Serra Negra,Amparo,Campinas,Campinas,31047,2025,49,33,10.63,True,2635,2617777.91,2.72,740.0,626.0,18.2,IX. Doenças do aparelho circulatório,84.87,79.8,59.5,993.46,Agudos,Adequado
355170,3551702,Sertãozinho,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,132176,2025,130,59,4.46,True,6911,12255098.66,3.48,1840.0,1710.0,7.6,XIX. Lesões e envenenamentos por causas externas,52.29,117.1,111.7,1773.27,Agudos,Crítico
355180,3551801,Sete Barras,Registro,Sorocaba,Litoral Sul Paulista,12903,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355190,3551900,Severínia,Barretos,Ribeirão Preto,São José do Rio Preto,14693,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355200,3552007,Silveiras,Cruzeiro,São José dos Campos,Vale do Paraíba Paulista,6329,2025,2,2,3.16,True,26,8377.1,5.89,11.0,4.0,175.0,X. Doenças do aparelho respiratório,4.11,13.0,21.0,322.2,Agudos,Adequado
355210,3552106,Socorro,Bragança Paulista,Campinas,Campinas,41527,2025,106,49,11.8,True,3597,3266691.01,2.46,936.0,993.0,-5.7,II. Neoplasias (tumores),86.62,73.4,49.5,908.17,Agudos,Adequado
355220,3552205,Sorocaba,Sorocaba,Sorocaba,Macro Metropolitana Paulista,762172,2025,1757,980,12.86,True,62257,128462161.14,5.05,15904.0,16066.0,-1.0,IX. Doenças do aparelho circulatório,81.68,63.5,87.9,2063.42,Agudos,Atenção
355230,3552304,Sud Mennucci,Andradina,Araçatuba,Araçatuba,7464,2025,22,20,26.8,True,194,87821.17,3.82,34.0,68.0,-50.0,X. Doenças do aparelho respiratório,25.99,9.7,10.2,452.69,Agudos,Adequado
355240,3552403,Sumaré,Campinas,Campinas,Campinas,291116,2025,235,182,6.25,True,12804,26785541.93,4.6,3234.0,3401.0,-4.9,"XV. Gravidez, parto e puerpério",43.98,70.4,88.7,2091.97,Agudos,Atenção
355250,3552502,Suzano,São Paulo,São Paulo,Metropolitana de São Paulo,320261,2025,334,181,5.65,True,8426,11002004.12,7.09,1655.0,2305.0,-28.2,"XV. Gravidez, parto e puerpério",26.31,46.6,90.4,1305.72,Agudos,Atenção
355255,3552551,Suzanápolis,Jales,São José do Rio Preto,Araçatuba,3465,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355260,3552601,Tabapuã,Catanduva,São José do Rio Preto,São José do Rio Preto,11498,2025,30,11,9.57,True,1019,897771.13,3.49,317.0,221.0,43.4,XI. Doenças do aparelho digestivo,88.62,92.6,88.6,881.03,Agudos,Atenção
355270,3552700,Tabatinga,Araraquara,Araraquara,Araraquara,14997,2025,35,22,14.67,True,905,586108.74,3.45,235.0,251.0,-6.4,X. Doenças do aparelho respiratório,60.35,41.1,38.9,647.63,Agudos,Adequado
355280,3552809,Taboão da Serra,São Paulo,São Paulo,Metropolitana de São Paulo,285307,2025,532,328,11.5,True,20285,33516959.88,4.53,5358.0,5531.0,-3.1,"XV. Gravidez, parto e puerpério",71.1,61.8,76.8,1652.3,Agudos,Adequado
355290,3552908,Taciba,Presidente Prudente,Presidente Prudente,Presidente Prudente,6418,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355300,3553005,Taguaí,Avaré,Sorocaba,Assis,13068,2025,29,24,18.37,True,671,304960.17,2.78,205.0,170.0,20.6,"XV. Gravidez, parto e puerpério",51.35,28.0,21.3,454.49,Agudos,Adequado
355310,3553104,Taiaçu,Barretos,Ribeirão Preto,Ribeirão Preto,5744,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355320,3553203,Taiúva,Barretos,Ribeirão Preto,Ribeirão Preto,6770,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355330,3553302,Tambaú,São João da Boa Vista,Campinas,Campinas,21650,2025,36,27,12.47,True,1276,583847.71,2.92,389.0,327.0,19.0,XIV. Doenças do aparelho geniturinário,58.94,47.3,37.8,457.56,Agudos,Adequado
355340,3553401,Tanabi,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,26071,2025,72,30,11.51,True,1489,914658.87,6.7,412.0,335.0,23.0,I. Doenças infecciosas e parasitárias,57.11,49.6,91.1,614.28,Agudos,Atenção
355350,3553500,Tapiraí,Sorocaba,Sorocaba,Macro Metropolitana Paulista,8122,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355360,3553609,Tapiratiba,São José do Rio Pardo - Mococa,Campinas,Campinas,11903,2025,15,15,12.6,True,395,206288.25,3.16,113.0,96.0,17.7,XI. Doenças do aparelho digestivo,33.18,26.3,22.8,522.25,Agudos,Adequado
355365,3553658,Taquaral,Barretos,Ribeirão Preto,Ribeirão Preto,2649,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355370,3553708,Taquaritinga,Araraquara,Araraquara,Ribeirão Preto,53264,2025,115,69,12.95,True,4431,3418403.77,3.19,1310.0,1135.0,15.4,"XV. Gravidez, parto e puerpério",83.19,64.2,56.1,771.47,Agudos,Adequado
355380,3553807,Taquarituba,Avaré,Sorocaba,Itapetininga,24932,2025,47,32,12.83,True,2176,819874.36,2.34,733.0,509.0,44.0,XI. Doenças do aparelho digestivo,87.28,68.0,43.6,376.78,Agudos,Adequado
355385,3553856,Taquarivaí,Itapeva,Sorocaba,Itapetininga,7170,2025,60,0,0.0,True,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355390,3553906,Tarabai,Presidente Prudente,Presidente Prudente,Presidente Prudente,6633,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355395,3553955,Tarumã,Assis,Marília,Assis,15315,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355400,3554003,Tatuí,Tatuí,Sorocaba,Itapetininga,129130,2025,204,86,6.66,True,4973,4752797.72,3.85,1290.0,1243.0,3.8,"XV. Gravidez, parto e puerpério",38.51,57.8,61.0,955.72,Agudos,Adequado
355410,3554102,Taubaté,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,322397,2025,532,367,11.38,True,24617,57648305.3,4.18,6619.0,5930.0,11.6,"XV. Gravidez, parto e puerpério",76.36,67.1,76.8,2341.81,Agudos,Adequado
355420,3554201,Tejupá,Piraju,Marília,Assis,4119,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355430,3554300,Teodoro Sampaio,Presidente Prudente,Presidente Prudente,Presidente Prudente,22598,2025,50,43,19.03,True,1145,406776.49,3.54,276.0,322.0,-14.3,X. Doenças do aparelho respiratório,50.67,26.6,25.8,355.26,Agudos,Adequado
355440,3554409,Terra Roxa,Barretos,Ribeirão Preto,Ribeirão Preto,7965,2025,34,30,37.66,True,36,14732.1,5.16,9.0,7.0,28.6,X. Doenças do aparelho respiratório,4.52,1.2,1.7,409.22,Agudos,Adequado
355450,3554508,Tietê,Sorocaba,Sorocaba,Piracicaba,38723,2025,55,33,8.52,True,2069,935248.55,2.91,420.0,560.0,-25.0,"XV. Gravidez, parto e puerpério",53.43,62.7,50.0,452.03,Agudos,Adequado
355460,3554607,Timburi,Piraju,Marília,Assis,2484,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355465,3554656,Torre de Pedra,Tatuí,Sorocaba,Itapetininga,2056,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355470,3554706,Torrinha,Jaú,Bauru,Piracicaba,9484,2025,20,13,13.71,True,85,32582.68,4.13,25.0,15.0,66.7,X. Doenças do aparelho respiratório,8.96,6.5,7.4,383.33,Agudos,Adequado
355475,3554755,Trabiju,Araraquara,Araraquara,Araraquara,1724,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355480,3554805,Tremembé,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,53426,2025,12,0,0.0,True,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355490,3554904,Três Fronteiras,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,7060,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355495,3554953,Tuiuti,Bragança Paulista,Campinas,Macro Metropolitana Paulista,6976,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355500,3555000,Tupã,Tupã,Marília,Marília,65433,2025,344,328,50.13,True,7900,16771924.27,11.7,2031.0,2008.0,1.1,XI. Doenças do aparelho digestivo,120.73,24.1,77.2,2123.03,Permanência elevada,Adequado
355510,3555109,Tupi Paulista,Dracena,Presidente Prudente,Presidente Prudente,16259,2025,48,30,18.45,True,1358,819963.25,4.37,353.0,345.0,2.3,X. Doenças do aparelho respiratório,83.52,45.3,54.2,603.8,Agudos,Adequado
355520,3555208,Turiúba,Birigui - Penápolis,Araçatuba,Araçatuba,1835,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355530,3555307,Turmalina,Jales,São José do Rio Preto,São José do Rio Preto,1662,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355535,3555356,Ubarana,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,5458,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355540,3555406,Ubatuba,Caraguatatuba - Ubatuba - São Sebastião,São José dos Campos,Vale do Paraíba Paulista,97096,2025,86,81,8.34,True,4811,2718769.11,2.87,1122.0,1175.0,-4.5,"XV. Gravidez, parto e puerpério",49.55,59.4,46.7,565.12,Agudos,Adequado
355550,3555505,Ubirajara,Bauru,Bauru,Bauru,5289,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355560,3555604,Uchoa,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,10670,2025,4,4,3.75,True,0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,Sem internações,Não aplicável
355570,3555703,União Paulista,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,1628,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355580,3555802,Urânia,Jales,São José do Rio Preto,São José do Rio Preto,8973,2025,26,24,26.75,True,436,148847.47,3.98,128.0,86.0,48.8,X. Doenças do aparelho respiratório,48.59,18.2,19.8,341.39,Agudos,Adequado
355590,3555901,Uru,Lins,Bauru,Bauru,1424,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355600,3556008,Urupês,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,14073,2025,29,14,9.95,True,1263,1012609.06,2.72,344.0,256.0,34.4,X. Doenças do aparelho respiratório,89.75,90.2,67.2,801.75,Agudos,Adequado
355610,3556107,Valentim Gentil,Votuporanga,São José do Rio Preto,São José do Rio Preto,14634,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355620,3556206,Valinhos,Campinas,Campinas,Campinas,132258,2025,148,59,4.46,True,4862,7239237.86,4.88,1272.0,1170.0,8.7,XIX. Lesões e envenenamentos por causas externas,36.76,82.4,110.2,1488.94,Agudos,Crítico
355630,3556305,Valparaíso,Araçatuba,Araçatuba,Araçatuba,24779,2025,50,32,12.91,True,1093,738482.53,2.65,402.0,220.0,82.7,X. Doenças do aparelho respiratório,44.11,34.2,24.8,675.65,Agudos,Adequado
355635,3556354,Vargem,Bragança Paulista,Campinas,Macro Metropolitana Paulista,10863,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355640,3556404,Vargem Grande do Sul,São João da Boa Vista,Campinas,Campinas,41256,2025,54,35,8.48,True,2177,1175308.58,3.61,573.0,575.0,-0.3,"XV. Gravidez, parto e puerpério",52.77,62.2,61.5,539.88,Agudos,Adequado
355645,3556453,Vargem Grande Paulista,São Paulo,São Paulo,Metropolitana de São Paulo,52352,2025,113,2,0.38,True,0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,Sem internações,Não aplicável
355650,3556503,Várzea Paulista,Jundiaí,Campinas,Macro Metropolitana Paulista,119655,2025,80,72,6.02,True,717,217040.23,3.32,172.0,185.0,-7.0,V. Transtornos mentais e comportamentais,5.99,10.0,9.1,302.71,Agudos,Adequado
355660,3556602,Vera Cruz,Marília,Marília,Marília,10274,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355670,3556701,Vinhedo,Campinas,Campinas,Campinas,79089,2025,82,63,7.97,True,5591,6035793.09,3.32,1409.0,1459.0,-3.4,XI. Doenças do aparelho digestivo,70.69,88.7,80.7,1079.56,Agudos,Adequado
355680,3556800,Viradouro,Barretos,Ribeirão Preto,Ribeirão Preto,17685,2025,23,20,11.31,True,422,154178.13,2.8,114.0,104.0,9.6,XIV. Doenças do aparelho geniturinário,23.86,21.1,16.2,365.35,Agudos,Adequado
355690,3556909,Vista Alegre do Alto,Catanduva,São José do Rio Preto,Ribeirão Preto,8368,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355695,3556958,Vitória Brasil,Jales,São José do Rio Preto,São José do Rio Preto,1828,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355700,3557006,Votorantim,Sorocaba,Sorocaba,Macro Metropolitana Paulista,133510,2025,162,64,4.79,True,3887,3694830.99,3.9,872.0,946.0,-7.8,"XV. Gravidez, parto e puerpério",29.11,60.7,64.9,950.56,Agudos,Adequado
355710,3557105,Votuporanga,Votuporanga,São José do Rio Preto,São José do Rio Preto,100568,2025,209,120,11.93,True,11662,23259484.5,3.52,2784.0,2996.0,-7.1,XIX. Lesões e envenenamentos por causas externas,115.96,97.2,93.7,1994.47,Agudos,Atenção
355715,3557154,Zacarias,Birigui - Penápolis,Araçatuba,São José do Rio Preto,2773,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
355720,3557204,Chavantes,Ourinhos,Marília,Assis,12415,2025,51,30,24.16,True,1235,719062.4,2.97,344.0,295.0,16.6,XI. Doenças do aparelho digestivo,99.48,41.2,33.5,582.24,Agudos,Adequado
355730,3557303,Estiva Gerbi,Mogi Guaçu,Campinas,Campinas,11609,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
