codigo,codigo_ibge,municipio,regiao_imediata,regiao_intermediaria,mesorregiao,populacao,ano,leitos_existentes,leitos_sus,leitos_sus_10k_hab,tem_rede_hospitalar,internacoes_12m,valor_total_12m,media_permanencia,internacoes_ult_trim,internacoes_prim_trim,variacao_trimestral_pct,perfil_dominante,internacoes_mil_hab,giro_leito_ano,ocupacao_estimada_pct,custo_medio_internacao,perfil_permanencia,alerta_capacidade
352370,3523701,Itirapuã,Franca,Ribeirão Preto,Ribeirão Preto,5857,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352380,3523800,Itobi,São José do Rio Pardo - Mococa,Campinas,Campinas,8227,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352390,3523909,Itu,Sorocaba,Sorocaba,Macro Metropolitana Paulista,175047,2025,416,304,17.37,True,8449,17415310.36,10.91,2198.0,2258.0,-2.7,"XV. Gravidez, parto e puerpério",48.27,27.8,83.1,2061.23,Permanência elevada,Adequado
352400,3524006,Itupeva,Jundiaí,Campinas,Macro Metropolitana Paulista,74994,2025,86,48,6.4,True,2203,901998.21,3.47,557.0,563.0,-1.1,"XV. Gravidez, parto e puerpério",29.38,45.9,43.6,409.44,Agudos,Adequado
352410,3524105,Ituverava,Ituverava,Ribeirão Preto,Ribeirão Preto,38413,2025,123,55,14.32,True,3686,6074590.68,3.75,883.0,1079.0,-18.2,XIV. Doenças do aparelho geniturinário,95.96,67.0,68.9,1648.02,Agudos,Adequado
352420,3524204,Jaborandi,Barretos,Ribeirão Preto,Ribeirão Preto,6280,2025,17,17,27.07,True,56,23539.69,4.05,12.0,13.0,-7.7,XIV. Doenças do aparelho geniturinário,8.92,3.3,3.7,420.35,Agudos,Adequado
352430,3524303,Jaboticabal,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,73473,2025,262,38,5.17,True,2249,2165626.81,4.4,631.0,531.0,18.8,XI. Doenças do aparelho digestivo,30.61,59.2,71.3,962.93,Agudos,Adequado
352440,3524402,Jacareí,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,250952,2025,325,204,8.13,True,15166,23980961.86,4.03,4064.0,3753.0,8.3,II. Neoplasias (tumores),60.43,74.3,82.1,1581.23,Agudos,Adequado
352450,3524501,Jaci,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,7944,2025,249,173,217.77,True,701,4902842.78,97.99,137.0,181.0,-24.3,IX. Doenças do aparelho circulatório,88.24,4.1,108.8,6994.07,Longa permanência,Não aplicável
352460,3524600,Jacupiranga,Registro,Sorocaba,Litoral Sul Paulista,16216,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352470,3524709,Jaguariúna,Campinas,Campinas,Campinas,62309,2025,120,84,13.48,True,3925,4628614.31,3.39,915.0,1042.0,-12.2,"XV. Gravidez, parto e puerpério",62.99,46.7,43.4,1179.26,Agudos,Adequado
352480,3524808,Jales,Jales,São José do Rio Preto,São José do Rio Preto,50078,2025,153,103,20.57,True,8711,15349431.16,3.22,2115.0,2224.0,-4.9,II. Neoplasias (tumores),173.95,84.6,74.6,1762.07,Agudos,Adequado
352490,3524907,Jambeiro,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,6611,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352500,3525003,Jandira,São Paulo,São Paulo,Metropolitana de São Paulo,121550,2025,15,0,0.0,True,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352510,3525102,Jardinópolis,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,47125,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352520,3525201,Jarinu,Jundiaí,Campinas,Macro Metropolitana Paulista,40007,2025,29,17,4.25,True,565,115188.18,3.36,143.0,170.0,-15.9,XXI. Contatos com serviços de saúde,14.12,33.2,30.6,203.87,Agudos,Adequado
352530,3525300,Jaú,Jaú,Bauru,Bauru,137409,2025,783,569,41.41,True,27242,73824035.71,5.42,6981.0,6827.0,2.3,II. Neoplasias (tumores),198.25,47.9,71.1,2709.93,Agudos,Adequado
352540,3525409,Jeriquara,Franca,Ribeirão Preto,Ribeirão Preto,4000,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352550,3525508,Joanópolis,Bragança Paulista,Campinas,Macro Metropolitana Paulista,13131,2025,12,12,9.14,True,216,84777.81,4.08,44.0,42.0,4.8,XIV. Doenças do aparelho geniturinário,16.45,18.0,20.1,392.49,Agudos,Adequado
352560,3525607,João Ramalho,Presidente Prudente,Presidente Prudente,Presidente Prudente,4464,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352570,3525706,José Bonifácio,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,37992,2025,67,43,11.32,True,2471,1579778.41,4.45,677.0,568.0,19.2,X. Doenças do aparelho respiratório,65.04,57.5,70.1,639.33,Agudos,Adequado
352580,3525805,Júlio Mesquita,Marília,Marília,Bauru,4302,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352585,3525854,Jumirim,Sorocaba,Sorocaba,Piracicaba,3132,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352590,3525904,Jundiaí,Jundiaí,Campinas,Macro Metropolitana Paulista,463039,2025,958,443,9.57,True,43991,61493119.52,3.86,11540.0,10701.0,7.8,XI. Doenças do aparelho digestivo,95.0,99.3,105.0,1397.86,Agudos,Crítico
352600,3526001,Junqueirópolis,Dracena,Presidente Prudente,Presidente Prudente,20939,2025,52,25,11.94,True,1145,543785.15,6.45,268.0,318.0,-15.7,V. Transtornos mentais e comportamentais,54.68,45.8,80.9,474.92,Agudos,Adequado
352610,3526100,Juquiá,Registro,Sorocaba,Litoral Sul Paulista,17184,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352620,3526209,Juquitiba,São Paulo,São Paulo,Metropolitana de São Paulo,27969,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352630,3526308,Lagoinha,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,5183,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352640,3526407,Laranjal Paulista,Piracicaba,Campinas,Itapetininga,27044,2025,46,28,10.35,True,1631,796356.99,3.62,448.0,380.0,17.9,"XV. Gravidez, parto e puerpério",60.31,58.2,57.8,488.26,Agudos,Adequado
352650,3526506,Lavínia,Andradina,Araçatuba,Araçatuba,9940,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352660,3526605,Lavrinhas,Cruzeiro,São José dos Campos,Vale do Paraíba Paulista,7348,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352670,3526704,Leme,Araras,Campinas,Piracicaba,101537,2025,150,86,8.47,True,5432,5410406.22,3.51,1322.0,1373.0,-3.7,"XV. Gravidez, parto e puerpério",53.5,63.2,60.7,996.02,Agudos,Adequado
352680,3526803,Lençóis Paulista,Bauru,Bauru,Bauru,68568,2025,171,43,6.27,True,3113,3665657.3,3.19,798.0,706.0,13.0,"XV. Gravidez, parto e puerpério",45.4,72.4,63.3,1177.53,Agudos,Adequado
352690,3526902,Limeira,Limeira,Campinas,Piracicaba,301292,2025,354,179,5.94,True,16398,46094158.33,4.27,4325.0,4158.0,4.0,"XV. Gravidez, parto e puerpério",54.43,91.6,107.2,2810.96,Agudos,Crítico
352700,3527009,Lindóia,Amparo,Campinas,Campinas,7158,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352710,3527108,Lins,Lins,Bauru,Bauru,76844,2025,333,260,33.83,True,8047,10223571.31,8.85,2104.0,1960.0,7.3,V. Transtornos mentais e comportamentais,104.72,31.0,75.0,1270.48,Permanência elevada,Adequado
352720,3527207,Lorena,Guaratinguetá,São José dos Campos,Vale do Paraíba Paulista,87468,2025,177,106,12.12,True,4699,7878953.35,4.91,1286.0,1262.0,1.9,"XV. Gravidez, parto e puerpério",53.72,44.3,59.6,1676.73,Agudos,Adequado
352725,3527256,Lourdes,Birigui - Penápolis,Araçatuba,Araçatuba,1962,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352730,3527306,Louveira,Jundiaí,Campinas,Macro Metropolitana Paulista,54865,2025,39,35,6.38,True,2546,1635215.99,2.51,628.0,666.0,-5.7,XI. Doenças do aparelho digestivo,46.4,72.7,50.0,642.27,Agudos,Adequado
352740,3527405,Lucélia,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,20378,2025,32,26,12.76,True,643,226944.08,4.4,157.0,179.0,-12.3,X. Doenças do aparelho respiratório,31.55,24.7,29.8,352.95,Agudos,Adequado
352750,3527504,Lucianópolis,Bauru,Bauru,Bauru,2423,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352760,3527603,Luís Antônio,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,12564,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352770,3527702,Luiziânia,Birigui - Penápolis,Araçatuba,Araçatuba,4740,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352780,3527801,Lupércio,Marília,Marília,Marília,4004,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352790,3527900,Lutécia,Assis,Marília,Assis,2697,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352800,3528007,Macatuba,Bauru,Bauru,Bauru,17140,2025,31,18,10.5,True,759,307410.68,2.76,187.0,224.0,-16.5,XI. Doenças do aparelho digestivo,44.28,42.2,31.9,405.02,Agudos,Adequado
352810,3528106,Macaubal,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,7581,2025,15,10,13.19,True,81,31471.32,2.53,27.0,25.0,8.0,X. Doenças do aparelho respiratório,10.68,8.1,5.6,388.53,Agudos,Adequado
352820,3528205,Macedônia,Fernandópolis,São José do Rio Preto,São José do Rio Preto,4058,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352830,3528304,Magda,Araçatuba,Araçatuba,São José do Rio Preto,3211,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352840,3528403,Mairinque,Sorocaba,Sorocaba,Macro Metropolitana Paulista,51888,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352850,3528502,Mairiporã,São Paulo,São Paulo,Metropolitana de São Paulo,97835,2025,39,39,3.99,True,2858,949303.75,2.98,789.0,683.0,15.5,XIX. Lesões e envenenamentos por causas externas,29.21,73.3,59.8,332.16,Agudos,Adequado
352860,3528601,Manduri,Avaré,Sorocaba,Assis,10122,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352870,3528700,Marabá Paulista,Presidente Epitácio-Presidente Venceslau,Presidente Prudente,Presidente Prudente,4619,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352880,3528809,Maracaí,Assis,Marília,Assis,12804,2025,26,22,17.18,True,899,541918.82,3.04,228.0,257.0,-11.3,II. Neoplasias (tumores),70.21,40.9,34.0,602.8,Agudos,Adequado
352885,3528858,Marapoama,Catanduva,São José do Rio Preto,São José do Rio Preto,3415,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352890,3528908,Mariápolis,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,3526,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352900,3529005,Marília,Marília,Marília,Marília,247348,2025,883,601,24.3,True,31202,84051959.01,5.63,7819.0,8021.0,-2.5,IX. Doenças do aparelho circulatório,126.15,51.9,80.1,2693.8,Agudos,Adequado
352910,3529104,Marinópolis,Jales,São José do Rio Preto,São José do Rio Preto,1862,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352920,3529203,Martinópolis,Presidente Prudente,Presidente Prudente,Presidente Prudente,25240,2025,49,43,17.04,True,3047,1289770.9,1.92,794.0,758.0,4.7,XI. Doenças do aparelho digestivo,120.72,70.9,37.3,423.29,Agudos,Adequado
352930,3529302,Matão,Araraquara,Araraquara,Araraquara,81075,2025,277,86,10.61,True,6520,21196940.75,4.29,1747.0,1657.0,5.4,IX. Doenças do aparelho circulatório,80.42,75.8,89.1,3251.06,Agudos,Atenção
352940,3529401,Mauá,São Paulo,São Paulo,Metropolitana de São Paulo,429014,2025,496,246,5.73,True,13897,15807735.02,5.05,3505.0,3523.0,-0.5,XIX. Lesões e envenenamentos por causas externas,32.39,56.5,78.2,1137.49,Agudos,Adequado
352950,3529500,Mendonça,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,6420,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352960,3529609,Meridiano,Fernandópolis,São José do Rio Preto,São José do Rio Preto,4721,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352965,3529658,Mesópolis,Jales,São José do Rio Preto,São José do Rio Preto,1990,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
352970,3529708,Miguelópolis,Ituverava,Ribeirão Preto,Ribeirão Preto,19621,2025,72,51,25.99,True,1041,551587.95,3.19,259.0,351.0,-26.2,I. Doenças infecciosas e parasitárias,53.06,20.4,17.8,529.86,Agudos,Adequado
352980,3529807,Mineiros do Tietê,Jaú,Bauru,Bauru,11322,2025,11,11,9.72,True,0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,Sem internações,Não aplicável
352990,3529906,Miracatu,Registro,Sorocaba,Litoral Sul Paulista,18610,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353000,3530003,Mira Estrela,Fernandópolis,São José do Rio Preto,São José do Rio Preto,3209,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353010,3530102,Mirandópolis,Andradina,Araçatuba,Araçatuba,28754,2025,80,80,27.82,True,3505,3513336.81,4.38,940.0,866.0,8.5,X. Doenças do aparelho respiratório,121.9,43.8,52.6,1002.38,Agudos,Adequado
353020,3530201,Mirante do Paranapanema,Presidente Prudente,Presidente Prudente,Presidente Prudente,16031,2025,23,23,14.35,True,0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,Sem internações,Não aplicável
353030,3530300,Mirassol,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,65811,2025,167,0,0.0,True,610,310855.84,2.25,0.0,551.0,-100.0,"XV. Gravidez, parto e puerpério",9.27,,,509.6,Agudos,Sem leitos SUS
353040,3530409,Mirassolândia,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,4783,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353050,3530508,Mococa,São José do Rio Pardo - Mococa,Campinas,Campinas,69372,2025,125,82,11.82,True,5040,5494353.56,3.37,1210.0,1351.0,-10.4,"XV. Gravidez, parto e puerpério",72.65,61.5,56.7,1090.15,Agudos,Adequado
353060,3530607,Mogi das Cruzes,São Paulo,São Paulo,Metropolitana de São Paulo,470302,2025,854,617,13.12,True,36119,63679186.4,5.13,9111.0,9858.0,-7.6,XIX. Lesões e envenenamentos por causas externas,76.8,58.5,82.3,1763.04,Agudos,Adequado
353070,3530706,Mogi Guaçu,Mogi Guaçu,Campinas,Campinas,160318,2025,331,155,9.67,True,9773,18810744.6,4.8,2458.0,2660.0,-7.6,"XV. Gravidez, parto e puerpério",60.96,63.1,82.9,1924.77,Agudos,Adequado
353080,3530805,Mogi Mirim,Mogi Guaçu,Campinas,Campinas,95742,2025,172,109,11.38,True,5261,11709160.52,6.82,1418.0,1284.0,10.4,XI. Doenças do aparelho digestivo,54.95,48.3,90.2,2225.65,Agudos,Atenção
353090,3530904,Mombuca,Piracicaba,Campinas,Piracicaba,3830,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353100,3531001,Monções,Araçatuba,Araçatuba,São José do Rio Preto,1947,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353110,3531100,Mongaguá,Santos,São Paulo,Litoral Sul Paulista,64845,2025,36,36,5.55,True,940,234656.5,4.14,239.0,268.0,-10.8,X. Doenças do aparelho respiratório,14.5,26.1,29.6,249.63,Agudos,Adequado
353120,3531209,Monte Alegre do Sul,Amparo,Campinas,Campinas,8923,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353130,3531308,Monte Alto,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,48758,2025,88,42,8.61,True,2543,4639547.4,4.46,599.0,716.0,-16.3,XI. Doenças do aparelho digestivo,52.16,60.5,74.0,1824.44,Agudos,Adequado
353140,3531407,Monte Aprazível,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,22668,2025,80,30,13.23,True,3357,1660494.66,2.02,798.0,870.0,-8.3,X. Doenças do aparelho respiratório,148.09,111.9,61.9,494.64,Agudos,Adequado
353150,3531506,Monte Azul Paulista,Barretos,Ribeirão Preto,Ribeirão Preto,18337,2025,70,51,27.81,True,1658,2983859.97,1.86,441.0,431.0,2.3,VII. Doenças do olho e anexos,90.42,32.5,16.6,1799.67,Agudos,Adequado
353160,3531605,Monte Castelo,Dracena,Presidente Prudente,Presidente Prudente,4306,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353170,3531704,Monteiro Lobato,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,4205,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353180,3531803,Monte Mor,Campinas,Campinas,Campinas,67832,2025,35,26,3.83,True,1090,518326.75,3.38,255.0,317.0,-19.6,"XV. Gravidez, parto e puerpério",16.07,41.9,38.8,475.53,Agudos,Adequado
353190,3531902,Morro Agudo,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto,Ribeirão Preto,28521,2025,47,35,12.27,True,1780,2144490.62,2.82,400.0,445.0,-10.1,XI. Doenças do aparelho digestivo,62.41,50.9,39.3,1204.77,Agudos,Adequado
353200,3532009,Morungaba,Jundiaí,Campinas,Macro Metropolitana Paulista,14147,2025,8,8,5.65,True,230,100599.75,2.82,58.0,74.0,-21.6,X. Doenças do aparelho respiratório,16.26,28.8,22.2,437.39,Agudos,Adequado
353205,3532058,Motuca,Araraquara,Araraquara,Araraquara,4071,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353210,3532108,Murutinga do Sul,Andradina,Araçatuba,Araçatuba,3748,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353215,3532157,Nantes,Presidente Prudente,Presidente Prudente,Assis,2697,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353220,3532207,Narandiba,Presidente Prudente,Presidente Prudente,Presidente Prudente,5956,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353230,3532306,Natividade da Serra,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,7155,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353240,3532405,Nazaré Paulista,Bragança Paulista,Campinas,Macro Metropolitana Paulista,18675,2025,26,17,9.1,True,332,121984.88,4.96,0.0,127.0,-100.0,X. Doenças do aparelho respiratório,17.78,19.5,26.5,367.42,Agudos,Adequado
353250,3532504,Neves Paulista,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,9953,2025,21,10,10.05,True,54,21044.49,3.94,3.0,15.0,-80.0,X. Doenças do aparelho respiratório,5.43,5.4,5.8,389.71,Agudos,Adequado
353260,3532603,Nhandeara,Votuporanga,São José do Rio Preto,São José do Rio Preto,9915,2025,129,35,35.3,True,2789,2664152.81,3.68,769.0,668.0,15.1,X. Doenças do aparelho respiratório,281.29,79.7,80.3,955.24,Agudos,Adequado
353270,3532702,Nipoã,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,4876,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353280,3532801,Nova Aliança,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,6885,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353282,3532827,Nova Campina,Itapeva,Sorocaba,Itapetininga,8630,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353284,3532843,Nova Canaã Paulista,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,2055,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353286,3532868,Nova Castilho,Araçatuba,Araçatuba,São José do Rio Preto,1072,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353290,3532900,Nova Europa,Araraquara,Araraquara,Araraquara,9459,2025,16,12,12.69,True,336,167989.61,3.92,91.0,79.0,15.2,IX. Doenças do aparelho circulatório,35.52,28.0,30.1,499.97,Agudos,Adequado
353300,3533007,Nova Granada,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,19733,2025,62,31,15.71,True,1966,758405.03,2.94,537.0,494.0,8.7,X. Doenças do aparelho respiratório,99.63,63.4,51.1,385.76,Agudos,Adequado
353310,3533106,Nova Guataporanga,Dracena,Presidente Prudente,Presidente Prudente,2188,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353320,3533205,Nova Independência,Andradina,Araçatuba,Araçatuba,4847,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353325,3533254,Novais,Catanduva,São José do Rio Preto,São José do Rio Preto,4463,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353330,3533304,Nova Luzitânia,Araçatuba,Araçatuba,São José do Rio Preto,2817,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353340,3533403,Nova Odessa,Campinas,Campinas,Campinas,64596,2025,60,60,9.29,True,1624,866814.35,5.11,421.0,420.0,0.2,"XV. Gravidez, parto e puerpério",25.14,27.1,37.9,533.75,Agudos,Adequado
353350,3533502,Novo Horizonte,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,39494,2025,73,41,10.38,True,2347,3368322.4,3.13,626.0,630.0,-0.6,XIV. Doenças do aparelho geniturinário,59.43,57.2,49.1,1435.16,Agudos,Adequado
353360,3533601,Nuporanga,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto,Ribeirão Preto,7570,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353370,3533700,Ocauçu,Marília,Marília,Marília,4418,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353380,3533809,Óleo,Avaré,Sorocaba,Assis,2535,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353390,3533908,Olímpia,Barretos,Ribeirão Preto,São José do Rio Preto,56874,2025,82,50,8.79,True,3718,3876327.97,4.34,969.0,969.0,0.0,X. Doenças do aparelho respiratório,65.37,74.4,88.4,1042.58,Agudos,Atenção
353400,3534005,Onda Verde,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,4942,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353410,3534104,Oriente,Marília,Marília,Marília,6180,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353420,3534203,Orindiúva,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,6157,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353430,3534302,Orlândia,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto,Ribeirão Preto,39144,2025,98,60,15.33,True,2755,1381339.78,1.57,722.0,607.0,18.9,"XV. Gravidez, parto e puerpério",70.38,45.9,19.8,501.39,Agudos,Adequado
353440,3534401,Osasco,São Paulo,São Paulo,Metropolitana de São Paulo,759524,2025,1038,644,8.48,True,27200,39321583.26,5.68,7083.0,7048.0,0.5,XIX. Lesões e envenenamentos por causas externas,35.81,42.2,65.7,1445.65,Agudos,Adequado
353450,3534500,Oscar Bressane,Marília,Marília,Marília,2502,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353460,3534609,Osvaldo Cruz,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,32112,2025,96,58,18.06,True,2619,1533390.33,3.33,676.0,656.0,3.0,XIX. Lesões e envenenamentos por causas externas,81.56,45.2,41.2,585.49,Agudos,Adequado
353470,3534708,Ourinhos,Ourinhos,Marília,Assis,106911,2025,205,111,10.38,True,10558,20674656.87,4.08,2526.0,2704.0,-6.6,IX. Doenças do aparelho circulatório,98.76,95.1,106.3,1958.2,Agudos,Crítico
353475,3534757,Ouroeste,Fernandópolis,São José do Rio Preto,São José do Rio Preto,10660,2025,33,28,26.27,True,574,305786.95,3.38,167.0,143.0,16.8,XIV. Doenças do aparelho geniturinário,53.85,20.5,19.0,532.73,Agudos,Adequado
353480,3534807,Ouro Verde,Dracena,Presidente Prudente,Presidente Prudente,7900,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353490,3534906,Pacaembu,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,15273,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353500,3535002,Palestina,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,11704,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353510,3535101,Palmares Paulista,Catanduva,São José do Rio Preto,São José do Rio Preto,9666,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353520,3535200,Palmeira d'Oeste,Jales,São José do Rio Preto,São José do Rio Preto,8971,2025,20,12,13.38,True,714,227185.01,2.93,167.0,180.0,-7.2,X. Doenças do aparelho respiratório,79.59,59.5,47.8,318.19,Agudos,Adequado
353530,3535309,Palmital,Assis,Marília,Assis,19714,2025,43,29,14.71,True,2351,1699397.49,2.01,703.0,539.0,30.4,IX. Doenças do aparelho circulatório,119.26,81.1,44.6,722.84,Agudos,Adequado
353540,3535408,Panorama,Dracena,Presidente Prudente,Presidente Prudente,15227,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
