codigo,municipio,periodo,media_permanencia
352640,LARANJAL PAULISTA,2026/Mar,3.5
352640,LARANJAL PAULISTA,2026/Abr,3.3
352640,LARANJAL PAULISTA,2026/Mai,3.7
352640,LARANJAL PAULISTA,2026/Jun,3.2
352670,LEME,2025/Jul,3.6
352670,LEME,2025/Ago,3.4
352670,LEME,2025/Set,3.6
352670,LEME,2025/Out,3.1
352670,LEME,2025/Nov,3.5
352670,LEME,2025/Dez,3.4
352670,LEME,2026/Jan,3.4
352670,LEME,2026/Fev,3.3
352670,LEME,2026/Mar,3.2
352670,LEME,2026/Abr,3.7
352670,LEME,2026/Mai,3.8
352670,LEME,2026/Jun,4.1
352680,LENCOIS PAULISTA,2025/Jul,3.2
352680,LENCOIS PAULISTA,2025/Ago,3.5
352680,LENCOIS PAULISTA,2025/Set,3.5
352680,LENCOIS PAULISTA,2025/Out,3.0
352680,LENCOIS PAULISTA,2025/Nov,3.1
352680,LENCOIS PAULISTA,2025/Dez,3.3
352680,LENCOIS PAULISTA,2026/Jan,2.9
352680,LENCOIS PAULISTA,2026/Fev,2.9
352680,LENCOIS PAULISTA,2026/Mar,3.0
352680,LENCOIS PAULISTA,2026/Abr,3.2
352680,LENCOIS PAULISTA,2026/Mai,3.3
352680,LENCOIS PAULISTA,2026/Jun,3.4
352690,LIMEIRA,2025/Jul,4.3
352690,LIMEIRA,2025/Ago,4.6
352690,LIMEIRA,2025/Set,4.3
352690,LIMEIRA,2025/Out,3.5
352690,LIMEIRA,2025/Nov,4.5
352690,LIMEIRA,2025/Dez,4.3
352690,LIMEIRA,2026/Jan,4.3
352690,LIMEIRA,2026/Fev,4.5
352690,LIMEIRA,2026/Mar,4.2
352690,LIMEIRA,2026/Abr,4.2
352690,LIMEIRA,2026/Mai,4.2
352690,LIMEIRA,2026/Jun,4.4
352710,LINS,2025/Jul,9.4
352710,LINS,2025/Ago,9.8
352710,LINS,2025/Set,8.9
352710,LINS,2025/Out,8.7
352710,LINS,2025/Nov,9.1
352710,LINS,2025/Dez,9.0
352710,LINS,2026/Jan,9.0
352710,LINS,2026/Fev,8.4
352710,LINS,2026/Mar,8.5
352710,LINS,2026/Abr,8.2
352710,LINS,2026/Mai,9.0
352710,LINS,2026/Jun,8.2
352720,LORENA,2025/Jul,4.7
352720,LORENA,2025/Ago,4.7
352720,LORENA,2025/Set,4.8
352720,LORENA,2025/Out,5.2
352720,LORENA,2025/Nov,5.1
352720,LORENA,2025/Dez,4.7
352720,LORENA,2026/Jan,5.0
352720,LORENA,2026/Fev,4.9
352720,LORENA,2026/Mar,5.0
352720,LORENA,2026/Abr,5.3
352720,LORENA,2026/Mai,4.8
352720,LORENA,2026/Jun,4.7
352730,LOUVEIRA,2025/Jul,2.9
352730,LOUVEIRA,2025/Ago,2.1
352730,LOUVEIRA,2025/Set,2.6
352730,LOUVEIRA,2025/Out,2.3
352730,LOUVEIRA,2025/Nov,2.5
352730,LOUVEIRA,2025/Dez,2.3
352730,LOUVEIRA,2026/Jan,2.4
352730,LOUVEIRA,2026/Fev,2.2
352730,LOUVEIRA,2026/Mar,2.4
352730,LOUVEIRA,2026/Abr,3.0
352730,LOUVEIRA,2026/Mai,2.7
352730,LOUVEIRA,2026/Jun,2.7
352740,LUCELIA,2025/Jul,4.7
352740,LUCELIA,2025/Ago,5.1
352740,LUCELIA,2025/Set,4.5
352740,LUCELIA,2025/Out,4.9
352740,LUCELIA,2025/Nov,3.9
352740,LUCELIA,2025/Dez,3.5
352740,LUCELIA,2026/Jan,3.8
352740,LUCELIA,2026/Fev,3.1
352740,LUCELIA,2026/Mar,5.3
352740,LUCELIA,2026/Abr,4.9
352740,LUCELIA,2026/Mai,4.0
352740,LUCELIA,2026/Jun,5.1
352800,MACATUBA,2025/Jul,2.3
352800,MACATUBA,2025/Ago,3.1
352800,MACATUBA,2025/Set,2.6
352800,MACATUBA,2025/Out,3.8
352800,MACATUBA,2025/Nov,2.1
352800,MACATUBA,2025/Dez,2.5
352800,MACATUBA,2026/Jan,1.6
352800,MACATUBA,2026/Fev,3.1
352800,MACATUBA,2026/Mar,2.7
352800,MACATUBA,2026/Abr,2.8
352800,MACATUBA,2026/Mai,3.2
352800,MACATUBA,2026/Jun,3.3
352810,MACAUBAL,2025/Jul,3.0
352810,MACAUBAL,2025/Ago,3.9
352810,MACAUBAL,2025/Set,3.2
352810,MACAUBAL,2025/Out,2.8
352810,MACAUBAL,2025/Nov,2.2
352810,MACAUBAL,2025/Dez,2.3
352810,MACAUBAL,2026/Jan,1.8
352810,MACAUBAL,2026/Fev,1.8
352810,MACAUBAL,2026/Mar,3.8
352810,MACAUBAL,2026/Abr,1.6
352810,MACAUBAL,2026/Mai,2.1
352810,MACAUBAL,2026/Jun,1.9
352850,MAIRIPORA,2025/Jul,3.0
352850,MAIRIPORA,2025/Ago,2.9
352850,MAIRIPORA,2025/Set,2.9
352850,MAIRIPORA,2025/Out,2.8
352850,MAIRIPORA,2025/Nov,3.5
352850,MAIRIPORA,2025/Dez,2.8
352850,MAIRIPORA,2026/Jan,2.7
352850,MAIRIPORA,2026/Fev,2.5
352850,MAIRIPORA,2026/Mar,2.7
352850,MAIRIPORA,2026/Abr,3.3
352850,MAIRIPORA,2026/Mai,3.3
352850,MAIRIPORA,2026/Jun,3.4
352880,MARACAI,2025/Jul,3.1
352880,MARACAI,2025/Ago,4.0
352880,MARACAI,2025/Set,3.2
352880,MARACAI,2025/Out,3.0
352880,MARACAI,2025/Nov,2.4
352880,MARACAI,2025/Dez,2.9
352880,MARACAI,2026/Jan,3.4
352880,MARACAI,2026/Fev,3.7
352880,MARACAI,2026/Mar,2.3
352880,MARACAI,2026/Abr,3.2
352880,MARACAI,2026/Mai,2.3
352880,MARACAI,2026/Jun,3.0
352900,MARILIA,2025/Jul,5.7
352900,MARILIA,2025/Ago,5.6
352900,MARILIA,2025/Set,5.4
352900,MARILIA,2025/Out,5.2
352900,MARILIA,2025/Nov,5.7
352900,MARILIA,2025/Dez,6.0
352900,MARILIA,2026/Jan,5.5
352900,MARILIA,2026/Fev,5.5
352900,MARILIA,2026/Mar,5.6
352900,MARILIA,2026/Abr,5.6
352900,MARILIA,2026/Mai,5.9
352900,MARILIA,2026/Jun,5.9
352920,MARTINOPOLIS,2025/Jul,2.3
352920,MARTINOPOLIS,2025/Ago,2.4
352920,MARTINOPOLIS,2025/Set,1.8
352920,MARTINOPOLIS,2025/Out,2.0
352920,MARTINOPOLIS,2025/Nov,1.4
352920,MARTINOPOLIS,2025/Dez,2.1
352920,MARTINOPOLIS,2026/Jan,1.6
352920,MARTINOPOLIS,2026/Fev,1.9
352920,MARTINOPOLIS,2026/Mar,1.8
352920,MARTINOPOLIS,2026/Abr,2.0
352920,MARTINOPOLIS,2026/Mai,1.7
352920,MARTINOPOLIS,2026/Jun,2.0
352930,MATAO,2025/Jul,3.8
352930,MATAO,2025/Ago,4.4
352930,MATAO,2025/Set,4.2
352930,MATAO,2025/Out,4.7
352930,MATAO,2025/Nov,4.1
352930,MATAO,2025/Dez,4.6
352930,MATAO,2026/Jan,4.7
352930,MATAO,2026/Fev,4.2
352930,MATAO,2026/Mar,4.5
352930,MATAO,2026/Abr,4.2
352930,MATAO,2026/Mai,4.0
352930,MATAO,2026/Jun,4.1
352940,MAUA,2025/Jul,5.6
352940,MAUA,2025/Ago,5.2
352940,MAUA,2025/Set,5.0
352940,MAUA,2025/Out,5.1
352940,MAUA,2025/Nov,5.1
352940,MAUA,2025/Dez,5.0
352940,MAUA,2026/Jan,5.3
352940,MAUA,2026/Fev,4.7
352940,MAUA,2026/Mar,4.6
352940,MAUA,2026/Abr,4.9
352940,MAUA,2026/Mai,5.2
352940,MAUA,2026/Jun,4.9
352970,MIGUELOPOLIS,2025/Jul,3.3
352970,MIGUELOPOLIS,2025/Ago,3.9
352970,MIGUELOPOLIS,2025/Set,2.9
352970,MIGUELOPOLIS,2025/Out,3.0
352970,MIGUELOPOLIS,2025/Nov,2.5
352970,MIGUELOPOLIS,2025/Dez,3.0
352970,MIGUELOPOLIS,2026/Jan,4.2
352970,MIGUELOPOLIS,2026/Fev,3.5
352970,MIGUELOPOLIS,2026/Mar,3.4
352970,MIGUELOPOLIS,2026/Abr,2.4
352970,MIGUELOPOLIS,2026/Mai,3.2
352970,MIGUELOPOLIS,2026/Jun,3.0
353010,MIRANDOPOLIS,2025/Jul,4.1
353010,MIRANDOPOLIS,2025/Ago,4.5
353010,MIRANDOPOLIS,2025/Set,4.3
353010,MIRANDOPOLIS,2025/Out,4.4
353010,MIRANDOPOLIS,2025/Nov,3.8
353010,MIRANDOPOLIS,2025/Dez,5.2
353010,MIRANDOPOLIS,2026/Jan,4.6
353010,MIRANDOPOLIS,2026/Fev,4.5
353010,MIRANDOPOLIS,2026/Mar,4.3
353010,MIRANDOPOLIS,2026/Abr,4.3
353010,MIRANDOPOLIS,2026/Mai,4.5
353010,MIRANDOPOLIS,2026/Jun,4.0
353030,MIRASSOL,2025/Jul,2.3
353030,MIRASSOL,2025/Ago,2.3
353030,MIRASSOL,2025/Set,1.9
353030,MIRASSOL,2025/Out,2.5
353050,MOCOCA,2025/Jul,3.7
353050,MOCOCA,2025/Ago,3.3
353050,MOCOCA,2025/Set,3.6
353050,MOCOCA,2025/Out,2.8
353050,MOCOCA,2025/Nov,3.0
353050,MOCOCA,2025/Dez,3.2
353050,MOCOCA,2026/Jan,3.1
353050,MOCOCA,2026/Fev,3.3
353050,MOCOCA,2026/Mar,3.5
353050,MOCOCA,2026/Abr,3.0
353050,MOCOCA,2026/Mai,3.9
353050,MOCOCA,2026/Jun,4.0
353060,MOGI DAS CRUZES,2025/Jul,5.2
353060,MOGI DAS CRUZES,2025/Ago,5.2
353060,MOGI DAS CRUZES,2025/Set,5.1
353060,MOGI DAS CRUZES,2025/Out,5.0
353060,MOGI DAS CRUZES,2025/Nov,5.0
353060,MOGI DAS CRUZES,2025/Dez,5.5
353060,MOGI DAS CRUZES,2026/Jan,5.3
353060,MOGI DAS CRUZES,2026/Fev,5.2
353060,MOGI DAS CRUZES,2026/Mar,5.1
353060,MOGI DAS CRUZES,2026/Abr,5.1
353060,MOGI DAS CRUZES,2026/Mai,4.9
353060,MOGI DAS CRUZES,2026/Jun,5.0
353070,MOGI GUACU,2025/Jul,4.5
353070,MOGI GUACU,2025/Ago,4.5
353070,MOGI GUACU,2025/Set,5.1
353070,MOGI GUACU,2025/Out,4.8
353070,MOGI GUACU,2025/Nov,5.1
353070,MOGI GUACU,2025/Dez,4.7
353070,MOGI GUACU,2026/Jan,4.7
353070,MOGI GUACU,2026/Fev,4.5
353070,MOGI GUACU,2026/Mar,5.1
353070,MOGI GUACU,2026/Abr,4.8
353070,MOGI GUACU,2026/Mai,5.2
353070,MOGI GUACU,2026/Jun,4.6
353080,MOGI MIRIM,2025/Jul,6.6
353080,MOGI MIRIM,2025/Ago,7.0
353080,MOGI MIRIM,2025/Set,8.4
353080,MOGI MIRIM,2025/Out,6.8
353080,MOGI MIRIM,2025/Nov,6.9
353080,MOGI MIRIM,2025/Dez,7.5
353080,MOGI MIRIM,2026/Jan,6.7
353080,MOGI MIRIM,2026/Fev,6.3
353080,MOGI MIRIM,2026/Mar,6.6
353080,MOGI MIRIM,2026/Abr,5.5
353080,MOGI MIRIM,2026/Mai,6.3
353080,MOGI MIRIM,2026/Jun,7.2
353110,MONGAGUA,2025/Jul,4.2
353110,MONGAGUA,2025/Ago,4.7
353110,MONGAGUA,2025/Set,4.8
353110,MONGAGUA,2025/Out,3.9
353110,MONGAGUA,2025/Nov,3.3
353110,MONGAGUA,2025/Dez,3.7
353110,MONGAGUA,2026/Jan,4.3
353110,MONGAGUA,2026/Fev,4.7
353110,MONGAGUA,2026/Mar,4.6
353110,MONGAGUA,2026/Abr,3.7
353110,MONGAGUA,2026/Mai,4.1
353110,MONGAGUA,2026/Jun,3.7
353130,MONTE ALTO,2025/Jul,4.4
353130,MONTE ALTO,2025/Ago,4.4
353130,MONTE ALTO,2025/Set,5.0
353130,MONTE ALTO,2025/Out,4.8
353130,MONTE ALTO,2025/Nov,4.3
353130,MONTE ALTO,2025/Dez,3.9
353130,MONTE ALTO,2026/Jan,4.0
353130,MONTE ALTO,2026/Fev,4.6
353130,MONTE ALTO,2026/Mar,4.5
353130,MONTE ALTO,2026/Abr,4.7
353130,MONTE ALTO,2026/Mai,4.3
353130,MONTE ALTO,2026/Jun,4.6
353140,MONTE APRAZIVEL,2025/Jul,2.1
353140,MONTE APRAZIVEL,2025/Ago,2.0
353140,MONTE APRAZIVEL,2025/Set,2.1
353140,MONTE APRAZIVEL,2025/Out,2.1
353140,MONTE APRAZIVEL,2025/Nov,2.1
353140,MONTE APRAZIVEL,2025/Dez,2.2
353140,MONTE APRAZIVEL,2026/Jan,2.1
353140,MONTE APRAZIVEL,2026/Fev,1.9
353140,MONTE APRAZIVEL,2026/Mar,1.7
353140,MONTE APRAZIVEL,2026/Abr,2.0
353140,MONTE APRAZIVEL,2026/Mai,2.0
353140,MONTE APRAZIVEL,2026/Jun,2.0
353150,MONTE AZUL PAULISTA,2025/Jul,1.7
353150,MONTE AZUL PAULISTA,2025/Ago,2.1
353150,MONTE AZUL PAULISTA,2025/Set,2.0
353150,MONTE AZUL PAULISTA,2025/Out,2.0
353150,MONTE AZUL PAULISTA,2025/Nov,2.0
353150,MONTE AZUL PAULISTA,2025/Dez,1.9
353150,MONTE AZUL PAULISTA,2026/Jan,1.9
353150,MONTE AZUL PAULISTA,2026/Fev,1.6
353150,MONTE AZUL PAULISTA,2026/Mar,1.9
353150,MONTE AZUL PAULISTA,2026/Abr,1.9
353150,MONTE AZUL PAULISTA,2026/Mai,1.7
353150,MONTE AZUL PAULISTA,2026/Jun,1.6
353180,MONTE MOR,2025/Jul,3.4
353180,MONTE MOR,2025/Ago,2.9
353180,MONTE MOR,2025/Set,3.7
353180,MONTE MOR,2025/Out,3.8
353180,MONTE MOR,2025/Nov,3.3
353180,MONTE MOR,2025/Dez,3.6
353180,MONTE MOR,2026/Jan,3.5
353180,MONTE MOR,2026/Fev,3.4
353180,MONTE MOR,2026/Mar,3.1
353180,MONTE MOR,2026/Abr,3.4
353180,MONTE MOR,2026/Mai,2.8
353180,MONTE MOR,2026/Jun,3.7
353190,MORRO AGUDO,2025/Jul,2.4
353190,MORRO AGUDO,2025/Ago,3.4
353190,MORRO AGUDO,2025/Set,2.5
353190,MORRO AGUDO,2025/Out,3.1
353190,MORRO AGUDO,2025/Nov,2.8
353190,MORRO AGUDO,2025/Dez,2.4
353190,MORRO AGUDO,2026/Jan,2.6
353190,MORRO AGUDO,2026/Fev,2.6
353190,MORRO AGUDO,2026/Mar,2.8
353190,MORRO AGUDO,2026/Abr,3.0
353190,MORRO AGUDO,2026/Mai,2.8
353190,MORRO AGUDO,2026/Jun,3.4
353200,MORUNGABA,2025/Jul,2.3
353200,MORUNGABA,2025/Ago,2.9
353200,MORUNGABA,2025/Set,3.3
353200,MORUNGABA,2025/Out,3.4
353200,MORUNGABA,2025/Nov,3.1
353200,MORUNGABA,2025/Dez,2.8
353200,MORUNGABA,2026/Jan,2.1
353200,MORUNGABA,2026/Fev,2.4
353200,MORUNGABA,2026/Mar,3.1
353200,MORUNGABA,2026/Abr,2.1
353200,MORUNGABA,2026/Mai,3.6
353200,MORUNGABA,2026/Jun,2.7
353240,NAZARE PAULISTA,2025/Jul,5.1
353240,NAZARE PAULISTA,2025/Ago,4.9
353240,NAZARE PAULISTA,2025/Set,6.9
353240,NAZARE PAULISTA,2025/Out,4.8
353240,NAZARE PAULISTA,2025/Nov,2.7
353240,NAZARE PAULISTA,2025/Dez,4.4
353240,NAZARE PAULISTA,2026/Jan,3.9
353240,NAZARE PAULISTA,2026/Fev,6.1
353240,NAZARE PAULISTA,2026/Mar,5.8
353250,NEVES PAULISTA,2025/Jul,6.0
353250,NEVES PAULISTA,2025/Ago,3.4
353250,NEVES PAULISTA,2025/Set,1.8
353250,NEVES PAULISTA,2025/Out,3.3
353250,NEVES PAULISTA,2025/Nov,2.2
353250,NEVES PAULISTA,2025/Dez,4.0
353250,NEVES PAULISTA,2026/Jan,5.5
353250,NEVES PAULISTA,2026/Fev,2.8
353250,NEVES PAULISTA,2026/Mar,3.3
353250,NEVES PAULISTA,2026/Abr,5.0
353250,NEVES PAULISTA,2026/Mai,7.0
353250,NEVES PAULISTA,2026/Jun,3.0
353260,NHANDEARA,2025/Jul,3.9
353260,NHANDEARA,2025/Ago,3.6
353260,NHANDEARA,2025/Set,3.8
353260,NHANDEARA,2025/Out,3.7
353260,NHANDEARA,2025/Nov,3.7
353260,NHANDEARA,2025/Dez,3.7
353260,NHANDEARA,2026/Jan,3.7
353260,NHANDEARA,2026/Fev,3.4
353260,NHANDEARA,2026/Mar,3.9
353260,NHANDEARA,2026/Abr,3.9
353260,NHANDEARA,2026/Mai,3.1
353260,NHANDEARA,2026/Jun,3.7
353290,NOVA EUROPA,2025/Jul,4.3
353290,NOVA EUROPA,2025/Ago,3.5
353290,NOVA EUROPA,2025/Set,3.7
353290,NOVA EUROPA,2025/Out,3.8
353290,NOVA EUROPA,2025/Nov,4.3
353290,NOVA EUROPA,2025/Dez,3.4
353290,NOVA EUROPA,2026/Jan,4.0
353290,NOVA EUROPA,2026/Fev,4.2
353290,NOVA EUROPA,2026/Mar,4.4
353290,NOVA EUROPA,2026/Abr,3.9
353290,NOVA EUROPA,2026/Mai,3.6
353290,NOVA EUROPA,2026/Jun,3.9
353300,NOVA GRANADA,2025/Jul,2.7
353300,NOVA GRANADA,2025/Ago,2.7
353300,NOVA GRANADA,2025/Set,3.3
353300,NOVA GRANADA,2025/Out,2.8
353300,NOVA GRANADA,2025/Nov,2.8
353300,NOVA GRANADA,2025/Dez,2.5
353300,NOVA GRANADA,2026/Jan,3.0
353300,NOVA GRANADA,2026/Fev,3.0
353300,NOVA GRANADA,2026/Mar,2.9
353300,NOVA GRANADA,2026/Abr,3.1
353300,NOVA GRANADA,2026/Mai,3.0
353300,NOVA GRANADA,2026/Jun,3.5
353340,NOVA ODESSA,2025/Jul,4.1
353340,NOVA ODESSA,2025/Ago,5.9
353340,NOVA ODESSA,2025/Set,6.0
353340,NOVA ODESSA,2025/Out,4.9
353340,NOVA ODESSA,2025/Nov,5.9
353340,NOVA ODESSA,2025/Dez,4.1
353340,NOVA ODESSA,2026/Jan,6.5
353340,NOVA ODESSA,2026/Fev,4.7
353340,NOVA ODESSA,2026/Mar,4.7
353340,NOVA ODESSA,2026/Abr,5.1
353340,NOVA ODESSA,2026/Mai,4.8
353340,NOVA ODESSA,2026/Jun,4.6
353350,NOVO HORIZONTE,2025/Jul,3.5
353350,NOVO HORIZONTE,2025/Ago,3.5
353350,NOVO HORIZONTE,2025/Set,3.4
353350,NOVO HORIZONTE,2025/Out,2.6
353350,NOVO HORIZONTE,2025/Nov,2.9
353350,NOVO HORIZONTE,2025/Dez,3.5
353350,NOVO HORIZONTE,2026/Jan,2.9
353350,NOVO HORIZONTE,2026/Fev,3.0
353350,NOVO HORIZONTE,2026/Mar,2.9
353350,NOVO HORIZONTE,2026/Abr,2.7
353350,NOVO HORIZONTE,2026/Mai,3.3
353350,NOVO HORIZONTE,2026/Jun,3.4
353390,OLIMPIA,2025/Jul,4.5
353390,OLIMPIA,2025/Ago,4.5
353390,OLIMPIA,2025/Set,4.9
353390,OLIMPIA,2025/Out,4.4
353390,OLIMPIA,2025/Nov,4.4
353390,OLIMPIA,2025/Dez,4.6
353390,OLIMPIA,2026/Jan,4.4
353390,OLIMPIA,2026/Fev,4.0
353390,OLIMPIA,2026/Mar,4.2
353390,OLIMPIA,2026/Abr,4.3
353390,OLIMPIA,2026/Mai,3.7
353390,OLIMPIA,2026/Jun,4.2
353430,ORLANDIA,2025/Jul,1.6
353430,ORLANDIA,2025/Ago,1.7
353430,ORLANDIA,2025/Set,1.5
353430,ORLANDIA,2025/Out,1.4
353430,ORLANDIA,2025/Nov,1.6
353430,ORLANDIA,2025/Dez,1.6
353430,ORLANDIA,2026/Jan,1.5
353430,ORLANDIA,2026/Fev,1.5
353430,ORLANDIA,2026/Mar,1.8
353430,ORLANDIA,2026/Abr,1.5
353430,ORLANDIA,2026/Mai,1.6
353430,ORLANDIA,2026/Jun,1.5
353440,OSASCO,2025/Jul,5.8
353440,OSASCO,2025/Ago,5.6
353440,OSASCO,2025/Set,5.5
353440,OSASCO,2025/Out,5.5
353440,OSASCO,2025/Nov,5.9
353440,OSASCO,2025/Dez,5.5
353440,OSASCO,2026/Jan,6.0
353440,OSASCO,2026/Fev,5.6
353440,OSASCO,2026/Mar,5.2
353440,OSASCO,2026/Abr,5.9
353440,OSASCO,2026/Mai,5.6
353440,OSASCO,2026/Jun,6.1
353460,OSVALDO CRUZ,2025/Jul,3.7
353460,OSVALDO CRUZ,2025/Ago,2.8
353460,OSVALDO CRUZ,2025/Set,3.6
353460,OSVALDO CRUZ,2025/Out,3.2
353460,OSVALDO CRUZ,2025/Nov,3.0
353460,OSVALDO CRUZ,2025/Dez,3.2
353460,OSVALDO CRUZ,2026/Jan,3.2
353460,OSVALDO CRUZ,2026/Fev,3.2
353460,OSVALDO CRUZ,2026/Mar,4.0
353460,OSVALDO CRUZ,2026/Abr,3.5
353460,OSVALDO CRUZ,2026/Mai,3.1
353460,OSVALDO CRUZ,2026/Jun,3.5
353470,OURINHOS,2025/Jul,3.9
353470,OURINHOS,2025/Ago,4.1
353470,OURINHOS,2025/Set,3.9
353470,OURINHOS,2025/Out,4.4
353470,OURINHOS,2025/Nov,3.8
353470,OURINHOS,2025/Dez,3.8
353470,OURINHOS,2026/Jan,4.1
353470,OURINHOS,2026/Fev,4.2
353470,OURINHOS,2026/Mar,4.3
353470,OURINHOS,2026/Abr,4.2
353470,OURINHOS,2026/Mai,4.0
353470,OURINHOS,2026/Jun,4.3
353475,OUROESTE,2025/Jul,3.3
353475,OUROESTE,2025/Ago,3.0
353475,OUROESTE,2025/Set,2.2
353475,OUROESTE,2025/Out,3.8
353475,OUROESTE,2025/Nov,3.4
353475,OUROESTE,2025/Dez,3.2
353475,OUROESTE,2026/Jan,3.2
353475,OUROESTE,2026/Fev,3.0
353475,OUROESTE,2026/Mar,4.0
353475,OUROESTE,2026/Abr,3.9
353475,OUROESTE,2026/Mai,3.6
353475,OUROESTE,2026/Jun,3.9
353520,PALMEIRA D'OESTE,2025/Jul,3.2
353520,PALMEIRA D'OESTE,2025/Ago,2.7
353520,PALMEIRA D'OESTE,2025/Set,3.0
353520,PALMEIRA D'OESTE,2025/Out,2.9
353520,PALMEIRA D'OESTE,2025/Nov,2.8
353520,PALMEIRA D'OESTE,2025/Dez,3.0
353520,PALMEIRA D'OESTE,2026/Jan,2.7
353520,PALMEIRA D'OESTE,2026/Fev,2.9
353520,PALMEIRA D'OESTE,2026/Mar,2.6
353520,PALMEIRA D'OESTE,2026/Abr,2.7
353520,PALMEIRA D'OESTE,2026/Mai,3.6
353520,PALMEIRA D'OESTE,2026/Jun,3.1
353530,PALMITAL,2025/Jul,2.2
353530,PALMITAL,2025/Ago,2.2
353530,PALMITAL,2025/Set,2.1
353530,PALMITAL,2025/Out,2.0
353530,PALMITAL,2025/Nov,2.1
353530,PALMITAL,2025/Dez,2.0
353530,PALMITAL,2026/Jan,2.0
353530,PALMITAL,2026/Fev,2.1
353530,PALMITAL,2026/Mar,1.7
353530,PALMITAL,2026/Abr,1.8
353530,PALMITAL,2026/Mai,1.9
353530,PALMITAL,2026/Jun,2.0
353550,PARAGUACU PAULISTA,2025/Jul,3.3
353550,PARAGUACU PAULISTA,2025/Ago,3.7
353550,PARAGUACU PAULISTA,2025/Set,3.1
353550,PARAGUACU PAULISTA,2025/Out,1.8
353550,PARAGUACU PAULISTA,2025/Nov,3.4
353550,PARAGUACU PAULISTA,2025/Dez,3.3
353550,PARAGUACU PAULISTA,2026/Jan,2.2
353550,PARAGUACU PAULISTA,2026/Fev,3.8
353550,PARAGUACU PAULISTA,2026/Mar,2.3
353550,PARAGUACU PAULISTA,2026/Abr,3.6
353550,PARAGUACU PAULISTA,2026/Mai,4.0
353550,PARAGUACU PAULISTA,2026/Jun,2.3
353580,PARANAPANEMA,2025/Jul,3.4
353580,PARANAPANEMA,2025/Ago,2.7
353580,PARANAPANEMA,2025/Set,2.6
353580,PARANAPANEMA,2025/Out,3.4
353580,PARANAPANEMA,2025/Nov,3.6
353580,PARANAPANEMA,2025/Dez,2.8
353580,PARANAPANEMA,2026/Jan,2.6
353580,PARANAPANEMA,2026/Fev,3.5
353580,PARANAPANEMA,2026/Mar,3.1
353580,PARANAPANEMA,2026/Abr,1.9
353580,PARANAPANEMA,2026/Mai,2.5
353580,PARANAPANEMA,2026/Jun,3.2
353600,PARAPUA,2025/Out,5.2
353600,PARAPUA,2025/Nov,5.1
353600,PARAPUA,2025/Dez,3.6
353600,PARAPUA,2026/Jan,4.4
353600,PARAPUA,2026/Fev,3.9
353620,PARIQUERA-ACU,2025/Jul,4.0
353620,PARIQUERA-ACU,2025/Ago,4.2
353620,PARIQUERA-ACU,2025/Set,4.4
353620,PARIQUERA-ACU,2025/Out,4.2
353620,PARIQUERA-ACU,2025/Nov,4.2
353620,PARIQUERA-ACU,2025/Dez,4.1
353620,PARIQUERA-ACU,2026/Jan,4.2
353620,PARIQUERA-ACU,2026/Fev,4.2
353620,PARIQUERA-ACU,2026/Mar,4.3
353620,PARIQUERA-ACU,2026/Abr,4.3
353620,PARIQUERA-ACU,2026/Mai,4.1
353620,PARIQUERA-ACU,2026/Jun,4.6
353630,PATROCINIO PAULISTA,2025/Jul,4.2
353630,PATROCINIO PAULISTA,2025/Ago,4.0
353630,PATROCINIO PAULISTA,2025/Set,3.6
353630,PATROCINIO PAULISTA,2025/Out,3.3
353630,PATROCINIO PAULISTA,2025/Nov,2.2
353630,PATROCINIO PAULISTA,2025/Dez,2.9
353630,PATROCINIO PAULISTA,2026/Jan,3.0
353630,PATROCINIO PAULISTA,2026/Fev,2.9
353630,PATROCINIO PAULISTA,2026/Mar,3.4
353630,PATROCINIO PAULISTA,2026/Abr,2.8
353630,PATROCINIO PAULISTA,2026/Mai,3.0
353630,PATROCINIO PAULISTA,2026/Jun,2.4
353650,PAULINIA,2025/Jul,3.4
353650,PAULINIA,2025/Ago,3.9
353650,PAULINIA,2025/Set,4.8
353650,PAULINIA,2025/Out,3.5
353650,PAULINIA,2025/Nov,3.5
353650,PAULINIA,2025/Dez,3.6
353650,PAULINIA,2026/Jan,3.3
353650,PAULINIA,2026/Fev,4.1
353650,PAULINIA,2026/Mar,3.7
353660,PAULO DE FARIA,2025/Jul,3.9
353660,PAULO DE FARIA,2025/Ago,3.7
353660,PAULO DE FARIA,2025/Set,6.4
353660,PAULO DE FARIA,2025/Out,4.8
353660,PAULO DE FARIA,2025/Nov,2.9
353660,PAULO DE FARIA,2025/Dez,3.8
353660,PAULO DE FARIA,2026/Jan,5.0
353660,PAULO DE FARIA,2026/Fev,2.4
353660,PAULO DE FARIA,2026/Mar,2.7
353660,PAULO DE FARIA,2026/Abr,5.1
353660,PAULO DE FARIA,2026/Mai,3.5
353660,PAULO DE FARIA,2026/Jun,3.9
353670,PEDERNEIRAS,2025/Jul,5.2
353670,PEDERNEIRAS,2025/Ago,3.8
353670,PEDERNEIRAS,2025/Set,4.4
353670,PEDERNEIRAS,2025/Out,5.5
353670,PEDERNEIRAS,2025/Nov,4.3
353670,PEDERNEIRAS,2025/Dez,3.1
353670,PEDERNEIRAS,2026/Jan,3.5
353670,PEDERNEIRAS,2026/Fev,4.9
353670,PEDERNEIRAS,2026/Mar,3.9
353670,PEDERNEIRAS,2026/Abr,3.7
353670,PEDERNEIRAS,2026/Mai,3.9
