codigo,municipio,periodo,media_permanencia
350950,CAMPINAS,2025/Jul,5.6
350950,CAMPINAS,2025/Ago,5.5
350950,CAMPINAS,2025/Set,5.4
350950,CAMPINAS,2025/Out,5.5
350950,CAMPINAS,2025/Nov,5.7
350950,CAMPINAS,2025/Dez,5.7
350950,CAMPINAS,2026/Jan,6.0
350950,CAMPINAS,2026/Fev,5.8
350950,CAMPINAS,2026/Mar,5.8
350950,CAMPINAS,2026/Abr,5.6
350950,CAMPINAS,2026/Mai,5.5
350950,CAMPINAS,2026/Jun,5.8
350960,CAMPO LIMPO PAULISTA,2025/Jul,3.4
350960,CAMPO LIMPO PAULISTA,2025/Ago,3.5
350960,CAMPO LIMPO PAULISTA,2025/Set,3.0
350960,CAMPO LIMPO PAULISTA,2025/Out,3.0
350960,CAMPO LIMPO PAULISTA,2025/Nov,3.3
350960,CAMPO LIMPO PAULISTA,2025/Dez,3.9
350960,CAMPO LIMPO PAULISTA,2026/Jan,3.2
350960,CAMPO LIMPO PAULISTA,2026/Fev,3.5
350960,CAMPO LIMPO PAULISTA,2026/Mar,3.4
350960,CAMPO LIMPO PAULISTA,2026/Abr,3.8
350960,CAMPO LIMPO PAULISTA,2026/Mai,4.2
350960,CAMPO LIMPO PAULISTA,2026/Jun,3.7
350970,CAMPOS DO JORDAO,2025/Jul,19.8
350970,CAMPOS DO JORDAO,2025/Ago,19.8
350970,CAMPOS DO JORDAO,2025/Set,21.7
350970,CAMPOS DO JORDAO,2025/Out,20.6
350970,CAMPOS DO JORDAO,2025/Nov,20.1
350970,CAMPOS DO JORDAO,2025/Dez,21.6
350970,CAMPOS DO JORDAO,2026/Jan,21.6
350970,CAMPOS DO JORDAO,2026/Fev,19.6
350970,CAMPOS DO JORDAO,2026/Mar,17.9
350970,CAMPOS DO JORDAO,2026/Abr,17.0
350970,CAMPOS DO JORDAO,2026/Mai,18.1
350970,CAMPOS DO JORDAO,2026/Jun,19.7
351000,CANDIDO MOTA,2025/Jul,2.5
351000,CANDIDO MOTA,2025/Ago,2.6
351000,CANDIDO MOTA,2025/Set,2.4
351000,CANDIDO MOTA,2025/Out,2.6
351000,CANDIDO MOTA,2025/Nov,3.0
351000,CANDIDO MOTA,2025/Dez,2.8
351000,CANDIDO MOTA,2026/Jan,2.7
351000,CANDIDO MOTA,2026/Fev,2.9
351000,CANDIDO MOTA,2026/Mar,2.8
351000,CANDIDO MOTA,2026/Abr,2.5
351000,CANDIDO MOTA,2026/Mai,3.2
351000,CANDIDO MOTA,2026/Jun,2.9
351020,CAPAO BONITO,2025/Jul,3.5
351020,CAPAO BONITO,2025/Ago,3.7
351020,CAPAO BONITO,2025/Set,3.0
351020,CAPAO BONITO,2025/Out,3.2
351020,CAPAO BONITO,2025/Nov,3.7
351020,CAPAO BONITO,2025/Dez,3.5
351020,CAPAO BONITO,2026/Jan,3.8
351020,CAPAO BONITO,2026/Fev,3.7
351020,CAPAO BONITO,2026/Mar,3.3
351020,CAPAO BONITO,2026/Abr,3.3
351020,CAPAO BONITO,2026/Mai,2.8
351020,CAPAO BONITO,2026/Jun,3.0
351040,CAPIVARI,2025/Jul,3.5
351040,CAPIVARI,2025/Ago,3.5
351040,CAPIVARI,2025/Set,3.5
351040,CAPIVARI,2025/Out,3.1
351040,CAPIVARI,2025/Nov,4.2
351040,CAPIVARI,2025/Dez,4.0
351040,CAPIVARI,2026/Jan,3.8
351040,CAPIVARI,2026/Fev,3.0
351040,CAPIVARI,2026/Mar,3.5
351040,CAPIVARI,2026/Abr,3.8
351040,CAPIVARI,2026/Mai,3.7
351040,CAPIVARI,2026/Jun,3.2
351050,CARAGUATATUBA,2025/Jul,3.3
351050,CARAGUATATUBA,2025/Ago,3.5
351050,CARAGUATATUBA,2025/Set,2.8
351050,CARAGUATATUBA,2025/Out,3.4
351050,CARAGUATATUBA,2025/Nov,3.4
351050,CARAGUATATUBA,2025/Dez,3.6
351050,CARAGUATATUBA,2026/Jan,3.5
351050,CARAGUATATUBA,2026/Fev,3.1
351050,CARAGUATATUBA,2026/Mar,3.4
351050,CARAGUATATUBA,2026/Abr,3.3
351050,CARAGUATATUBA,2026/Mai,3.2
351050,CARAGUATATUBA,2026/Jun,3.5
351060,CARAPICUIBA,2025/Jul,3.6
351060,CARAPICUIBA,2025/Ago,3.9
351060,CARAPICUIBA,2025/Set,1.9
351060,CARAPICUIBA,2025/Out,4.0
351060,CARAPICUIBA,2025/Nov,3.5
351060,CARAPICUIBA,2025/Dez,3.6
351060,CARAPICUIBA,2026/Jan,3.8
351060,CARAPICUIBA,2026/Fev,3.8
351060,CARAPICUIBA,2026/Mar,3.1
351060,CARAPICUIBA,2026/Abr,3.5
351060,CARAPICUIBA,2026/Mai,3.4
351060,CARAPICUIBA,2026/Jun,3.6
351070,CARDOSO,2025/Jul,3.7
351070,CARDOSO,2025/Ago,3.3
351070,CARDOSO,2025/Set,3.1
351070,CARDOSO,2025/Out,3.6
351070,CARDOSO,2025/Nov,2.9
351070,CARDOSO,2025/Dez,3.7
351070,CARDOSO,2026/Jan,3.5
351070,CARDOSO,2026/Fev,5.3
351070,CARDOSO,2026/Mar,3.7
351070,CARDOSO,2026/Abr,4.5
351070,CARDOSO,2026/Mai,3.4
351070,CARDOSO,2026/Jun,4.1
351080,CASA BRANCA,2025/Jul,12.8
351080,CASA BRANCA,2025/Ago,14.6
351080,CASA BRANCA,2025/Set,14.9
351080,CASA BRANCA,2025/Out,12.1
351080,CASA BRANCA,2025/Nov,13.4
351080,CASA BRANCA,2025/Dez,12.6
351080,CASA BRANCA,2026/Jan,17.3
351080,CASA BRANCA,2026/Fev,12.2
351080,CASA BRANCA,2026/Mar,14.5
351080,CASA BRANCA,2026/Abr,15.8
351080,CASA BRANCA,2026/Mai,11.2
351080,CASA BRANCA,2026/Jun,12.7
351100,CASTILHO,2025/Jul,2.5
351100,CASTILHO,2025/Ago,2.1
351100,CASTILHO,2025/Set,2.6
351100,CASTILHO,2025/Out,2.1
351100,CASTILHO,2025/Nov,2.1
351100,CASTILHO,2025/Dez,2.8
351100,CASTILHO,2026/Jan,2.8
351100,CASTILHO,2026/Fev,3.0
351100,CASTILHO,2026/Mar,2.7
351100,CASTILHO,2026/Abr,3.3
351100,CASTILHO,2026/Mai,5.8
351100,CASTILHO,2026/Jun,5.2
351110,CATANDUVA,2025/Jul,7.5
351110,CATANDUVA,2025/Ago,7.4
351110,CATANDUVA,2025/Set,7.2
351110,CATANDUVA,2025/Out,7.4
351110,CATANDUVA,2025/Nov,7.2
351110,CATANDUVA,2025/Dez,7.5
351110,CATANDUVA,2026/Jan,6.6
351110,CATANDUVA,2026/Fev,7.3
351110,CATANDUVA,2026/Mar,7.1
351110,CATANDUVA,2026/Abr,7.7
351110,CATANDUVA,2026/Mai,7.5
351110,CATANDUVA,2026/Jun,7.4
351140,CERQUEIRA CESAR,2025/Jul,3.0
351140,CERQUEIRA CESAR,2025/Ago,2.7
351140,CERQUEIRA CESAR,2025/Set,2.5
351140,CERQUEIRA CESAR,2025/Out,3.2
351140,CERQUEIRA CESAR,2025/Nov,2.7
351140,CERQUEIRA CESAR,2025/Dez,2.5
351140,CERQUEIRA CESAR,2026/Jan,2.4
351140,CERQUEIRA CESAR,2026/Fev,2.7
351140,CERQUEIRA CESAR,2026/Mar,2.3
351140,CERQUEIRA CESAR,2026/Abr,2.2
351140,CERQUEIRA CESAR,2026/Mai,2.4
351140,CERQUEIRA CESAR,2026/Jun,2.7
351150,CERQUILHO,2025/Jul,5.5
351150,CERQUILHO,2025/Ago,4.3
351150,CERQUILHO,2025/Set,4.5
351150,CERQUILHO,2025/Out,6.0
351150,CERQUILHO,2025/Nov,3.0
351150,CERQUILHO,2025/Dez,3.4
351150,CERQUILHO,2026/Jan,5.5
351150,CERQUILHO,2026/Fev,3.8
351150,CERQUILHO,2026/Mar,3.2
351150,CERQUILHO,2026/Abr,4.4
351150,CERQUILHO,2026/Mai,3.2
351150,CERQUILHO,2026/Jun,3.5
351160,CESARIO LANGE,2025/Jul,2.7
351160,CESARIO LANGE,2025/Ago,3.0
351160,CESARIO LANGE,2025/Set,2.8
351160,CESARIO LANGE,2025/Out,2.2
351160,CESARIO LANGE,2025/Nov,3.0
351160,CESARIO LANGE,2025/Dez,2.3
351160,CESARIO LANGE,2026/Jan,2.8
351160,CESARIO LANGE,2026/Fev,2.6
351160,CESARIO LANGE,2026/Mar,2.8
351160,CESARIO LANGE,2026/Abr,2.4
351160,CESARIO LANGE,2026/Mai,2.3
351160,CESARIO LANGE,2026/Jun,2.3
351170,CHARQUEADA,2025/Jul,4.5
351170,CHARQUEADA,2025/Ago,4.0
351170,CHARQUEADA,2025/Set,4.5
351170,CHARQUEADA,2025/Out,3.3
351170,CHARQUEADA,2025/Nov,9.4
351170,CHARQUEADA,2025/Dez,3.5
351170,CHARQUEADA,2026/Jan,4.1
351170,CHARQUEADA,2026/Fev,4.5
351170,CHARQUEADA,2026/Mar,5.1
351170,CHARQUEADA,2026/Abr,3.7
351170,CHARQUEADA,2026/Mai,4.0
351170,CHARQUEADA,2026/Jun,4.0
351190,CLEMENTINA,2025/Jul,2.8
351190,CLEMENTINA,2025/Ago,3.1
351190,CLEMENTINA,2025/Set,2.7
351190,CLEMENTINA,2025/Out,3.5
351190,CLEMENTINA,2025/Nov,2.5
351190,CLEMENTINA,2025/Dez,4.1
351190,CLEMENTINA,2026/Jan,5.3
351190,CLEMENTINA,2026/Fev,5.0
351190,CLEMENTINA,2026/Mar,6.5
351190,CLEMENTINA,2026/Abr,2.9
351190,CLEMENTINA,2026/Mai,4.3
351190,CLEMENTINA,2026/Jun,4.9
351200,COLINA,2025/Jul,4.2
351200,COLINA,2025/Ago,3.5
351200,COLINA,2025/Set,3.6
351200,COLINA,2025/Out,5.1
351200,COLINA,2025/Nov,4.8
351200,COLINA,2025/Dez,2.9
351200,COLINA,2026/Jan,3.0
351200,COLINA,2026/Fev,3.7
351200,COLINA,2026/Mar,7.1
351200,COLINA,2026/Abr,4.3
351200,COLINA,2026/Mai,4.8
351200,COLINA,2026/Jun,4.4
351210,COLOMBIA,2025/Jul,1.8
351210,COLOMBIA,2025/Ago,3.3
351210,COLOMBIA,2025/Set,1.3
351210,COLOMBIA,2025/Out,1.0
351210,COLOMBIA,2025/Nov,2.2
351210,COLOMBIA,2025/Dez,5.3
351220,CONCHAL,2025/Jul,2.3
351220,CONCHAL,2025/Ago,1.8
351220,CONCHAL,2025/Set,2.4
351220,CONCHAL,2025/Out,1.4
351220,CONCHAL,2025/Nov,1.5
351220,CONCHAL,2025/Dez,2.3
351220,CONCHAL,2026/Jan,1.7
351220,CONCHAL,2026/Fev,2.1
351220,CONCHAL,2026/Mar,2.7
351220,CONCHAL,2026/Abr,2.0
351220,CONCHAL,2026/Mai,2.1
351220,CONCHAL,2026/Jun,1.8
351230,CONCHAS,2025/Jul,5.7
351230,CONCHAS,2025/Ago,5.5
351230,CONCHAS,2025/Set,4.1
351230,CONCHAS,2025/Out,6.2
351230,CONCHAS,2025/Nov,5.0
351230,CONCHAS,2025/Dez,4.5
351230,CONCHAS,2026/Jan,4.4
351230,CONCHAS,2026/Fev,3.4
351230,CONCHAS,2026/Mar,5.0
351230,CONCHAS,2026/Abr,4.8
351230,CONCHAS,2026/Mai,3.8
351230,CONCHAS,2026/Jun,4.6
351280,COSMOPOLIS,2025/Jul,3.5
351280,COSMOPOLIS,2025/Ago,3.5
351280,COSMOPOLIS,2025/Set,5.0
351280,COSMOPOLIS,2025/Out,3.8
351280,COSMOPOLIS,2025/Nov,3.4
351280,COSMOPOLIS,2025/Dez,3.6
351280,COSMOPOLIS,2026/Jan,3.1
351280,COSMOPOLIS,2026/Fev,4.1
351280,COSMOPOLIS,2026/Mar,3.1
351280,COSMOPOLIS,2026/Abr,3.0
351280,COSMOPOLIS,2026/Mai,3.4
351280,COSMOPOLIS,2026/Jun,3.5
351300,COTIA,2025/Jul,3.9
351300,COTIA,2025/Ago,4.1
351300,COTIA,2025/Set,2.6
351300,COTIA,2025/Out,4.7
351300,COTIA,2025/Nov,3.8
351300,COTIA,2025/Dez,4.2
351300,COTIA,2026/Jan,4.0
351300,COTIA,2026/Fev,4.1
351300,COTIA,2026/Mar,3.5
351300,COTIA,2026/Abr,3.9
351300,COTIA,2026/Mai,3.5
351300,COTIA,2026/Jun,4.1
351310,CRAVINHOS,2025/Jul,6.2
351310,CRAVINHOS,2025/Ago,5.0
351310,CRAVINHOS,2025/Set,4.6
351310,CRAVINHOS,2025/Out,6.9
351310,CRAVINHOS,2025/Nov,5.0
351310,CRAVINHOS,2025/Dez,6.2
351310,CRAVINHOS,2026/Jan,6.0
351310,CRAVINHOS,2026/Fev,4.2
351340,CRUZEIRO,2025/Jul,5.6
351340,CRUZEIRO,2025/Ago,5.4
351340,CRUZEIRO,2025/Set,5.8
351340,CRUZEIRO,2025/Out,5.3
351340,CRUZEIRO,2025/Nov,5.6
351340,CRUZEIRO,2025/Dez,5.1
351340,CRUZEIRO,2026/Jan,5.8
351340,CRUZEIRO,2026/Fev,5.1
351340,CRUZEIRO,2026/Mar,4.1
351340,CRUZEIRO,2026/Abr,4.3
351340,CRUZEIRO,2026/Mai,4.1
351340,CRUZEIRO,2026/Jun,4.4
351350,CUBATAO,2025/Jul,6.2
351350,CUBATAO,2025/Ago,6.3
351350,CUBATAO,2025/Set,5.9
351350,CUBATAO,2025/Out,6.3
351350,CUBATAO,2025/Nov,6.5
351350,CUBATAO,2025/Dez,6.3
351350,CUBATAO,2026/Jan,6.7
351350,CUBATAO,2026/Fev,6.5
351350,CUBATAO,2026/Mar,6.4
351350,CUBATAO,2026/Abr,6.5
351350,CUBATAO,2026/Mai,6.2
351350,CUBATAO,2026/Jun,5.9
351360,CUNHA,2025/Jul,2.7
351360,CUNHA,2025/Ago,3.0
351360,CUNHA,2025/Set,3.0
351360,CUNHA,2025/Out,2.7
351360,CUNHA,2025/Nov,2.9
351360,CUNHA,2025/Dez,2.8
351360,CUNHA,2026/Jan,2.9
351360,CUNHA,2026/Fev,2.8
351360,CUNHA,2026/Mar,2.6
351360,CUNHA,2026/Abr,2.9
351360,CUNHA,2026/Mai,2.7
351360,CUNHA,2026/Jun,3.0
351370,DESCALVADO,2025/Jul,2.9
351370,DESCALVADO,2025/Ago,2.4
351370,DESCALVADO,2025/Set,2.0
351370,DESCALVADO,2025/Out,2.4
351370,DESCALVADO,2025/Nov,1.7
351370,DESCALVADO,2025/Dez,2.4
351370,DESCALVADO,2026/Jan,2.5
351370,DESCALVADO,2026/Fev,2.2
351370,DESCALVADO,2026/Mar,2.9
351370,DESCALVADO,2026/Abr,2.0
351370,DESCALVADO,2026/Mai,2.1
351370,DESCALVADO,2026/Jun,2.5
351380,DIADEMA,2025/Jul,5.6
351380,DIADEMA,2025/Ago,5.3
351380,DIADEMA,2025/Set,5.6
351380,DIADEMA,2025/Out,5.9
351380,DIADEMA,2025/Nov,5.0
351380,DIADEMA,2025/Dez,5.8
351380,DIADEMA,2026/Jan,4.7
351380,DIADEMA,2026/Fev,4.4
351380,DIADEMA,2026/Mar,4.5
351380,DIADEMA,2026/Abr,5.0
351380,DIADEMA,2026/Mai,4.6
351380,DIADEMA,2026/Jun,5.7
351390,DIVINOLANDIA,2025/Jul,9.1
351390,DIVINOLANDIA,2025/Ago,9.7
351390,DIVINOLANDIA,2025/Set,10.7
351390,DIVINOLANDIA,2025/Out,9.7
351390,DIVINOLANDIA,2025/Nov,10.6
351390,DIVINOLANDIA,2025/Dez,15.6
351390,DIVINOLANDIA,2026/Jan,11.4
351390,DIVINOLANDIA,2026/Fev,11.1
351390,DIVINOLANDIA,2026/Mar,10.5
351390,DIVINOLANDIA,2026/Abr,8.7
351390,DIVINOLANDIA,2026/Mai,10.1
351390,DIVINOLANDIA,2026/Jun,11.1
351410,DOIS CORREGOS,2025/Jul,4.4
351410,DOIS CORREGOS,2025/Ago,4.0
351410,DOIS CORREGOS,2025/Set,4.4
351410,DOIS CORREGOS,2025/Out,4.1
351410,DOIS CORREGOS,2025/Nov,4.3
351410,DOIS CORREGOS,2025/Dez,3.8
351410,DOIS CORREGOS,2026/Jan,3.8
351410,DOIS CORREGOS,2026/Fev,3.4
351410,DOIS CORREGOS,2026/Mar,3.7
351410,DOIS CORREGOS,2026/Abr,4.0
351410,DOIS CORREGOS,2026/Mai,2.8
351410,DOIS CORREGOS,2026/Jun,4.6
351440,DRACENA,2025/Jul,5.7
351440,DRACENA,2025/Ago,5.1
351440,DRACENA,2025/Set,5.9
351440,DRACENA,2025/Out,5.4
351440,DRACENA,2025/Nov,5.1
351440,DRACENA,2025/Dez,5.0
351440,DRACENA,2026/Jan,5.2
351440,DRACENA,2026/Fev,5.1
351440,DRACENA,2026/Mar,5.4
351440,DRACENA,2026/Abr,5.1
351440,DRACENA,2026/Mai,5.1
351440,DRACENA,2026/Jun,5.9
351450,DUARTINA,2025/Jul,1.9
351450,DUARTINA,2025/Ago,1.8
351450,DUARTINA,2025/Set,1.5
351450,DUARTINA,2025/Out,1.7
351450,DUARTINA,2025/Nov,1.8
351450,DUARTINA,2025/Dez,1.2
351450,DUARTINA,2026/Jan,2.2
351450,DUARTINA,2026/Fev,2.9
351450,DUARTINA,2026/Mar,2.3
351450,DUARTINA,2026/Abr,2.6
351450,DUARTINA,2026/Mai,2.4
351450,DUARTINA,2026/Jun,2.4
351500,EMBU DAS ARTES,2025/Jul,6.0
351500,EMBU DAS ARTES,2025/Ago,4.4
351500,EMBU DAS ARTES,2025/Set,5.3
351500,EMBU DAS ARTES,2025/Out,3.8
351500,EMBU DAS ARTES,2025/Nov,4.9
351500,EMBU DAS ARTES,2025/Dez,4.3
351500,EMBU DAS ARTES,2026/Jan,3.2
351500,EMBU DAS ARTES,2026/Fev,4.4
351500,EMBU DAS ARTES,2026/Mar,4.3
351500,EMBU DAS ARTES,2026/Abr,5.6
351500,EMBU DAS ARTES,2026/Mai,5.2
351500,EMBU DAS ARTES,2026/Jun,5.3
351510,EMBU-GUACU,2025/Jul,0.9
351510,EMBU-GUACU,2025/Ago,0.7
351510,EMBU-GUACU,2025/Set,0.8
351510,EMBU-GUACU,2025/Out,0.8
351510,EMBU-GUACU,2025/Nov,0.5
351510,EMBU-GUACU,2025/Dez,0.9
351510,EMBU-GUACU,2026/Jan,1.0
351510,EMBU-GUACU,2026/Fev,1.5
351510,EMBU-GUACU,2026/Mar,0.9
351510,EMBU-GUACU,2026/Abr,0.9
351510,EMBU-GUACU,2026/Mai,0.8
351510,EMBU-GUACU,2026/Jun,1.2
351518,ESPIRITO SANTO DO PINHAL,2025/Jul,26.5
351518,ESPIRITO SANTO DO PINHAL,2025/Ago,24.2
351518,ESPIRITO SANTO DO PINHAL,2025/Set,26.3
351518,ESPIRITO SANTO DO PINHAL,2025/Out,24.4
351518,ESPIRITO SANTO DO PINHAL,2025/Nov,23.1
351518,ESPIRITO SANTO DO PINHAL,2025/Dez,24.3
351518,ESPIRITO SANTO DO PINHAL,2026/Jan,23.2
351518,ESPIRITO SANTO DO PINHAL,2026/Fev,22.4
351518,ESPIRITO SANTO DO PINHAL,2026/Mar,23.3
351518,ESPIRITO SANTO DO PINHAL,2026/Abr,20.9
351518,ESPIRITO SANTO DO PINHAL,2026/Mai,22.2
351518,ESPIRITO SANTO DO PINHAL,2026/Jun,24.3
351520,ESTRELA D'OESTE,2025/Jul,4.4
351520,ESTRELA D'OESTE,2025/Ago,3.8
351520,ESTRELA D'OESTE,2025/Set,3.8
351520,ESTRELA D'OESTE,2025/Out,3.4
351520,ESTRELA D'OESTE,2025/Nov,3.5
351520,ESTRELA D'OESTE,2025/Dez,3.9
351520,ESTRELA D'OESTE,2026/Jan,3.5
351520,ESTRELA D'OESTE,2026/Fev,3.6
351520,ESTRELA D'OESTE,2026/Mar,3.1
351520,ESTRELA D'OESTE,2026/Abr,3.7
351520,ESTRELA D'OESTE,2026/Mai,3.7
351520,ESTRELA D'OESTE,2026/Jun,3.3
351540,FARTURA,2025/Jul,3.5
351540,FARTURA,2025/Ago,3.5
351540,FARTURA,2025/Set,3.2
351540,FARTURA,2025/Out,2.5
351540,FARTURA,2025/Nov,3.5
351540,FARTURA,2025/Dez,2.6
351540,FARTURA,2026/Jan,3.3
351540,FARTURA,2026/Fev,3.1
351540,FARTURA,2026/Mar,2.5
351540,FARTURA,2026/Abr,3.5
351540,FARTURA,2026/Mai,3.5
351540,FARTURA,2026/Jun,3.6
351550,FERNANDOPOLIS,2025/Jul,3.6
351550,FERNANDOPOLIS,2025/Ago,3.1
351550,FERNANDOPOLIS,2025/Set,3.5
351550,FERNANDOPOLIS,2025/Out,3.8
351550,FERNANDOPOLIS,2025/Nov,2.8
351550,FERNANDOPOLIS,2025/Dez,3.3
351550,FERNANDOPOLIS,2026/Jan,3.2
351550,FERNANDOPOLIS,2026/Fev,3.3
351550,FERNANDOPOLIS,2026/Mar,3.3
351550,FERNANDOPOLIS,2026/Abr,3.4
351550,FERNANDOPOLIS,2026/Mai,3.0
351550,FERNANDOPOLIS,2026/Jun,3.3
351570,FERRAZ DE VASCONCELOS,2025/Jul,5.5
351570,FERRAZ DE VASCONCELOS,2025/Ago,6.0
351570,FERRAZ DE VASCONCELOS,2025/Set,5.1
351570,FERRAZ DE VASCONCELOS,2025/Out,5.4
351570,FERRAZ DE VASCONCELOS,2025/Nov,5.6
351570,FERRAZ DE VASCONCELOS,2025/Dez,5.4
351570,FERRAZ DE VASCONCELOS,2026/Jan,3.8
351570,FERRAZ DE VASCONCELOS,2026/Fev,4.6
351570,FERRAZ DE VASCONCELOS,2026/Mar,3.4
351570,FERRAZ DE VASCONCELOS,2026/Abr,5.2
351570,FERRAZ DE VASCONCELOS,2026/Mai,4.9
351570,FERRAZ DE VASCONCELOS,2026/Jun,3.9
351600,FLORIDA PAULISTA,2025/Jul,2.4
351600,FLORIDA PAULISTA,2025/Ago,2.1
351600,FLORIDA PAULISTA,2025/Set,2.7
351600,FLORIDA PAULISTA,2025/Out,2.3
351600,FLORIDA PAULISTA,2025/Nov,2.3
351600,FLORIDA PAULISTA,2025/Dez,2.3
351600,FLORIDA PAULISTA,2026/Jan,2.2
351600,FLORIDA PAULISTA,2026/Fev,2.2
351600,FLORIDA PAULISTA,2026/Mar,2.0
351600,FLORIDA PAULISTA,2026/Abr,2.4
351600,FLORIDA PAULISTA,2026/Mai,2.2
351600,FLORIDA PAULISTA,2026/Jun,2.6
351620,FRANCA,2025/Jul,5.6
351620,FRANCA,2025/Ago,5.3
351620,FRANCA,2025/Set,5.3
351620,FRANCA,2025/Out,5.2
351620,FRANCA,2025/Nov,5.2
351620,FRANCA,2025/Dez,6.0
351620,FRANCA,2026/Jan,5.5
351620,FRANCA,2026/Fev,5.1
351620,FRANCA,2026/Mar,5.7
351620,FRANCA,2026/Abr,5.4
351620,FRANCA,2026/Mai,5.3
351620,FRANCA,2026/Jun,5.4
351630,FRANCISCO MORATO,2025/Jul,4.0
351630,FRANCISCO MORATO,2025/Ago,3.7
351630,FRANCISCO MORATO,2025/Set,3.4
351630,FRANCISCO MORATO,2025/Out,4.8
351630,FRANCISCO MORATO,2025/Nov,3.7
351630,FRANCISCO MORATO,2025/Dez,4.5
351630,FRANCISCO MORATO,2026/Jan,4.1
351630,FRANCISCO MORATO,2026/Fev,4.2
351630,FRANCISCO MORATO,2026/Mar,4.2
351630,FRANCISCO MORATO,2026/Abr,3.9
351630,FRANCISCO MORATO,2026/Mai,4.0
351630,FRANCISCO MORATO,2026/Jun,4.0
351640,FRANCO DA ROCHA,2025/Jul,7.3
351640,FRANCO DA ROCHA,2025/Ago,8.0
351640,FRANCO DA ROCHA,2025/Set,7.9
351640,FRANCO DA ROCHA,2025/Out,7.7
351640,FRANCO DA ROCHA,2025/Nov,8.0
351640,FRANCO DA ROCHA,2025/Dez,7.2
351640,FRANCO DA ROCHA,2026/Jan,8.8
351640,FRANCO DA ROCHA,2026/Fev,7.1
351640,FRANCO DA ROCHA,2026/Mar,7.4
351640,FRANCO DA ROCHA,2026/Abr,8.5
351640,FRANCO DA ROCHA,2026/Mai,8.0
351640,FRANCO DA ROCHA,2026/Jun,7.0
351660,GALIA,2025/Jul,9.6
351660,GALIA,2025/Ago,2.8
351660,GALIA,2025/Set,3.9
351660,GALIA,2025/Out,4.3
351660,GALIA,2025/Nov,3.9
351660,GALIA,2025/Dez,4.5
351660,GALIA,2026/Jan,5.5
351660,GALIA,2026/Fev,4.2
351660,GALIA,2026/Mar,5.4
351660,GALIA,2026/Abr,7.8
351660,GALIA,2026/Mai,1.9
351660,GALIA,2026/Jun,3.8
351670,GARCA,2025/Jul,21.2
351670,GARCA,2025/Ago,20.4
351670,GARCA,2025/Set,24.6
351670,GARCA,2025/Out,22.8
351670,GARCA,2025/Nov,24.6
351670,GARCA,2025/Dez,25.6
351670,GARCA,2026/Jan,22.9
351670,GARCA,2026/Fev,24.8
351670,GARCA,2026/Mar,22.2
351670,GARCA,2026/Abr,25.6
351670,GARCA,2026/Mai,31.6
351670,GARCA,2026/Jun,24.2
351690,GENERAL SALGADO,2025/Jul,4.1
351690,GENERAL SALGADO,2025/Ago,4.2
351690,GENERAL SALGADO,2025/Set,4.4
351690,GENERAL SALGADO,2025/Out,4.2
351690,GENERAL SALGADO,2025/Nov,4.4
351690,GENERAL SALGADO,2025/Dez,4.8
351690,GENERAL SALGADO,2026/Jan,3.1
351690,GENERAL SALGADO,2026/Fev,3.7
351690,GENERAL SALGADO,2026/Mar,3.6
351690,GENERAL SALGADO,2026/Abr,3.3
351690,GENERAL SALGADO,2026/Mai,3.6
351690,GENERAL SALGADO,2026/Jun,4.2
351700,GETULINA,2025/Jul,4.1
351700,GETULINA,2025/Ago,3.1
351700,GETULINA,2025/Set,3.8
351700,GETULINA,2025/Out,3.7
351700,GETULINA,2025/Nov,3.1
351700,GETULINA,2025/Dez,3.7
351700,GETULINA,2026/Jan,6.3
351700,GETULINA,2026/Fev,3.8
351700,GETULINA,2026/Mar,3.8
351700,GETULINA,2026/Abr,4.3
351700,GETULINA,2026/Mai,3.8
351700,GETULINA,2026/Jun,3.9
351740,GUAIRA,2025/Jul,3.0
351740,GUAIRA,2025/Ago,3.0
351740,GUAIRA,2025/Set,3.1
351740,GUAIRA,2025/Out,2.8
351740,GUAIRA,2025/Nov,3.0
351740,GUAIRA,2025/Dez,2.8
351740,GUAIRA,2026/Jan,3.2
351740,GUAIRA,2026/Fev,2.4
351740,GUAIRA,2026/Mar,3.0
351740,GUAIRA,2026/Abr,3.7
351740,GUAIRA,2026/Mai,3.0
351740,GUAIRA,2026/Jun,2.8
351760,GUAPIARA,2025/Jul,3.3
351760,GUAPIARA,2025/Ago,4.5
351760,GUAPIARA,2025/Set,3.4
351760,GUAPIARA,2025/Out,3.5
351760,GUAPIARA,2025/Nov,4.3
351760,GUAPIARA,2025/Dez,3.6
351760,GUAPIARA,2026/Jan,4.0
351760,GUAPIARA,2026/Fev,3.7
351760,GUAPIARA,2026/Mar,6.3
351760,GUAPIARA,2026/Abr,4.7
351760,GUAPIARA,2026/Mai,4.7
351760,GUAPIARA,2026/Jun,2.6
351770,GUARA,2025/Jul,3.4
351770,GUARA,2025/Ago,3.0
351770,GUARA,2025/Set,3.3
351770,GUARA,2025/Out,2.7
351770,GUARA,2025/Nov,2.9
351770,GUARA,2025/Dez,3.3
351770,GUARA,2026/Jan,3.4
351770,GUARA,2026/Fev,3.3
351770,GUARA,2026/Mar,3.9
351770,GUARA,2026/Abr,2.4
351770,GUARA,2026/Mai,2.8
351770,GUARA,2026/Jun,3.1
351780,GUARACAI,2025/Jul,3.7
351780,GUARACAI,2025/Ago,2.9
351780,GUARACAI,2025/Set,2.8
