codigo,municipio,periodo,internacoes
350940,CAJURU,2026/Jan,251.0
350940,CAJURU,2026/Fev,273.0
350940,CAJURU,2026/Mar,235.0
350940,CAJURU,2026/Abr,253.0
350940,CAJURU,2026/Mai,257.0
350940,CAJURU,2026/Jun,361.0
350950,CAMPINAS,2025/Jul,7881.0
350950,CAMPINAS,2025/Ago,7375.0
350950,CAMPINAS,2025/Set,7786.0
350950,CAMPINAS,2025/Out,7808.0
350950,CAMPINAS,2025/Nov,7442.0
350950,CAMPINAS,2025/Dez,6507.0
350950,CAMPINAS,2026/Jan,6143.0
350950,CAMPINAS,2026/Fev,7121.0
350950,CAMPINAS,2026/Mar,7514.0
350950,CAMPINAS,2026/Abr,7712.0
350950,CAMPINAS,2026/Mai,7106.0
350950,CAMPINAS,2026/Jun,7089.0
350960,CAMPO LIMPO PAULISTA,2025/Jul,362.0
350960,CAMPO LIMPO PAULISTA,2025/Ago,307.0
350960,CAMPO LIMPO PAULISTA,2025/Set,317.0
350960,CAMPO LIMPO PAULISTA,2025/Out,344.0
350960,CAMPO LIMPO PAULISTA,2025/Nov,300.0
350960,CAMPO LIMPO PAULISTA,2025/Dez,353.0
350960,CAMPO LIMPO PAULISTA,2026/Jan,346.0
350960,CAMPO LIMPO PAULISTA,2026/Fev,294.0
350960,CAMPO LIMPO PAULISTA,2026/Mar,361.0
350960,CAMPO LIMPO PAULISTA,2026/Abr,338.0
350960,CAMPO LIMPO PAULISTA,2026/Mai,379.0
350960,CAMPO LIMPO PAULISTA,2026/Jun,307.0
350970,CAMPOS DO JORDAO,2025/Jul,240.0
350970,CAMPOS DO JORDAO,2025/Ago,252.0
350970,CAMPOS DO JORDAO,2025/Set,212.0
350970,CAMPOS DO JORDAO,2025/Out,236.0
350970,CAMPOS DO JORDAO,2025/Nov,235.0
350970,CAMPOS DO JORDAO,2025/Dez,214.0
350970,CAMPOS DO JORDAO,2026/Jan,215.0
350970,CAMPOS DO JORDAO,2026/Fev,219.0
350970,CAMPOS DO JORDAO,2026/Mar,242.0
350970,CAMPOS DO JORDAO,2026/Abr,235.0
350970,CAMPOS DO JORDAO,2026/Mai,281.0
350970,CAMPOS DO JORDAO,2026/Jun,220.0
351000,CANDIDO MOTA,2025/Jul,232.0
351000,CANDIDO MOTA,2025/Ago,167.0
351000,CANDIDO MOTA,2025/Set,259.0
351000,CANDIDO MOTA,2025/Out,201.0
351000,CANDIDO MOTA,2025/Nov,172.0
351000,CANDIDO MOTA,2025/Dez,173.0
351000,CANDIDO MOTA,2026/Jan,223.0
351000,CANDIDO MOTA,2026/Fev,148.0
351000,CANDIDO MOTA,2026/Mar,204.0
351000,CANDIDO MOTA,2026/Abr,247.0
351000,CANDIDO MOTA,2026/Mai,231.0
351000,CANDIDO MOTA,2026/Jun,227.0
351020,CAPAO BONITO,2025/Jul,260.0
351020,CAPAO BONITO,2025/Ago,234.0
351020,CAPAO BONITO,2025/Set,249.0
351020,CAPAO BONITO,2025/Out,258.0
351020,CAPAO BONITO,2025/Nov,229.0
351020,CAPAO BONITO,2025/Dez,267.0
351020,CAPAO BONITO,2026/Jan,207.0
351020,CAPAO BONITO,2026/Fev,228.0
351020,CAPAO BONITO,2026/Mar,250.0
351020,CAPAO BONITO,2026/Abr,227.0
351020,CAPAO BONITO,2026/Mai,258.0
351020,CAPAO BONITO,2026/Jun,255.0
351040,CAPIVARI,2025/Jul,234.0
351040,CAPIVARI,2025/Ago,264.0
351040,CAPIVARI,2025/Set,223.0
351040,CAPIVARI,2025/Out,316.0
351040,CAPIVARI,2025/Nov,186.0
351040,CAPIVARI,2025/Dez,206.0
351040,CAPIVARI,2026/Jan,201.0
351040,CAPIVARI,2026/Fev,203.0
351040,CAPIVARI,2026/Mar,291.0
351040,CAPIVARI,2026/Abr,195.0
351040,CAPIVARI,2026/Mai,223.0
351040,CAPIVARI,2026/Jun,181.0
351050,CARAGUATATUBA,2025/Jul,1879.0
351050,CARAGUATATUBA,2025/Ago,2106.0
351050,CARAGUATATUBA,2025/Set,1874.0
351050,CARAGUATATUBA,2025/Out,2170.0
351050,CARAGUATATUBA,2025/Nov,1973.0
351050,CARAGUATATUBA,2025/Dez,1788.0
351050,CARAGUATATUBA,2026/Jan,1937.0
351050,CARAGUATATUBA,2026/Fev,1673.0
351050,CARAGUATATUBA,2026/Mar,2140.0
351050,CARAGUATATUBA,2026/Abr,2121.0
351050,CARAGUATATUBA,2026/Mai,2095.0
351050,CARAGUATATUBA,2026/Jun,1893.0
351060,CARAPICUIBA,2025/Jul,1486.0
351060,CARAPICUIBA,2025/Ago,1382.0
351060,CARAPICUIBA,2025/Set,791.0
351060,CARAPICUIBA,2025/Out,1667.0
351060,CARAPICUIBA,2025/Nov,1325.0
351060,CARAPICUIBA,2025/Dez,1456.0
351060,CARAPICUIBA,2026/Jan,1297.0
351060,CARAPICUIBA,2026/Fev,1282.0
351060,CARAPICUIBA,2026/Mar,1663.0
351060,CARAPICUIBA,2026/Abr,1533.0
351060,CARAPICUIBA,2026/Mai,1587.0
351060,CARAPICUIBA,2026/Jun,1574.0
351070,CARDOSO,2025/Jul,37.0
351070,CARDOSO,2025/Ago,30.0
351070,CARDOSO,2025/Set,46.0
351070,CARDOSO,2025/Out,35.0
351070,CARDOSO,2025/Nov,39.0
351070,CARDOSO,2025/Dez,32.0
351070,CARDOSO,2026/Jan,25.0
351070,CARDOSO,2026/Fev,22.0
351070,CARDOSO,2026/Mar,46.0
351070,CARDOSO,2026/Abr,42.0
351070,CARDOSO,2026/Mai,33.0
351070,CARDOSO,2026/Jun,30.0
351080,CASA BRANCA,2025/Jul,230.0
351080,CASA BRANCA,2025/Ago,197.0
351080,CASA BRANCA,2025/Set,189.0
351080,CASA BRANCA,2025/Out,226.0
351080,CASA BRANCA,2025/Nov,190.0
351080,CASA BRANCA,2025/Dez,211.0
351080,CASA BRANCA,2026/Jan,142.0
351080,CASA BRANCA,2026/Fev,169.0
351080,CASA BRANCA,2026/Mar,162.0
351080,CASA BRANCA,2026/Abr,135.0
351080,CASA BRANCA,2026/Mai,224.0
351080,CASA BRANCA,2026/Jun,187.0
351100,CASTILHO,2025/Jul,78.0
351100,CASTILHO,2025/Ago,122.0
351100,CASTILHO,2025/Set,92.0
351100,CASTILHO,2025/Out,121.0
351100,CASTILHO,2025/Nov,84.0
351100,CASTILHO,2025/Dez,75.0
351100,CASTILHO,2026/Jan,73.0
351100,CASTILHO,2026/Fev,72.0
351100,CASTILHO,2026/Mar,86.0
351100,CASTILHO,2026/Abr,62.0
351100,CASTILHO,2026/Mai,48.0
351100,CASTILHO,2026/Jun,33.0
351110,CATANDUVA,2025/Jul,1576.0
351110,CATANDUVA,2025/Ago,1514.0
351110,CATANDUVA,2025/Set,1635.0
351110,CATANDUVA,2025/Out,1579.0
351110,CATANDUVA,2025/Nov,1259.0
351110,CATANDUVA,2025/Dez,1647.0
351110,CATANDUVA,2026/Jan,1754.0
351110,CATANDUVA,2026/Fev,1658.0
351110,CATANDUVA,2026/Mar,1656.0
351110,CATANDUVA,2026/Abr,1569.0
351110,CATANDUVA,2026/Mai,1596.0
351110,CATANDUVA,2026/Jun,1555.0
351140,CERQUEIRA CESAR,2025/Jul,149.0
351140,CERQUEIRA CESAR,2025/Ago,132.0
351140,CERQUEIRA CESAR,2025/Set,127.0
351140,CERQUEIRA CESAR,2025/Out,147.0
351140,CERQUEIRA CESAR,2025/Nov,106.0
351140,CERQUEIRA CESAR,2025/Dez,126.0
351140,CERQUEIRA CESAR,2026/Jan,132.0
351140,CERQUEIRA CESAR,2026/Fev,140.0
351140,CERQUEIRA CESAR,2026/Mar,167.0
351140,CERQUEIRA CESAR,2026/Abr,124.0
351140,CERQUEIRA CESAR,2026/Mai,121.0
351140,CERQUEIRA CESAR,2026/Jun,123.0
351150,CERQUILHO,2025/Jul,28.0
351150,CERQUILHO,2025/Ago,69.0
351150,CERQUILHO,2025/Set,90.0
351150,CERQUILHO,2025/Out,51.0
351150,CERQUILHO,2025/Nov,151.0
351150,CERQUILHO,2025/Dez,99.0
351150,CERQUILHO,2026/Jan,61.0
351150,CERQUILHO,2026/Fev,100.0
351150,CERQUILHO,2026/Mar,71.0
351150,CERQUILHO,2026/Abr,76.0
351150,CERQUILHO,2026/Mai,111.0
351150,CERQUILHO,2026/Jun,97.0
351160,CESARIO LANGE,2025/Jul,45.0
351160,CESARIO LANGE,2025/Ago,42.0
351160,CESARIO LANGE,2025/Set,46.0
351160,CESARIO LANGE,2025/Out,50.0
351160,CESARIO LANGE,2025/Nov,55.0
351160,CESARIO LANGE,2025/Dez,44.0
351160,CESARIO LANGE,2026/Jan,41.0
351160,CESARIO LANGE,2026/Fev,39.0
351160,CESARIO LANGE,2026/Mar,49.0
351160,CESARIO LANGE,2026/Abr,47.0
351160,CESARIO LANGE,2026/Mai,46.0
351160,CESARIO LANGE,2026/Jun,47.0
351170,CHARQUEADA,2025/Jul,36.0
351170,CHARQUEADA,2025/Ago,27.0
351170,CHARQUEADA,2025/Set,26.0
351170,CHARQUEADA,2025/Out,18.0
351170,CHARQUEADA,2025/Nov,27.0
351170,CHARQUEADA,2025/Dez,23.0
351170,CHARQUEADA,2026/Jan,30.0
351170,CHARQUEADA,2026/Fev,30.0
351170,CHARQUEADA,2026/Mar,18.0
351170,CHARQUEADA,2026/Abr,26.0
351170,CHARQUEADA,2026/Mai,27.0
351170,CHARQUEADA,2026/Jun,24.0
351190,CLEMENTINA,2025/Jul,25.0
351190,CLEMENTINA,2025/Ago,14.0
351190,CLEMENTINA,2025/Set,24.0
351190,CLEMENTINA,2025/Out,27.0
351190,CLEMENTINA,2025/Nov,16.0
351190,CLEMENTINA,2025/Dez,14.0
351190,CLEMENTINA,2026/Jan,16.0
351190,CLEMENTINA,2026/Fev,9.0
351190,CLEMENTINA,2026/Mar,21.0
351190,CLEMENTINA,2026/Abr,19.0
351190,CLEMENTINA,2026/Mai,31.0
351190,CLEMENTINA,2026/Jun,21.0
351200,COLINA,2025/Jul,97.0
351200,COLINA,2025/Ago,84.0
351200,COLINA,2025/Set,88.0
351200,COLINA,2025/Out,114.0
351200,COLINA,2025/Nov,72.0
351200,COLINA,2025/Dez,81.0
351200,COLINA,2026/Jan,82.0
351200,COLINA,2026/Fev,68.0
351200,COLINA,2026/Mar,103.0
351200,COLINA,2026/Abr,80.0
351200,COLINA,2026/Mai,93.0
351200,COLINA,2026/Jun,123.0
351210,COLOMBIA,2025/Jul,6.0
351210,COLOMBIA,2025/Ago,3.0
351210,COLOMBIA,2025/Set,3.0
351210,COLOMBIA,2025/Out,1.0
351210,COLOMBIA,2025/Nov,6.0
351210,COLOMBIA,2025/Dez,3.0
351220,CONCHAL,2025/Jul,192.0
351220,CONCHAL,2025/Ago,218.0
351220,CONCHAL,2025/Set,185.0
351220,CONCHAL,2025/Out,318.0
351220,CONCHAL,2025/Nov,333.0
351220,CONCHAL,2025/Dez,233.0
351220,CONCHAL,2026/Jan,216.0
351220,CONCHAL,2026/Fev,121.0
351220,CONCHAL,2026/Mar,195.0
351220,CONCHAL,2026/Abr,182.0
351220,CONCHAL,2026/Mai,213.0
351220,CONCHAL,2026/Jun,222.0
351230,CONCHAS,2025/Jul,36.0
351230,CONCHAS,2025/Ago,24.0
351230,CONCHAS,2025/Set,24.0
351230,CONCHAS,2025/Out,21.0
351230,CONCHAS,2025/Nov,20.0
351230,CONCHAS,2025/Dez,16.0
351230,CONCHAS,2026/Jan,16.0
351230,CONCHAS,2026/Fev,29.0
351230,CONCHAS,2026/Mar,32.0
351230,CONCHAS,2026/Abr,20.0
351230,CONCHAS,2026/Mai,26.0
351230,CONCHAS,2026/Jun,35.0
351280,COSMOPOLIS,2025/Jul,138.0
351280,COSMOPOLIS,2025/Ago,179.0
351280,COSMOPOLIS,2025/Set,152.0
351280,COSMOPOLIS,2025/Out,140.0
351280,COSMOPOLIS,2025/Nov,160.0
351280,COSMOPOLIS,2025/Dez,154.0
351280,COSMOPOLIS,2026/Jan,152.0
351280,COSMOPOLIS,2026/Fev,122.0
351280,COSMOPOLIS,2026/Mar,135.0
351280,COSMOPOLIS,2026/Abr,154.0
351280,COSMOPOLIS,2026/Mai,142.0
351280,COSMOPOLIS,2026/Jun,136.0
351300,COTIA,2025/Jul,1104.0
351300,COTIA,2025/Ago,1187.0
351300,COTIA,2025/Set,768.0
351300,COTIA,2025/Out,1413.0
351300,COTIA,2025/Nov,1025.0
351300,COTIA,2025/Dez,1195.0
351300,COTIA,2026/Jan,1057.0
351300,COTIA,2026/Fev,1110.0
351300,COTIA,2026/Mar,1112.0
351300,COTIA,2026/Abr,1259.0
351300,COTIA,2026/Mai,1114.0
351300,COTIA,2026/Jun,1148.0
351310,CRAVINHOS,2025/Jul,33.0
351310,CRAVINHOS,2025/Ago,30.0
351310,CRAVINHOS,2025/Set,36.0
351310,CRAVINHOS,2025/Out,32.0
351310,CRAVINHOS,2025/Nov,19.0
351310,CRAVINHOS,2025/Dez,15.0
351310,CRAVINHOS,2026/Jan,17.0
351310,CRAVINHOS,2026/Fev,22.0
351340,CRUZEIRO,2025/Jul,454.0
351340,CRUZEIRO,2025/Ago,485.0
351340,CRUZEIRO,2025/Set,443.0
351340,CRUZEIRO,2025/Out,482.0
351340,CRUZEIRO,2025/Nov,457.0
351340,CRUZEIRO,2025/Dez,499.0
351340,CRUZEIRO,2026/Jan,509.0
351340,CRUZEIRO,2026/Fev,475.0
351340,CRUZEIRO,2026/Mar,575.0
351340,CRUZEIRO,2026/Abr,579.0
351340,CRUZEIRO,2026/Mai,643.0
351340,CRUZEIRO,2026/Jun,728.0
351350,CUBATAO,2025/Jul,558.0
351350,CUBATAO,2025/Ago,539.0
351350,CUBATAO,2025/Set,565.0
351350,CUBATAO,2025/Out,575.0
351350,CUBATAO,2025/Nov,547.0
351350,CUBATAO,2025/Dez,583.0
351350,CUBATAO,2026/Jan,508.0
351350,CUBATAO,2026/Fev,493.0
351350,CUBATAO,2026/Mar,527.0
351350,CUBATAO,2026/Abr,535.0
351350,CUBATAO,2026/Mai,572.0
351350,CUBATAO,2026/Jun,514.0
351360,CUNHA,2025/Jul,122.0
351360,CUNHA,2025/Ago,116.0
351360,CUNHA,2025/Set,110.0
351360,CUNHA,2025/Out,129.0
351360,CUNHA,2025/Nov,105.0
351360,CUNHA,2025/Dez,119.0
351360,CUNHA,2026/Jan,108.0
351360,CUNHA,2026/Fev,106.0
351360,CUNHA,2026/Mar,107.0
351360,CUNHA,2026/Abr,101.0
351360,CUNHA,2026/Mai,130.0
351360,CUNHA,2026/Jun,106.0
351370,DESCALVADO,2025/Jul,154.0
351370,DESCALVADO,2025/Ago,122.0
351370,DESCALVADO,2025/Set,183.0
351370,DESCALVADO,2025/Out,145.0
351370,DESCALVADO,2025/Nov,150.0
351370,DESCALVADO,2025/Dez,147.0
351370,DESCALVADO,2026/Jan,116.0
351370,DESCALVADO,2026/Fev,147.0
351370,DESCALVADO,2026/Mar,113.0
351370,DESCALVADO,2026/Abr,148.0
351370,DESCALVADO,2026/Mai,138.0
351370,DESCALVADO,2026/Jun,169.0
351380,DIADEMA,2025/Jul,2029.0
351380,DIADEMA,2025/Ago,2189.0
351380,DIADEMA,2025/Set,1891.0
351380,DIADEMA,2025/Out,1870.0
351380,DIADEMA,2025/Nov,1790.0
351380,DIADEMA,2025/Dez,1863.0
351380,DIADEMA,2026/Jan,1923.0
351380,DIADEMA,2026/Fev,1928.0
351380,DIADEMA,2026/Mar,2430.0
351380,DIADEMA,2026/Abr,2068.0
351380,DIADEMA,2026/Mai,2047.0
351380,DIADEMA,2026/Jun,1975.0
351390,DIVINOLANDIA,2025/Jul,466.0
351390,DIVINOLANDIA,2025/Ago,422.0
351390,DIVINOLANDIA,2025/Set,379.0
351390,DIVINOLANDIA,2025/Out,429.0
351390,DIVINOLANDIA,2025/Nov,370.0
351390,DIVINOLANDIA,2025/Dez,264.0
351390,DIVINOLANDIA,2026/Jan,364.0
351390,DIVINOLANDIA,2026/Fev,350.0
351390,DIVINOLANDIA,2026/Mar,404.0
351390,DIVINOLANDIA,2026/Abr,452.0
351390,DIVINOLANDIA,2026/Mai,426.0
351390,DIVINOLANDIA,2026/Jun,368.0
351410,DOIS CORREGOS,2025/Jul,130.0
351410,DOIS CORREGOS,2025/Ago,125.0
351410,DOIS CORREGOS,2025/Set,108.0
351410,DOIS CORREGOS,2025/Out,79.0
351410,DOIS CORREGOS,2025/Nov,105.0
351410,DOIS CORREGOS,2025/Dez,119.0
351410,DOIS CORREGOS,2026/Jan,100.0
351410,DOIS CORREGOS,2026/Fev,95.0
351410,DOIS CORREGOS,2026/Mar,102.0
351410,DOIS CORREGOS,2026/Abr,99.0
351410,DOIS CORREGOS,2026/Mai,110.0
351410,DOIS CORREGOS,2026/Jun,112.0
351440,DRACENA,2025/Jul,290.0
351440,DRACENA,2025/Ago,252.0
351440,DRACENA,2025/Set,277.0
351440,DRACENA,2025/Out,250.0
351440,DRACENA,2025/Nov,264.0
351440,DRACENA,2025/Dez,281.0
351440,DRACENA,2026/Jan,291.0
351440,DRACENA,2026/Fev,248.0
351440,DRACENA,2026/Mar,280.0
351440,DRACENA,2026/Abr,296.0
351440,DRACENA,2026/Mai,320.0
351440,DRACENA,2026/Jun,317.0
351450,DUARTINA,2025/Jul,142.0
351450,DUARTINA,2025/Ago,152.0
351450,DUARTINA,2025/Set,121.0
351450,DUARTINA,2025/Out,136.0
351450,DUARTINA,2025/Nov,106.0
351450,DUARTINA,2025/Dez,133.0
351450,DUARTINA,2026/Jan,105.0
351450,DUARTINA,2026/Fev,75.0
351450,DUARTINA,2026/Mar,94.0
351450,DUARTINA,2026/Abr,108.0
351450,DUARTINA,2026/Mai,104.0
351450,DUARTINA,2026/Jun,99.0
351500,EMBU DAS ARTES,2025/Jul,318.0
351500,EMBU DAS ARTES,2025/Ago,431.0
351500,EMBU DAS ARTES,2025/Set,311.0
351500,EMBU DAS ARTES,2025/Out,275.0
351500,EMBU DAS ARTES,2025/Nov,321.0
351500,EMBU DAS ARTES,2025/Dez,216.0
351500,EMBU DAS ARTES,2026/Jan,168.0
351500,EMBU DAS ARTES,2026/Fev,315.0
351500,EMBU DAS ARTES,2026/Mar,182.0
351500,EMBU DAS ARTES,2026/Abr,293.0
351500,EMBU DAS ARTES,2026/Mai,285.0
351500,EMBU DAS ARTES,2026/Jun,345.0
351510,EMBU-GUACU,2025/Jul,100.0
351510,EMBU-GUACU,2025/Ago,104.0
351510,EMBU-GUACU,2025/Set,107.0
351510,EMBU-GUACU,2025/Out,100.0
351510,EMBU-GUACU,2025/Nov,109.0
351510,EMBU-GUACU,2025/Dez,107.0
351510,EMBU-GUACU,2026/Jan,93.0
351510,EMBU-GUACU,2026/Fev,77.0
351510,EMBU-GUACU,2026/Mar,100.0
351510,EMBU-GUACU,2026/Abr,86.0
351510,EMBU-GUACU,2026/Mai,85.0
351510,EMBU-GUACU,2026/Jun,89.0
351518,ESPIRITO SANTO DO PINHAL,2025/Jul,353.0
351518,ESPIRITO SANTO DO PINHAL,2025/Ago,396.0
351518,ESPIRITO SANTO DO PINHAL,2025/Set,349.0
351518,ESPIRITO SANTO DO PINHAL,2025/Out,394.0
351518,ESPIRITO SANTO DO PINHAL,2025/Nov,391.0
351518,ESPIRITO SANTO DO PINHAL,2025/Dez,389.0
351518,ESPIRITO SANTO DO PINHAL,2026/Jan,411.0
351518,ESPIRITO SANTO DO PINHAL,2026/Fev,376.0
351518,ESPIRITO SANTO DO PINHAL,2026/Mar,407.0
351518,ESPIRITO SANTO DO PINHAL,2026/Abr,414.0
351518,ESPIRITO SANTO DO PINHAL,2026/Mai,393.0
351518,ESPIRITO SANTO DO PINHAL,2026/Jun,349.0
351520,ESTRELA D'OESTE,2025/Jul,75.0
351520,ESTRELA D'OESTE,2025/Ago,57.0
351520,ESTRELA D'OESTE,2025/Set,69.0
351520,ESTRELA D'OESTE,2025/Out,68.0
351520,ESTRELA D'OESTE,2025/Nov,57.0
351520,ESTRELA D'OESTE,2025/Dez,43.0
351520,ESTRELA D'OESTE,2026/Jan,45.0
351520,ESTRELA D'OESTE,2026/Fev,45.0
351520,ESTRELA D'OESTE,2026/Mar,42.0
351520,ESTRELA D'OESTE,2026/Abr,45.0
351520,ESTRELA D'OESTE,2026/Mai,43.0
351520,ESTRELA D'OESTE,2026/Jun,35.0
351540,FARTURA,2025/Jul,75.0
351540,FARTURA,2025/Ago,81.0
351540,FARTURA,2025/Set,75.0
351540,FARTURA,2025/Out,110.0
351540,FARTURA,2025/Nov,109.0
351540,FARTURA,2025/Dez,107.0
351540,FARTURA,2026/Jan,73.0
351540,FARTURA,2026/Fev,52.0
351540,FARTURA,2026/Mar,57.0
351540,FARTURA,2026/Abr,64.0
351540,FARTURA,2026/Mai,67.0
351540,FARTURA,2026/Jun,60.0
351550,FERNANDOPOLIS,2025/Jul,601.0
351550,FERNANDOPOLIS,2025/Ago,575.0
351550,FERNANDOPOLIS,2025/Set,610.0
351550,FERNANDOPOLIS,2025/Out,540.0
351550,FERNANDOPOLIS,2025/Nov,755.0
351550,FERNANDOPOLIS,2025/Dez,538.0
351550,FERNANDOPOLIS,2026/Jan,683.0
351550,FERNANDOPOLIS,2026/Fev,603.0
351550,FERNANDOPOLIS,2026/Mar,578.0
351550,FERNANDOPOLIS,2026/Abr,623.0
351550,FERNANDOPOLIS,2026/Mai,678.0
351550,FERNANDOPOLIS,2026/Jun,618.0
351570,FERRAZ DE VASCONCELOS,2025/Jul,782.0
351570,FERRAZ DE VASCONCELOS,2025/Ago,662.0
351570,FERRAZ DE VASCONCELOS,2025/Set,674.0
351570,FERRAZ DE VASCONCELOS,2025/Out,938.0
351570,FERRAZ DE VASCONCELOS,2025/Nov,807.0
351570,FERRAZ DE VASCONCELOS,2025/Dez,452.0
351570,FERRAZ DE VASCONCELOS,2026/Jan,377.0
351570,FERRAZ DE VASCONCELOS,2026/Fev,680.0
351570,FERRAZ DE VASCONCELOS,2026/Mar,535.0
351570,FERRAZ DE VASCONCELOS,2026/Abr,983.0
351570,FERRAZ DE VASCONCELOS,2026/Mai,1048.0
351570,FERRAZ DE VASCONCELOS,2026/Jun,959.0
351600,FLORIDA PAULISTA,2025/Jul,76.0
351600,FLORIDA PAULISTA,2025/Ago,82.0
351600,FLORIDA PAULISTA,2025/Set,76.0
351600,FLORIDA PAULISTA,2025/Out,82.0
351600,FLORIDA PAULISTA,2025/Nov,89.0
351600,FLORIDA PAULISTA,2025/Dez,89.0
351600,FLORIDA PAULISTA,2026/Jan,95.0
351600,FLORIDA PAULISTA,2026/Fev,87.0
351600,FLORIDA PAULISTA,2026/Mar,99.0
351600,FLORIDA PAULISTA,2026/Abr,85.0
351600,FLORIDA PAULISTA,2026/Mai,95.0
351600,FLORIDA PAULISTA,2026/Jun,87.0
351620,FRANCA,2025/Jul,2053.0
351620,FRANCA,2025/Ago,2134.0
351620,FRANCA,2025/Set,2167.0
351620,FRANCA,2025/Out,2223.0
351620,FRANCA,2025/Nov,1998.0
351620,FRANCA,2025/Dez,2044.0
351620,FRANCA,2026/Jan,2016.0
351620,FRANCA,2026/Fev,1938.0
351620,FRANCA,2026/Mar,2057.0
351620,FRANCA,2026/Abr,2126.0
351620,FRANCA,2026/Mai,2257.0
351620,FRANCA,2026/Jun,2112.0
351630,FRANCISCO MORATO,2025/Jul,1009.0
351630,FRANCISCO MORATO,2025/Ago,1296.0
351630,FRANCISCO MORATO,2025/Set,914.0
351630,FRANCISCO MORATO,2025/Out,1358.0
351630,FRANCISCO MORATO,2025/Nov,1138.0
351630,FRANCISCO MORATO,2025/Dez,1246.0
351630,FRANCISCO MORATO,2026/Jan,1092.0
351630,FRANCISCO MORATO,2026/Fev,1025.0
351630,FRANCISCO MORATO,2026/Mar,1095.0
351630,FRANCISCO MORATO,2026/Abr,1217.0
351630,FRANCISCO MORATO,2026/Mai,1266.0
351630,FRANCISCO MORATO,2026/Jun,1233.0
351640,FRANCO DA ROCHA,2025/Jul,747.0
351640,FRANCO DA ROCHA,2025/Ago,745.0
351640,FRANCO DA ROCHA,2025/Set,649.0
351640,FRANCO DA ROCHA,2025/Out,712.0
351640,FRANCO DA ROCHA,2025/Nov,746.0
351640,FRANCO DA ROCHA,2025/Dez,701.0
351640,FRANCO DA ROCHA,2026/Jan,690.0
351640,FRANCO DA ROCHA,2026/Fev,729.0
351640,FRANCO DA ROCHA,2026/Mar,833.0
351640,FRANCO DA ROCHA,2026/Abr,686.0
351640,FRANCO DA ROCHA,2026/Mai,706.0
351640,FRANCO DA ROCHA,2026/Jun,840.0
351660,GALIA,2025/Jul,19.0
351660,GALIA,2025/Ago,10.0
351660,GALIA,2025/Set,13.0
351660,GALIA,2025/Out,12.0
351660,GALIA,2025/Nov,15.0
351660,GALIA,2025/Dez,17.0
351660,GALIA,2026/Jan,16.0
351660,GALIA,2026/Fev,11.0
351660,GALIA,2026/Mar,10.0
351660,GALIA,2026/Abr,12.0
351660,GALIA,2026/Mai,9.0
351660,GALIA,2026/Jun,5.0
351670,GARCA,2025/Jul,265.0
351670,GARCA,2025/Ago,276.0
351670,GARCA,2025/Set,223.0
351670,GARCA,2025/Out,233.0
351670,GARCA,2025/Nov,211.0
351670,GARCA,2025/Dez,207.0
351670,GARCA,2026/Jan,244.0
351670,GARCA,2026/Fev,199.0
351670,GARCA,2026/Mar,239.0
351670,GARCA,2026/Abr,209.0
351670,GARCA,2026/Mai,165.0
351670,GARCA,2026/Jun,213.0
351690,GENERAL SALGADO,2025/Jul,44.0
351690,GENERAL SALGADO,2025/Ago,49.0
351690,GENERAL SALGADO,2025/Set,32.0
351690,GENERAL SALGADO,2025/Out,31.0
351690,GENERAL SALGADO,2025/Nov,27.0
351690,GENERAL SALGADO,2025/Dez,31.0
351690,GENERAL SALGADO,2026/Jan,42.0
351690,GENERAL SALGADO,2026/Fev,45.0
351690,GENERAL SALGADO,2026/Mar,34.0
351690,GENERAL SALGADO,2026/Abr,32.0
351690,GENERAL SALGADO,2026/Mai,45.0
351690,GENERAL SALGADO,2026/Jun,39.0
351700,GETULINA,2025/Jul,39.0
351700,GETULINA,2025/Ago,38.0
351700,GETULINA,2025/Set,39.0
351700,GETULINA,2025/Out,32.0
351700,GETULINA,2025/Nov,25.0
351700,GETULINA,2025/Dez,23.0
351700,GETULINA,2026/Jan,30.0
351700,GETULINA,2026/Fev,32.0
351700,GETULINA,2026/Mar,32.0
351700,GETULINA,2026/Abr,28.0
351700,GETULINA,2026/Mai,18.0
351700,GETULINA,2026/Jun,26.0
351740,GUAIRA,2025/Jul,308.0
351740,GUAIRA,2025/Ago,301.0
351740,GUAIRA,2025/Set,306.0
351740,GUAIRA,2025/Out,274.0
351740,GUAIRA,2025/Nov,285.0
351740,GUAIRA,2025/Dez,321.0
351740,GUAIRA,2026/Jan,215.0
351740,GUAIRA,2026/Fev,241.0
351740,GUAIRA,2026/Mar,311.0
351740,GUAIRA,2026/Abr,271.0
351740,GUAIRA,2026/Mai,273.0
351740,GUAIRA,2026/Jun,303.0
351760,GUAPIARA,2025/Jul,19.0
351760,GUAPIARA,2025/Ago,25.0
351760,GUAPIARA,2025/Set,25.0
351760,GUAPIARA,2025/Out,32.0
351760,GUAPIARA,2025/Nov,29.0
351760,GUAPIARA,2025/Dez,16.0
351760,GUAPIARA,2026/Jan,27.0
351760,GUAPIARA,2026/Fev,33.0
351760,GUAPIARA,2026/Mar,23.0
351760,GUAPIARA,2026/Abr,14.0
351760,GUAPIARA,2026/Mai,22.0
351760,GUAPIARA,2026/Jun,26.0
351770,GUARA,2025/Jul,79.0
351770,GUARA,2025/Ago,66.0
351770,GUARA,2025/Set,74.0
351770,GUARA,2025/Out,77.0
