codigo,municipio,periodo,valor_total
350920,CAJAMAR,2025/Ago,93769.03
350920,CAJAMAR,2025/Set,110683.54
350920,CAJAMAR,2025/Out,88969.93
350920,CAJAMAR,2025/Nov,93961.02
350920,CAJAMAR,2025/Dez,95938.99
350920,CAJAMAR,2026/Jan,97548.42
350920,CAJAMAR,2026/Fev,107274.83
350920,CAJAMAR,2026/Mar,107999.54
350920,CAJAMAR,2026/Abr,138999.79
350920,CAJAMAR,2026/Mai,102705.67
350920,CAJAMAR,2026/Jun,102759.77
350930,CAJOBI,2025/Jul,20722.37
350930,CAJOBI,2025/Ago,20944.95
350930,CAJOBI,2025/Set,19758.83
350930,CAJOBI,2025/Out,17830.99
350930,CAJOBI,2025/Nov,11670.91
350930,CAJOBI,2025/Dez,10901.35
350930,CAJOBI,2026/Jan,20433.77
350930,CAJOBI,2026/Mar,31298.89
350930,CAJOBI,2026/Abr,32436.04
350930,CAJOBI,2026/Mai,15458.64
350930,CAJOBI,2026/Jun,13938.85
350940,CAJURU,2025/Jul,166270.83
350940,CAJURU,2025/Ago,168572.66
350940,CAJURU,2025/Set,149539.13
350940,CAJURU,2025/Out,162461.5
350940,CAJURU,2025/Nov,138562.4
350940,CAJURU,2025/Dez,132179.43
350940,CAJURU,2026/Jan,128389.01
350940,CAJURU,2026/Fev,139103.86
350940,CAJURU,2026/Mar,120639.26
350940,CAJURU,2026/Abr,128018.79
350940,CAJURU,2026/Mai,142497.55
350940,CAJURU,2026/Jun,396204.39
350950,CAMPINAS,2025/Jul,20662755.66
350950,CAMPINAS,2025/Ago,21119388.35
350950,CAMPINAS,2025/Set,21545308.63
350950,CAMPINAS,2025/Out,21468880.86
350950,CAMPINAS,2025/Nov,22250037.12
350950,CAMPINAS,2025/Dez,17380522.24
350950,CAMPINAS,2026/Jan,17983930.0
350950,CAMPINAS,2026/Fev,20766864.5
350950,CAMPINAS,2026/Mar,22354975.01
350950,CAMPINAS,2026/Abr,21979644.83
350950,CAMPINAS,2026/Mai,18866997.91
350950,CAMPINAS,2026/Jun,20214902.71
350960,CAMPO LIMPO PAULISTA,2025/Jul,333541.47
350960,CAMPO LIMPO PAULISTA,2025/Ago,257161.09
350960,CAMPO LIMPO PAULISTA,2025/Set,265807.22
350960,CAMPO LIMPO PAULISTA,2025/Out,278490.57
350960,CAMPO LIMPO PAULISTA,2025/Nov,214354.99
350960,CAMPO LIMPO PAULISTA,2025/Dez,406772.11
350960,CAMPO LIMPO PAULISTA,2026/Jan,326091.66
350960,CAMPO LIMPO PAULISTA,2026/Fev,283829.41
350960,CAMPO LIMPO PAULISTA,2026/Mar,306660.51
350960,CAMPO LIMPO PAULISTA,2026/Abr,353665.77
350960,CAMPO LIMPO PAULISTA,2026/Mai,390478.9
350960,CAMPO LIMPO PAULISTA,2026/Jun,312778.35
350970,CAMPOS DO JORDAO,2025/Jul,456149.79
350970,CAMPOS DO JORDAO,2025/Ago,484043.69
350970,CAMPOS DO JORDAO,2025/Set,449173.73
350970,CAMPOS DO JORDAO,2025/Out,463941.68
350970,CAMPOS DO JORDAO,2025/Nov,448985.97
350970,CAMPOS DO JORDAO,2025/Dez,437604.41
350970,CAMPOS DO JORDAO,2026/Jan,444831.96
350970,CAMPOS DO JORDAO,2026/Fev,410099.98
350970,CAMPOS DO JORDAO,2026/Mar,439048.16
350970,CAMPOS DO JORDAO,2026/Abr,386986.1
350970,CAMPOS DO JORDAO,2026/Mai,519982.77
350970,CAMPOS DO JORDAO,2026/Jun,423051.57
351000,CANDIDO MOTA,2025/Jul,192120.2
351000,CANDIDO MOTA,2025/Ago,107576.29
351000,CANDIDO MOTA,2025/Set,190387.9
351000,CANDIDO MOTA,2025/Out,162361.87
351000,CANDIDO MOTA,2025/Nov,144313.17
351000,CANDIDO MOTA,2025/Dez,132362.06
351000,CANDIDO MOTA,2026/Jan,170460.07
351000,CANDIDO MOTA,2026/Fev,128958.19
351000,CANDIDO MOTA,2026/Mar,166360.83
351000,CANDIDO MOTA,2026/Abr,257736.33
351000,CANDIDO MOTA,2026/Mai,347832.65
351000,CANDIDO MOTA,2026/Jun,364077.63
351020,CAPAO BONITO,2025/Jul,244960.72
351020,CAPAO BONITO,2025/Ago,280890.64
351020,CAPAO BONITO,2025/Set,292737.55
351020,CAPAO BONITO,2025/Out,255845.08
351020,CAPAO BONITO,2025/Nov,224043.22
351020,CAPAO BONITO,2025/Dez,248098.19
351020,CAPAO BONITO,2026/Jan,239984.93
351020,CAPAO BONITO,2026/Fev,247877.96
351020,CAPAO BONITO,2026/Mar,214680.06
351020,CAPAO BONITO,2026/Abr,202342.87
351020,CAPAO BONITO,2026/Mai,241392.42
351020,CAPAO BONITO,2026/Jun,242317.52
351040,CAPIVARI,2025/Jul,231023.45
351040,CAPIVARI,2025/Ago,274566.39
351040,CAPIVARI,2025/Set,275834.63
351040,CAPIVARI,2025/Out,325576.15
351040,CAPIVARI,2025/Nov,291087.28
351040,CAPIVARI,2025/Dez,245355.14
351040,CAPIVARI,2026/Jan,187585.63
351040,CAPIVARI,2026/Fev,215224.61
351040,CAPIVARI,2026/Mar,294396.59
351040,CAPIVARI,2026/Abr,269396.02
351040,CAPIVARI,2026/Mai,244829.43
351040,CAPIVARI,2026/Jun,196122.35
351050,CARAGUATATUBA,2025/Jul,2522247.02
351050,CARAGUATATUBA,2025/Ago,2803433.45
351050,CARAGUATATUBA,2025/Set,2194528.24
351050,CARAGUATATUBA,2025/Out,2801276.14
351050,CARAGUATATUBA,2025/Nov,2566167.99
351050,CARAGUATATUBA,2025/Dez,2363539.06
351050,CARAGUATATUBA,2026/Jan,2562916.38
351050,CARAGUATATUBA,2026/Fev,2043237.58
351050,CARAGUATATUBA,2026/Mar,2903055.76
351050,CARAGUATATUBA,2026/Abr,2668924.95
351050,CARAGUATATUBA,2026/Mai,2424598.37
351050,CARAGUATATUBA,2026/Jun,2520684.22
351060,CARAPICUIBA,2025/Jul,1885930.94
351060,CARAPICUIBA,2025/Ago,2056454.47
351060,CARAPICUIBA,2025/Set,944556.77
351060,CARAPICUIBA,2025/Out,2027997.83
351060,CARAPICUIBA,2025/Nov,1497508.16
351060,CARAPICUIBA,2025/Dez,1455906.31
351060,CARAPICUIBA,2026/Jan,1535114.73
351060,CARAPICUIBA,2026/Fev,1596872.74
351060,CARAPICUIBA,2026/Mar,1591879.73
351060,CARAPICUIBA,2026/Abr,1564084.89
351060,CARAPICUIBA,2026/Mai,1673514.97
351060,CARAPICUIBA,2026/Jun,1795773.93
351070,CARDOSO,2025/Jul,16363.09
351070,CARDOSO,2025/Ago,13114.46
351070,CARDOSO,2025/Set,15952.48
351070,CARDOSO,2025/Out,13803.44
351070,CARDOSO,2025/Nov,14716.5
351070,CARDOSO,2025/Dez,11016.71
351070,CARDOSO,2026/Jan,8717.54
351070,CARDOSO,2026/Fev,8057.6
351070,CARDOSO,2026/Mar,15968.48
351070,CARDOSO,2026/Abr,20078.65
351070,CARDOSO,2026/Mai,11341.19
351070,CARDOSO,2026/Jun,12865.68
351080,CASA BRANCA,2025/Jul,242429.86
351080,CASA BRANCA,2025/Ago,263703.14
351080,CASA BRANCA,2025/Set,233428.55
351080,CASA BRANCA,2025/Out,214434.91
351080,CASA BRANCA,2025/Nov,198903.04
351080,CASA BRANCA,2025/Dez,208724.39
351080,CASA BRANCA,2026/Jan,167441.7
351080,CASA BRANCA,2026/Fev,154924.22
351080,CASA BRANCA,2026/Mar,152857.57
351080,CASA BRANCA,2026/Abr,143033.08
351080,CASA BRANCA,2026/Mai,197090.82
351080,CASA BRANCA,2026/Jun,175618.36
351100,CASTILHO,2025/Jul,48893.23
351100,CASTILHO,2025/Ago,65863.82
351100,CASTILHO,2025/Set,56096.25
351100,CASTILHO,2025/Out,65016.99
351100,CASTILHO,2025/Nov,46871.02
351100,CASTILHO,2025/Dez,43242.15
351100,CASTILHO,2026/Jan,34237.01
351100,CASTILHO,2026/Fev,35946.3
351100,CASTILHO,2026/Mar,45049.54
351100,CASTILHO,2026/Abr,33570.14
351100,CASTILHO,2026/Mai,21889.77
351100,CASTILHO,2026/Jun,13489.25
351110,CATANDUVA,2025/Jul,3842008.01
351110,CATANDUVA,2025/Ago,3585483.71
351110,CATANDUVA,2025/Set,3633770.68
351110,CATANDUVA,2025/Out,3908369.79
351110,CATANDUVA,2025/Nov,2520434.24
351110,CATANDUVA,2025/Dez,4335502.02
351110,CATANDUVA,2026/Jan,3408388.29
351110,CATANDUVA,2026/Fev,4223251.28
351110,CATANDUVA,2026/Mar,3965364.18
351110,CATANDUVA,2026/Abr,3677430.29
351110,CATANDUVA,2026/Mai,3958505.41
351110,CATANDUVA,2026/Jun,4067296.68
351140,CERQUEIRA CESAR,2025/Jul,73341.92
351140,CERQUEIRA CESAR,2025/Ago,71023.87
351140,CERQUEIRA CESAR,2025/Set,78406.22
351140,CERQUEIRA CESAR,2025/Out,73703.51
351140,CERQUEIRA CESAR,2025/Nov,66790.73
351140,CERQUEIRA CESAR,2025/Dez,59246.25
351140,CERQUEIRA CESAR,2026/Jan,74558.37
351140,CERQUEIRA CESAR,2026/Fev,68407.67
351140,CERQUEIRA CESAR,2026/Mar,90151.7
351140,CERQUEIRA CESAR,2026/Abr,70916.32
351140,CERQUEIRA CESAR,2026/Mai,59093.73
351140,CERQUEIRA CESAR,2026/Jun,71286.92
351150,CERQUILHO,2025/Jul,17192.54
351150,CERQUILHO,2025/Ago,27994.24
351150,CERQUILHO,2025/Set,42522.18
351150,CERQUILHO,2025/Out,25428.7
351150,CERQUILHO,2025/Nov,72769.12
351150,CERQUILHO,2025/Dez,43490.49
351150,CERQUILHO,2026/Jan,28044.78
351150,CERQUILHO,2026/Fev,42322.01
351150,CERQUILHO,2026/Mar,30708.75
351150,CERQUILHO,2026/Abr,39362.6
351150,CERQUILHO,2026/Mai,51664.12
351150,CERQUILHO,2026/Jun,72459.42
351160,CESARIO LANGE,2025/Jul,24538.88
351160,CESARIO LANGE,2025/Ago,24684.67
351160,CESARIO LANGE,2025/Set,24348.36
351160,CESARIO LANGE,2025/Out,21540.93
351160,CESARIO LANGE,2025/Nov,29111.26
351160,CESARIO LANGE,2025/Dez,22247.04
351160,CESARIO LANGE,2026/Jan,18803.31
351160,CESARIO LANGE,2026/Fev,22673.05
351160,CESARIO LANGE,2026/Mar,27702.35
351160,CESARIO LANGE,2026/Abr,24328.32
351160,CESARIO LANGE,2026/Mai,25817.93
351160,CESARIO LANGE,2026/Jun,24585.14
351170,CHARQUEADA,2025/Jul,8982.28
351170,CHARQUEADA,2025/Ago,7618.51
351170,CHARQUEADA,2025/Set,9427.87
351170,CHARQUEADA,2025/Out,4844.94
351170,CHARQUEADA,2025/Nov,6128.27
351170,CHARQUEADA,2025/Dez,5606.11
351170,CHARQUEADA,2026/Jan,6865.06
351170,CHARQUEADA,2026/Fev,7883.57
351170,CHARQUEADA,2026/Mar,4967.41
351170,CHARQUEADA,2026/Abr,7739.81
351170,CHARQUEADA,2026/Mai,10631.67
351170,CHARQUEADA,2026/Jun,6276.19
351190,CLEMENTINA,2025/Jul,10639.9
351190,CLEMENTINA,2025/Ago,6627.06
351190,CLEMENTINA,2025/Set,7811.23
351190,CLEMENTINA,2025/Out,10283.33
351190,CLEMENTINA,2025/Nov,5911.73
351190,CLEMENTINA,2025/Dez,5056.87
351190,CLEMENTINA,2026/Jan,6859.0
351190,CLEMENTINA,2026/Fev,3902.46
351190,CLEMENTINA,2026/Mar,8842.83
351190,CLEMENTINA,2026/Abr,6481.05
351190,CLEMENTINA,2026/Mai,12067.99
351190,CLEMENTINA,2026/Jun,8840.67
351200,COLINA,2025/Jul,173656.3
351200,COLINA,2025/Ago,124236.3
351200,COLINA,2025/Set,138134.34
351200,COLINA,2025/Out,242248.72
351200,COLINA,2025/Nov,154859.17
351200,COLINA,2025/Dez,118773.19
351200,COLINA,2026/Jan,120932.81
351200,COLINA,2026/Fev,106970.76
351200,COLINA,2026/Mar,297339.13
351200,COLINA,2026/Abr,150049.33
351200,COLINA,2026/Mai,140529.38
351200,COLINA,2026/Jun,251965.67
351210,COLOMBIA,2025/Jul,265.32
351210,COLOMBIA,2025/Ago,349.62
351210,COLOMBIA,2025/Set,132.66
351210,COLOMBIA,2025/Out,257.56
351210,COLOMBIA,2025/Nov,265.32
351210,COLOMBIA,2025/Dez,349.62
351220,CONCHAL,2025/Jul,118164.42
351220,CONCHAL,2025/Ago,171245.37
351220,CONCHAL,2025/Set,115947.81
351220,CONCHAL,2025/Out,292271.48
351220,CONCHAL,2025/Nov,264175.73
351220,CONCHAL,2025/Dez,131611.09
351220,CONCHAL,2026/Jan,119073.45
351220,CONCHAL,2026/Fev,58295.58
351220,CONCHAL,2026/Mar,93968.0
351220,CONCHAL,2026/Abr,82726.08
351220,CONCHAL,2026/Mai,125638.97
351220,CONCHAL,2026/Jun,133824.45
351230,CONCHAS,2025/Jul,16224.15
351230,CONCHAS,2025/Ago,10753.14
351230,CONCHAS,2025/Set,11998.93
351230,CONCHAS,2025/Out,9645.82
351230,CONCHAS,2025/Nov,8701.16
351230,CONCHAS,2025/Dez,5960.79
351230,CONCHAS,2026/Jan,6178.56
351230,CONCHAS,2026/Fev,7416.67
351230,CONCHAS,2026/Mar,12863.47
351230,CONCHAS,2026/Abr,7088.92
351230,CONCHAS,2026/Mai,11435.85
351230,CONCHAS,2026/Jun,15657.87
351280,COSMOPOLIS,2025/Jul,118471.96
351280,COSMOPOLIS,2025/Ago,164471.78
351280,COSMOPOLIS,2025/Set,174434.55
351280,COSMOPOLIS,2025/Out,157952.99
351280,COSMOPOLIS,2025/Nov,166207.95
351280,COSMOPOLIS,2025/Dez,158777.48
351280,COSMOPOLIS,2026/Jan,145532.05
351280,COSMOPOLIS,2026/Fev,161868.39
351280,COSMOPOLIS,2026/Mar,125374.93
351280,COSMOPOLIS,2026/Abr,138970.36
351280,COSMOPOLIS,2026/Mai,126793.52
351280,COSMOPOLIS,2026/Jun,154411.32
351300,COTIA,2025/Jul,1133198.81
351300,COTIA,2025/Ago,1310876.36
351300,COTIA,2025/Set,622240.79
351300,COTIA,2025/Out,1611089.28
351300,COTIA,2025/Nov,982431.53
351300,COTIA,2025/Dez,1254955.34
351300,COTIA,2026/Jan,995071.39
351300,COTIA,2026/Fev,1047326.6
351300,COTIA,2026/Mar,915240.93
351300,COTIA,2026/Abr,1158508.94
351300,COTIA,2026/Mai,1082299.91
351300,COTIA,2026/Jun,1012658.57
351310,CRAVINHOS,2025/Jul,16049.4
351310,CRAVINHOS,2025/Ago,13470.53
351310,CRAVINHOS,2025/Set,15734.54
351310,CRAVINHOS,2025/Out,13043.41
351310,CRAVINHOS,2025/Nov,7040.61
351310,CRAVINHOS,2025/Dez,6302.69
351310,CRAVINHOS,2026/Jan,6724.83
351310,CRAVINHOS,2026/Fev,9897.88
351340,CRUZEIRO,2025/Jul,676759.3
351340,CRUZEIRO,2025/Ago,753711.07
351340,CRUZEIRO,2025/Set,666704.91
351340,CRUZEIRO,2025/Out,617815.72
351340,CRUZEIRO,2025/Nov,587444.35
351340,CRUZEIRO,2025/Dez,647903.78
351340,CRUZEIRO,2026/Jan,793491.8
351340,CRUZEIRO,2026/Fev,647472.17
351340,CRUZEIRO,2026/Mar,699402.37
351340,CRUZEIRO,2026/Abr,624144.48
351340,CRUZEIRO,2026/Mai,702972.3
351340,CRUZEIRO,2026/Jun,796075.11
351350,CUBATAO,2025/Jul,685618.62
351350,CUBATAO,2025/Ago,670971.85
351350,CUBATAO,2025/Set,711444.7
351350,CUBATAO,2025/Out,794562.22
351350,CUBATAO,2025/Nov,733521.8
351350,CUBATAO,2025/Dez,667611.08
351350,CUBATAO,2026/Jan,672963.97
351350,CUBATAO,2026/Fev,702807.86
351350,CUBATAO,2026/Mar,629023.36
351350,CUBATAO,2026/Abr,718072.03
351350,CUBATAO,2026/Mai,664715.84
351350,CUBATAO,2026/Jun,598073.16
351360,CUNHA,2025/Jul,72503.26
351360,CUNHA,2025/Ago,71904.01
351360,CUNHA,2025/Set,66031.36
351360,CUNHA,2025/Out,76035.36
351360,CUNHA,2025/Nov,64861.93
351360,CUNHA,2025/Dez,66139.96
351360,CUNHA,2026/Jan,70752.59
351360,CUNHA,2026/Fev,62755.24
351360,CUNHA,2026/Mar,64137.49
351360,CUNHA,2026/Abr,60702.6
351360,CUNHA,2026/Mai,79843.26
351360,CUNHA,2026/Jun,61344.19
351370,DESCALVADO,2025/Jul,137627.78
351370,DESCALVADO,2025/Ago,95781.54
351370,DESCALVADO,2025/Set,179703.83
351370,DESCALVADO,2025/Out,130017.52
351370,DESCALVADO,2025/Nov,98865.31
351370,DESCALVADO,2025/Dez,78906.24
351370,DESCALVADO,2026/Jan,80870.14
351370,DESCALVADO,2026/Fev,116229.04
351370,DESCALVADO,2026/Mar,130746.0
351370,DESCALVADO,2026/Abr,121366.42
351370,DESCALVADO,2026/Mai,106342.45
351370,DESCALVADO,2026/Jun,143375.97
351380,DIADEMA,2025/Jul,3191395.49
351380,DIADEMA,2025/Ago,3286059.92
351380,DIADEMA,2025/Set,3495084.72
351380,DIADEMA,2025/Out,3269286.43
351380,DIADEMA,2025/Nov,2829425.28
351380,DIADEMA,2025/Dez,3258222.0
351380,DIADEMA,2026/Jan,2626685.58
351380,DIADEMA,2026/Fev,2652671.14
351380,DIADEMA,2026/Mar,3094778.37
351380,DIADEMA,2026/Abr,2906086.35
351380,DIADEMA,2026/Mai,2817405.24
351380,DIADEMA,2026/Jun,3593322.98
351390,DIVINOLANDIA,2025/Jul,838140.05
351390,DIVINOLANDIA,2025/Ago,823710.46
351390,DIVINOLANDIA,2025/Set,813452.46
351390,DIVINOLANDIA,2025/Out,861731.48
351390,DIVINOLANDIA,2025/Nov,767676.12
351390,DIVINOLANDIA,2025/Dez,555275.8
351390,DIVINOLANDIA,2026/Jan,686670.23
351390,DIVINOLANDIA,2026/Fev,723355.06
351390,DIVINOLANDIA,2026/Mar,811250.66
351390,DIVINOLANDIA,2026/Abr,646870.62
351390,DIVINOLANDIA,2026/Mai,802020.73
351390,DIVINOLANDIA,2026/Jun,663621.83
351410,DOIS CORREGOS,2025/Jul,77289.07
351410,DOIS CORREGOS,2025/Ago,83849.01
351410,DOIS CORREGOS,2025/Set,48902.13
351410,DOIS CORREGOS,2025/Out,35235.59
351410,DOIS CORREGOS,2025/Nov,45774.81
351410,DOIS CORREGOS,2025/Dez,59145.73
351410,DOIS CORREGOS,2026/Jan,43167.9
351410,DOIS CORREGOS,2026/Fev,40628.14
351410,DOIS CORREGOS,2026/Mar,54212.11
351410,DOIS CORREGOS,2026/Abr,41149.4
351410,DOIS CORREGOS,2026/Mai,44380.55
351410,DOIS CORREGOS,2026/Jun,60406.61
351440,DRACENA,2025/Jul,584377.39
351440,DRACENA,2025/Ago,444571.1
351440,DRACENA,2025/Set,608539.08
351440,DRACENA,2025/Out,536121.14
351440,DRACENA,2025/Nov,474112.88
351440,DRACENA,2025/Dez,564462.47
351440,DRACENA,2026/Jan,582284.22
351440,DRACENA,2026/Fev,492258.06
351440,DRACENA,2026/Mar,588725.83
351440,DRACENA,2026/Abr,509398.29
351440,DRACENA,2026/Mai,591030.64
351440,DRACENA,2026/Jun,672377.69
351450,DUARTINA,2025/Jul,43714.42
351450,DUARTINA,2025/Ago,44261.2
351450,DUARTINA,2025/Set,38837.74
351450,DUARTINA,2025/Out,36749.66
351450,DUARTINA,2025/Nov,30923.97
351450,DUARTINA,2025/Dez,30874.29
351450,DUARTINA,2026/Jan,32192.13
351450,DUARTINA,2026/Fev,25077.22
351450,DUARTINA,2026/Mar,34104.35
351450,DUARTINA,2026/Abr,32331.78
351450,DUARTINA,2026/Mai,30984.32
351450,DUARTINA,2026/Jun,33194.78
351500,EMBU DAS ARTES,2025/Jul,131936.82
351500,EMBU DAS ARTES,2025/Ago,191322.94
351500,EMBU DAS ARTES,2025/Set,129422.98
351500,EMBU DAS ARTES,2025/Out,137116.71
351500,EMBU DAS ARTES,2025/Nov,138198.91
351500,EMBU DAS ARTES,2025/Dez,99753.47
351500,EMBU DAS ARTES,2026/Jan,69615.08
351500,EMBU DAS ARTES,2026/Fev,138586.11
351500,EMBU DAS ARTES,2026/Mar,78014.81
351500,EMBU DAS ARTES,2026/Abr,132662.32
351500,EMBU DAS ARTES,2026/Mai,136229.12
351500,EMBU DAS ARTES,2026/Jun,159131.42
351510,EMBU-GUACU,2025/Jul,41079.62
351510,EMBU-GUACU,2025/Ago,41678.1
351510,EMBU-GUACU,2025/Set,43209.74
351510,EMBU-GUACU,2025/Out,42414.94
351510,EMBU-GUACU,2025/Nov,49043.98
351510,EMBU-GUACU,2025/Dez,46759.24
351510,EMBU-GUACU,2026/Jan,35409.37
351510,EMBU-GUACU,2026/Fev,31665.58
351510,EMBU-GUACU,2026/Mar,38035.49
351510,EMBU-GUACU,2026/Abr,33022.91
351510,EMBU-GUACU,2026/Mai,30220.51
351510,EMBU-GUACU,2026/Jun,40591.51
351518,ESPIRITO SANTO DO PINHAL,2025/Jul,876543.09
351518,ESPIRITO SANTO DO PINHAL,2025/Ago,911320.17
351518,ESPIRITO SANTO DO PINHAL,2025/Set,886484.06
351518,ESPIRITO SANTO DO PINHAL,2025/Out,922091.78
351518,ESPIRITO SANTO DO PINHAL,2025/Nov,815898.91
351518,ESPIRITO SANTO DO PINHAL,2025/Dez,877400.38
351518,ESPIRITO SANTO DO PINHAL,2026/Jan,894283.23
351518,ESPIRITO SANTO DO PINHAL,2026/Fev,816490.02
351518,ESPIRITO SANTO DO PINHAL,2026/Mar,891808.69
351518,ESPIRITO SANTO DO PINHAL,2026/Abr,862297.98
351518,ESPIRITO SANTO DO PINHAL,2026/Mai,860329.08
351518,ESPIRITO SANTO DO PINHAL,2026/Jun,843947.72
351520,ESTRELA D'OESTE,2025/Jul,40375.89
351520,ESTRELA D'OESTE,2025/Ago,29635.12
351520,ESTRELA D'OESTE,2025/Set,34103.68
351520,ESTRELA D'OESTE,2025/Out,32998.0
351520,ESTRELA D'OESTE,2025/Nov,32911.17
351520,ESTRELA D'OESTE,2025/Dez,24057.56
351520,ESTRELA D'OESTE,2026/Jan,21528.21
351520,ESTRELA D'OESTE,2026/Fev,24381.13
351520,ESTRELA D'OESTE,2026/Mar,21910.13
351520,ESTRELA D'OESTE,2026/Abr,25187.83
351520,ESTRELA D'OESTE,2026/Mai,24855.31
351520,ESTRELA D'OESTE,2026/Jun,19975.03
351540,FARTURA,2025/Jul,32098.43
351540,FARTURA,2025/Ago,36327.25
351540,FARTURA,2025/Set,28814.44
351540,FARTURA,2025/Out,49305.21
351540,FARTURA,2025/Nov,53376.42
351540,FARTURA,2025/Dez,44788.04
351540,FARTURA,2026/Jan,26210.8
351540,FARTURA,2026/Fev,19461.94
351540,FARTURA,2026/Mar,20050.28
351540,FARTURA,2026/Abr,27793.72
351540,FARTURA,2026/Mai,27478.22
351540,FARTURA,2026/Jun,27104.21
351550,FERNANDOPOLIS,2025/Jul,754521.06
351550,FERNANDOPOLIS,2025/Ago,592217.11
351550,FERNANDOPOLIS,2025/Set,750325.44
351550,FERNANDOPOLIS,2025/Out,836372.39
351550,FERNANDOPOLIS,2025/Nov,817701.67
351550,FERNANDOPOLIS,2025/Dez,687892.66
351550,FERNANDOPOLIS,2026/Jan,815912.44
351550,FERNANDOPOLIS,2026/Fev,694495.62
351550,FERNANDOPOLIS,2026/Mar,646402.26
351550,FERNANDOPOLIS,2026/Abr,771591.1
351550,FERNANDOPOLIS,2026/Mai,719710.44
351550,FERNANDOPOLIS,2026/Jun,872783.18
351570,FERRAZ DE VASCONCELOS,2025/Jul,857046.51
351570,FERRAZ DE VASCONCELOS,2025/Ago,656857.81
351570,FERRAZ DE VASCONCELOS,2025/Set,607899.2
351570,FERRAZ DE VASCONCELOS,2025/Out,871403.88
351570,FERRAZ DE VASCONCELOS,2025/Nov,755478.4
351570,FERRAZ DE VASCONCELOS,2025/Dez,374296.26
351570,FERRAZ DE VASCONCELOS,2026/Jan,337121.3
351570,FERRAZ DE VASCONCELOS,2026/Fev,651921.66
351570,FERRAZ DE VASCONCELOS,2026/Mar,398819.44
351570,FERRAZ DE VASCONCELOS,2026/Abr,788779.61
351570,FERRAZ DE VASCONCELOS,2026/Mai,854624.97
351570,FERRAZ DE VASCONCELOS,2026/Jun,701000.25
351600,FLORIDA PAULISTA,2025/Jul,27168.91
351600,FLORIDA PAULISTA,2025/Ago,27231.31
351600,FLORIDA PAULISTA,2025/Set,26902.89
351600,FLORIDA PAULISTA,2025/Out,25279.57
351600,FLORIDA PAULISTA,2025/Nov,27247.36
351600,FLORIDA PAULISTA,2025/Dez,35182.33
351600,FLORIDA PAULISTA,2026/Jan,28716.71
351600,FLORIDA PAULISTA,2026/Fev,26909.94
351600,FLORIDA PAULISTA,2026/Mar,26977.69
351600,FLORIDA PAULISTA,2026/Abr,25744.33
351600,FLORIDA PAULISTA,2026/Mai,27903.06
351600,FLORIDA PAULISTA,2026/Jun,29054.35
351620,FRANCA,2025/Jul,5274274.92
351620,FRANCA,2025/Ago,5399129.25
351620,FRANCA,2025/Set,5648470.11
351620,FRANCA,2025/Out,5519065.23
351620,FRANCA,2025/Nov,4875791.3
351620,FRANCA,2025/Dez,5807636.25
351620,FRANCA,2026/Jan,5084575.92
351620,FRANCA,2026/Fev,4542370.51
351620,FRANCA,2026/Mar,5497428.79
351620,FRANCA,2026/Abr,5426018.19
351620,FRANCA,2026/Mai,5543888.88
351620,FRANCA,2026/Jun,4931824.27
351630,FRANCISCO MORATO,2025/Jul,1041533.58
351630,FRANCISCO MORATO,2025/Ago,1124513.9
351630,FRANCISCO MORATO,2025/Set,596637.34
351630,FRANCISCO MORATO,2025/Out,1741439.81
351630,FRANCISCO MORATO,2025/Nov,907742.52
351630,FRANCISCO MORATO,2025/Dez,1291429.76
351630,FRANCISCO MORATO,2026/Jan,1146108.02
351630,FRANCISCO MORATO,2026/Fev,1013773.6
351630,FRANCISCO MORATO,2026/Mar,979722.4
351630,FRANCISCO MORATO,2026/Abr,1154025.66
351630,FRANCISCO MORATO,2026/Mai,1205070.46
351630,FRANCISCO MORATO,2026/Jun,1046975.65
351640,FRANCO DA ROCHA,2025/Jul,1001503.82
351640,FRANCO DA ROCHA,2025/Ago,1082201.46
351640,FRANCO DA ROCHA,2025/Set,826565.58
351640,FRANCO DA ROCHA,2025/Out,1006221.72
351640,FRANCO DA ROCHA,2025/Nov,1109737.48
351640,FRANCO DA ROCHA,2025/Dez,885349.44
351640,FRANCO DA ROCHA,2026/Jan,999298.54
351640,FRANCO DA ROCHA,2026/Fev,985283.07
351640,FRANCO DA ROCHA,2026/Mar,1081698.27
351640,FRANCO DA ROCHA,2026/Abr,1023103.32
351640,FRANCO DA ROCHA,2026/Mai,946906.8
351640,FRANCO DA ROCHA,2026/Jun,1174179.65
351660,GALIA,2025/Jul,12712.02
351660,GALIA,2025/Ago,4531.53
351660,GALIA,2025/Set,4792.76
351660,GALIA,2025/Out,3859.0
351660,GALIA,2025/Nov,6272.2
351660,GALIA,2025/Dez,6622.91
351660,GALIA,2026/Jan,8255.13
351660,GALIA,2026/Fev,4444.8
351660,GALIA,2026/Mar,5249.03
351660,GALIA,2026/Abr,4800.76
351660,GALIA,2026/Mai,2709.53
351660,GALIA,2026/Jun,1747.39
351670,GARCA,2025/Jul,600258.23
351670,GARCA,2025/Ago,611739.18
351670,GARCA,2025/Set,542099.27
351670,GARCA,2025/Out,482899.42
351670,GARCA,2025/Nov,444951.41
351670,GARCA,2025/Dez,510645.47
351670,GARCA,2026/Jan,625681.44
351670,GARCA,2026/Fev,463225.38
351670,GARCA,2026/Mar,490584.03
351670,GARCA,2026/Abr,504161.58
