codigo,municipio,periodo,valor_total
352470,JAGUARIUNA,2026/Abr,364521.35
352470,JAGUARIUNA,2026/Mai,334328.25
352470,JAGUARIUNA,2026/Jun,337801.79
352480,JALES,2025/Jul,1348533.54
352480,JALES,2025/Ago,1254780.42
352480,JALES,2025/Set,1240504.38
352480,JALES,2025/Out,1260832.03
352480,JALES,2025/Nov,974332.96
352480,JALES,2025/Dez,1249449.35
352480,JALES,2026/Jan,1306925.54
352480,JALES,2026/Fev,1360089.54
352480,JALES,2026/Mar,1414382.12
352480,JALES,2026/Abr,1227454.22
352480,JALES,2026/Mai,1384044.04
352480,JALES,2026/Jun,1328103.02
352520,JARINU,2025/Jul,12863.39
352520,JARINU,2025/Ago,14363.54
352520,JARINU,2025/Set,10702.31
352520,JARINU,2025/Out,11050.49
352520,JARINU,2025/Nov,9806.83
352520,JARINU,2025/Dez,11209.75
352520,JARINU,2026/Jan,5676.34
352520,JARINU,2026/Fev,4899.47
352520,JARINU,2026/Mar,4259.62
352520,JARINU,2026/Abr,6757.11
352520,JARINU,2026/Mai,4534.66
352520,JARINU,2026/Jun,19064.67
352530,JAU,2025/Jul,6827822.04
352530,JAU,2025/Ago,5836105.37
352530,JAU,2025/Set,6257821.64
352530,JAU,2025/Out,5955969.94
352530,JAU,2025/Nov,6091853.07
352530,JAU,2025/Dez,6269979.62
352530,JAU,2026/Jan,4625149.05
352530,JAU,2026/Fev,6377640.84
352530,JAU,2026/Mar,6681450.92
352530,JAU,2026/Abr,5979822.15
352530,JAU,2026/Mai,6531473.29
352530,JAU,2026/Jun,6388947.78
352550,JOANOPOLIS,2025/Jul,3589.52
352550,JOANOPOLIS,2025/Ago,4379.34
352550,JOANOPOLIS,2025/Set,3969.41
352550,JOANOPOLIS,2025/Out,5074.2
352550,JOANOPOLIS,2025/Nov,10869.96
352550,JOANOPOLIS,2025/Dez,9547.39
352550,JOANOPOLIS,2026/Jan,11239.02
352550,JOANOPOLIS,2026/Fev,9058.58
352550,JOANOPOLIS,2026/Mar,9648.06
352550,JOANOPOLIS,2026/Abr,8561.07
352550,JOANOPOLIS,2026/Mai,8841.26
352570,JOSE BONIFACIO,2025/Jul,110795.79
352570,JOSE BONIFACIO,2025/Ago,115740.77
352570,JOSE BONIFACIO,2025/Set,119401.75
352570,JOSE BONIFACIO,2025/Out,117020.63
352570,JOSE BONIFACIO,2025/Nov,145519.15
352570,JOSE BONIFACIO,2025/Dez,105409.83
352570,JOSE BONIFACIO,2026/Jan,120477.04
352570,JOSE BONIFACIO,2026/Fev,173107.45
352570,JOSE BONIFACIO,2026/Mar,132667.68
352570,JOSE BONIFACIO,2026/Abr,150397.69
352570,JOSE BONIFACIO,2026/Mai,141189.88
352570,JOSE BONIFACIO,2026/Jun,148050.75
352590,JUNDIAI,2025/Jul,5134663.25
352590,JUNDIAI,2025/Ago,4897102.03
352590,JUNDIAI,2025/Set,5543521.29
352590,JUNDIAI,2025/Out,4999942.88
352590,JUNDIAI,2025/Nov,4637593.21
352590,JUNDIAI,2025/Dez,4460181.8
352590,JUNDIAI,2026/Jan,5895605.76
352590,JUNDIAI,2026/Fev,4761657.4
352590,JUNDIAI,2026/Mar,5434754.59
352590,JUNDIAI,2026/Abr,5148509.88
352590,JUNDIAI,2026/Mai,5368215.95
352590,JUNDIAI,2026/Jun,5211371.48
352600,JUNQUEIROPOLIS,2025/Jul,52267.95
352600,JUNQUEIROPOLIS,2025/Ago,47221.68
352600,JUNQUEIROPOLIS,2025/Set,59353.53
352600,JUNQUEIROPOLIS,2025/Out,52094.02
352600,JUNQUEIROPOLIS,2025/Nov,41181.02
352600,JUNQUEIROPOLIS,2025/Dez,49117.29
352600,JUNQUEIROPOLIS,2026/Jan,32987.29
352600,JUNQUEIROPOLIS,2026/Fev,47032.56
352600,JUNQUEIROPOLIS,2026/Mar,37326.63
352600,JUNQUEIROPOLIS,2026/Abr,38948.94
352600,JUNQUEIROPOLIS,2026/Mai,48319.44
352600,JUNQUEIROPOLIS,2026/Jun,37934.8
352640,LARANJAL PAULISTA,2025/Jul,71790.53
352640,LARANJAL PAULISTA,2025/Ago,61996.46
352640,LARANJAL PAULISTA,2025/Set,53178.23
352640,LARANJAL PAULISTA,2025/Out,65987.48
352640,LARANJAL PAULISTA,2025/Nov,67554.55
352640,LARANJAL PAULISTA,2025/Dez,72309.89
352640,LARANJAL PAULISTA,2026/Jan,63528.1
352640,LARANJAL PAULISTA,2026/Fev,62063.14
352640,LARANJAL PAULISTA,2026/Mar,71165.38
352640,LARANJAL PAULISTA,2026/Abr,70793.32
352640,LARANJAL PAULISTA,2026/Mai,67779.58
352640,LARANJAL PAULISTA,2026/Jun,68210.33
352670,LEME,2025/Jul,438368.38
352670,LEME,2025/Ago,538580.12
352670,LEME,2025/Set,477107.42
352670,LEME,2025/Out,462913.67
352670,LEME,2025/Nov,429954.55
352670,LEME,2025/Dez,432353.13
352670,LEME,2026/Jan,399839.63
352670,LEME,2026/Fev,374486.59
352670,LEME,2026/Mar,444873.72
352670,LEME,2026/Abr,512466.98
352670,LEME,2026/Mai,433099.5
352670,LEME,2026/Jun,466362.53
352680,LENCOIS PAULISTA,2025/Jul,298792.91
352680,LENCOIS PAULISTA,2025/Ago,340877.26
352680,LENCOIS PAULISTA,2025/Set,281952.4
352680,LENCOIS PAULISTA,2025/Out,278808.77
352680,LENCOIS PAULISTA,2025/Nov,291369.4
352680,LENCOIS PAULISTA,2025/Dez,338567.06
352680,LENCOIS PAULISTA,2026/Jan,317469.08
352680,LENCOIS PAULISTA,2026/Fev,266188.66
352680,LENCOIS PAULISTA,2026/Mar,286990.15
352680,LENCOIS PAULISTA,2026/Abr,259793.93
352680,LENCOIS PAULISTA,2026/Mai,290606.65
352680,LENCOIS PAULISTA,2026/Jun,414241.03
352690,LIMEIRA,2025/Jul,4482837.38
352690,LIMEIRA,2025/Ago,4341170.55
352690,LIMEIRA,2025/Set,3646975.3
352690,LIMEIRA,2025/Out,3944073.16
352690,LIMEIRA,2025/Nov,3747757.48
352690,LIMEIRA,2025/Dez,3723954.42
352690,LIMEIRA,2026/Jan,3664130.68
352690,LIMEIRA,2026/Fev,3184534.72
352690,LIMEIRA,2026/Mar,3805118.44
352690,LIMEIRA,2026/Abr,3659774.2
352690,LIMEIRA,2026/Mai,4233388.76
352690,LIMEIRA,2026/Jun,3660443.24
352710,LINS,2025/Jul,877151.57
352710,LINS,2025/Ago,853166.12
352710,LINS,2025/Set,831518.41
352710,LINS,2025/Out,911833.89
352710,LINS,2025/Nov,820858.24
352710,LINS,2025/Dez,824714.63
352710,LINS,2026/Jan,843011.4
352710,LINS,2026/Fev,850376.18
352710,LINS,2026/Mar,714712.51
352710,LINS,2026/Abr,874829.84
352710,LINS,2026/Mai,944939.79
352710,LINS,2026/Jun,876458.73
352720,LORENA,2025/Jul,632904.52
352720,LORENA,2025/Ago,692478.53
352720,LORENA,2025/Set,727545.97
352720,LORENA,2025/Out,645570.96
352720,LORENA,2025/Nov,612222.7
352720,LORENA,2025/Dez,667367.02
352720,LORENA,2026/Jan,615532.02
352720,LORENA,2026/Fev,533619.98
352720,LORENA,2026/Mar,706050.99
352720,LORENA,2026/Abr,726379.76
352720,LORENA,2026/Mai,699639.72
352720,LORENA,2026/Jun,619641.18
352730,LOUVEIRA,2025/Jul,156523.11
352730,LOUVEIRA,2025/Ago,134516.39
352730,LOUVEIRA,2025/Set,118091.9
352730,LOUVEIRA,2025/Out,131548.39
352730,LOUVEIRA,2025/Nov,116569.95
352730,LOUVEIRA,2025/Dez,166984.02
352730,LOUVEIRA,2026/Jan,128506.24
352730,LOUVEIRA,2026/Fev,110018.46
352730,LOUVEIRA,2026/Mar,150761.14
352730,LOUVEIRA,2026/Abr,151146.35
352730,LOUVEIRA,2026/Mai,140633.74
352730,LOUVEIRA,2026/Jun,129916.3
352740,LUCELIA,2025/Jul,19944.25
352740,LUCELIA,2025/Ago,27399.03
352740,LUCELIA,2025/Set,15861.7
352740,LUCELIA,2025/Out,15930.71
352740,LUCELIA,2025/Nov,23846.5
352740,LUCELIA,2025/Dez,13336.59
352740,LUCELIA,2026/Jan,24615.52
352740,LUCELIA,2026/Fev,15401.41
352740,LUCELIA,2026/Mar,17731.43
352740,LUCELIA,2026/Abr,11495.92
352740,LUCELIA,2026/Mai,20681.3
352740,LUCELIA,2026/Jun,20699.72
352800,MACATUBA,2025/Jul,24742.17
352800,MACATUBA,2025/Ago,25892.46
352800,MACATUBA,2025/Set,36952.33
352800,MACATUBA,2025/Out,32593.98
352800,MACATUBA,2025/Nov,17267.37
352800,MACATUBA,2025/Dez,24881.53
352800,MACATUBA,2026/Jan,14218.43
352800,MACATUBA,2026/Fev,21648.16
352800,MACATUBA,2026/Mar,22525.0
352800,MACATUBA,2026/Abr,30202.67
352800,MACATUBA,2026/Mai,28515.41
352800,MACATUBA,2026/Jun,27971.17
352810,MACAUBAL,2025/Jul,5839.49
352810,MACAUBAL,2025/Ago,3112.83
352810,MACAUBAL,2025/Set,1979.95
352810,MACAUBAL,2025/Out,3687.31
352810,MACAUBAL,2025/Nov,2240.76
352810,MACAUBAL,2025/Dez,1180.25
352810,MACAUBAL,2026/Jan,1225.63
352810,MACAUBAL,2026/Fev,1670.23
352810,MACAUBAL,2026/Mar,1213.8
352810,MACAUBAL,2026/Abr,1319.55
352810,MACAUBAL,2026/Mai,3239.73
352810,MACAUBAL,2026/Jun,4761.79
352850,MAIRIPORA,2025/Jul,72607.96
352850,MAIRIPORA,2025/Ago,88663.42
352850,MAIRIPORA,2025/Set,75133.38
352850,MAIRIPORA,2025/Out,81285.7
352850,MAIRIPORA,2025/Nov,82142.51
352850,MAIRIPORA,2025/Dez,83330.77
352850,MAIRIPORA,2026/Jan,65243.62
352850,MAIRIPORA,2026/Fev,61641.32
352850,MAIRIPORA,2026/Mar,74197.78
352850,MAIRIPORA,2026/Abr,89903.3
352850,MAIRIPORA,2026/Mai,87312.68
352850,MAIRIPORA,2026/Jun,87841.31
352880,MARACAI,2025/Jul,47965.98
352880,MARACAI,2025/Ago,36589.67
352880,MARACAI,2025/Set,51459.52
352880,MARACAI,2025/Out,47567.39
352880,MARACAI,2025/Nov,34252.61
352880,MARACAI,2025/Dez,32444.87
352880,MARACAI,2026/Jan,38287.84
352880,MARACAI,2026/Fev,46208.03
352880,MARACAI,2026/Mar,57223.86
352880,MARACAI,2026/Abr,47526.21
352880,MARACAI,2026/Mai,52970.97
352880,MARACAI,2026/Jun,49421.87
352900,MARILIA,2025/Jul,7053531.11
352900,MARILIA,2025/Ago,6841157.76
352900,MARILIA,2025/Set,7638678.95
352900,MARILIA,2025/Out,6942911.5
352900,MARILIA,2025/Nov,7109901.43
352900,MARILIA,2025/Dez,7061173.28
352900,MARILIA,2026/Jan,6716780.15
352900,MARILIA,2026/Fev,6046925.82
352900,MARILIA,2026/Mar,7039215.65
352900,MARILIA,2026/Abr,6317481.97
352900,MARILIA,2026/Mai,7573459.71
352900,MARILIA,2026/Jun,7710741.68
352920,MARTINOPOLIS,2025/Jul,144279.43
352920,MARTINOPOLIS,2025/Ago,105207.09
352920,MARTINOPOLIS,2025/Set,107424.79
352920,MARTINOPOLIS,2025/Out,103454.89
352920,MARTINOPOLIS,2025/Nov,107858.39
352920,MARTINOPOLIS,2025/Dez,127084.72
352920,MARTINOPOLIS,2026/Jan,78656.14
352920,MARTINOPOLIS,2026/Fev,89698.12
352920,MARTINOPOLIS,2026/Mar,93697.54
352920,MARTINOPOLIS,2026/Abr,104982.12
352920,MARTINOPOLIS,2026/Mai,100339.79
352920,MARTINOPOLIS,2026/Jun,127087.88
352930,MATAO,2025/Jul,1447453.81
352930,MATAO,2025/Ago,1841735.4
352930,MATAO,2025/Set,1765825.63
352930,MATAO,2025/Out,1949756.84
352930,MATAO,2025/Nov,1793898.27
352930,MATAO,2025/Dez,1390112.0
352930,MATAO,2026/Jan,1608625.43
352930,MATAO,2026/Fev,1731641.56
352930,MATAO,2026/Mar,1915204.24
352930,MATAO,2026/Abr,2100998.86
352930,MATAO,2026/Mai,1791993.44
352930,MATAO,2026/Jun,1859695.27
352940,MAUA,2025/Jul,1354070.64
352940,MAUA,2025/Ago,1309404.67
352940,MAUA,2025/Set,1432010.04
352940,MAUA,2025/Out,1270602.36
352940,MAUA,2025/Nov,1071635.65
352940,MAUA,2025/Dez,1307720.14
352940,MAUA,2026/Jan,1321023.9
352940,MAUA,2026/Fev,1297650.86
352940,MAUA,2026/Mar,1303924.6
352940,MAUA,2026/Abr,1417261.78
352940,MAUA,2026/Mai,1334657.62
352940,MAUA,2026/Jun,1387772.76
352970,MIGUELOPOLIS,2025/Jul,74552.62
352970,MIGUELOPOLIS,2025/Ago,60926.6
352970,MIGUELOPOLIS,2025/Set,45575.94
352970,MIGUELOPOLIS,2025/Out,41119.0
352970,MIGUELOPOLIS,2025/Nov,29528.6
352970,MIGUELOPOLIS,2025/Dez,43359.2
352970,MIGUELOPOLIS,2026/Jan,26393.82
352970,MIGUELOPOLIS,2026/Fev,24921.15
352970,MIGUELOPOLIS,2026/Mar,40402.41
352970,MIGUELOPOLIS,2026/Abr,48114.86
352970,MIGUELOPOLIS,2026/Mai,70034.37
352970,MIGUELOPOLIS,2026/Jun,46659.38
353010,MIRANDOPOLIS,2025/Jul,186243.39
353010,MIRANDOPOLIS,2025/Ago,405796.41
353010,MIRANDOPOLIS,2025/Set,283142.79
353010,MIRANDOPOLIS,2025/Out,335614.82
353010,MIRANDOPOLIS,2025/Nov,183245.02
353010,MIRANDOPOLIS,2025/Dez,344008.71
353010,MIRANDOPOLIS,2026/Jan,279145.11
353010,MIRANDOPOLIS,2026/Fev,307078.22
353010,MIRANDOPOLIS,2026/Mar,294651.37
353010,MIRANDOPOLIS,2026/Abr,315898.94
353010,MIRANDOPOLIS,2026/Mai,325475.13
353010,MIRANDOPOLIS,2026/Jun,253036.9
353030,MIRASSOL,2025/Jul,92004.35
353030,MIRASSOL,2025/Ago,95620.08
353030,MIRASSOL,2025/Set,92024.53
353030,MIRASSOL,2025/Out,31206.88
353050,MOCOCA,2025/Jul,514302.68
353050,MOCOCA,2025/Ago,523463.54
353050,MOCOCA,2025/Set,500626.45
353050,MOCOCA,2025/Out,404082.29
353050,MOCOCA,2025/Nov,396862.68
353050,MOCOCA,2025/Dez,447056.57
353050,MOCOCA,2026/Jan,383592.59
353050,MOCOCA,2026/Fev,453715.74
353050,MOCOCA,2026/Mar,453898.74
353050,MOCOCA,2026/Abr,283790.73
353050,MOCOCA,2026/Mai,547573.53
353050,MOCOCA,2026/Jun,585388.02
353060,MOGI DAS CRUZES,2025/Jul,5974793.12
353060,MOGI DAS CRUZES,2025/Ago,5711458.74
353060,MOGI DAS CRUZES,2025/Set,5457197.19
353060,MOGI DAS CRUZES,2025/Out,4811871.6
353060,MOGI DAS CRUZES,2025/Nov,5063032.82
353060,MOGI DAS CRUZES,2025/Dez,5014176.92
353060,MOGI DAS CRUZES,2026/Jan,6247162.1
353060,MOGI DAS CRUZES,2026/Fev,3893167.32
353060,MOGI DAS CRUZES,2026/Mar,5179707.74
353060,MOGI DAS CRUZES,2026/Abr,5754380.47
353060,MOGI DAS CRUZES,2026/Mai,5001124.48
353060,MOGI DAS CRUZES,2026/Jun,5571113.9
353070,MOGI GUACU,2025/Jul,1602183.19
353070,MOGI GUACU,2025/Ago,1384934.08
353070,MOGI GUACU,2025/Set,1757398.95
353070,MOGI GUACU,2025/Out,1505078.69
353070,MOGI GUACU,2025/Nov,1426843.52
353070,MOGI GUACU,2025/Dez,1373824.44
353070,MOGI GUACU,2026/Jan,1308512.37
353070,MOGI GUACU,2026/Fev,1435825.12
353070,MOGI GUACU,2026/Mar,1713134.46
353070,MOGI GUACU,2026/Abr,1718820.28
353070,MOGI GUACU,2026/Mai,1854157.27
353070,MOGI GUACU,2026/Jun,1730032.23
353080,MOGI MIRIM,2025/Jul,1023502.78
353080,MOGI MIRIM,2025/Ago,891477.09
353080,MOGI MIRIM,2025/Set,957244.4
353080,MOGI MIRIM,2025/Out,860594.22
353080,MOGI MIRIM,2025/Nov,1019494.54
353080,MOGI MIRIM,2025/Dez,1043070.07
353080,MOGI MIRIM,2026/Jan,899356.09
353080,MOGI MIRIM,2026/Fev,805311.12
353080,MOGI MIRIM,2026/Mar,1028572.48
353080,MOGI MIRIM,2026/Abr,1013750.96
353080,MOGI MIRIM,2026/Mai,971734.58
353080,MOGI MIRIM,2026/Jun,1195052.19
353110,MONGAGUA,2025/Jul,24256.35
353110,MONGAGUA,2025/Ago,21376.21
353110,MONGAGUA,2025/Set,19497.83
353110,MONGAGUA,2025/Out,19248.86
353110,MONGAGUA,2025/Nov,18258.21
353110,MONGAGUA,2025/Dez,18761.03
353110,MONGAGUA,2026/Jan,16731.66
353110,MONGAGUA,2026/Fev,13101.14
353110,MONGAGUA,2026/Mar,14532.6
353110,MONGAGUA,2026/Abr,16613.69
353110,MONGAGUA,2026/Mai,30665.87
353110,MONGAGUA,2026/Jun,21613.05
353130,MONTE ALTO,2025/Jul,415631.82
353130,MONTE ALTO,2025/Ago,376253.46
353130,MONTE ALTO,2025/Set,500561.9
353130,MONTE ALTO,2025/Out,460709.46
353130,MONTE ALTO,2025/Nov,317920.44
353130,MONTE ALTO,2025/Dez,340545.36
353130,MONTE ALTO,2026/Jan,338890.81
353130,MONTE ALTO,2026/Fev,352426.88
353130,MONTE ALTO,2026/Mar,402627.67
353130,MONTE ALTO,2026/Abr,394972.97
353130,MONTE ALTO,2026/Mai,386704.81
353130,MONTE ALTO,2026/Jun,352301.82
353140,MONTE APRAZIVEL,2025/Jul,113096.57
353140,MONTE APRAZIVEL,2025/Ago,139708.7
353140,MONTE APRAZIVEL,2025/Set,167411.14
353140,MONTE APRAZIVEL,2025/Out,154719.4
353140,MONTE APRAZIVEL,2025/Nov,154556.37
353140,MONTE APRAZIVEL,2025/Dez,133757.02
353140,MONTE APRAZIVEL,2026/Jan,149600.73
353140,MONTE APRAZIVEL,2026/Fev,143587.55
353140,MONTE APRAZIVEL,2026/Mar,166724.94
353140,MONTE APRAZIVEL,2026/Abr,109616.95
353140,MONTE APRAZIVEL,2026/Mai,137552.9
353140,MONTE APRAZIVEL,2026/Jun,90162.39
353150,MONTE AZUL PAULISTA,2025/Jul,219318.81
353150,MONTE AZUL PAULISTA,2025/Ago,188788.4
353150,MONTE AZUL PAULISTA,2025/Set,286786.7
353150,MONTE AZUL PAULISTA,2025/Out,236136.46
353150,MONTE AZUL PAULISTA,2025/Nov,221795.33
353150,MONTE AZUL PAULISTA,2025/Dez,235624.94
353150,MONTE AZUL PAULISTA,2026/Jan,289126.31
353150,MONTE AZUL PAULISTA,2026/Fev,157708.75
353150,MONTE AZUL PAULISTA,2026/Mar,298690.91
353150,MONTE AZUL PAULISTA,2026/Abr,154128.88
353150,MONTE AZUL PAULISTA,2026/Mai,435012.75
353150,MONTE AZUL PAULISTA,2026/Jun,260741.73
353180,MONTE MOR,2025/Jul,55784.1
353180,MONTE MOR,2025/Ago,51988.79
353180,MONTE MOR,2025/Set,40509.52
353180,MONTE MOR,2025/Out,40579.0
353180,MONTE MOR,2025/Nov,47811.2
353180,MONTE MOR,2025/Dez,38931.47
353180,MONTE MOR,2026/Jan,38966.11
353180,MONTE MOR,2026/Fev,37033.05
353180,MONTE MOR,2026/Mar,37748.52
353180,MONTE MOR,2026/Abr,44737.96
353180,MONTE MOR,2026/Mai,41490.25
353180,MONTE MOR,2026/Jun,42746.78
353190,MORRO AGUDO,2025/Jul,132769.28
353190,MORRO AGUDO,2025/Ago,208615.42
353190,MORRO AGUDO,2025/Set,123553.53
353190,MORRO AGUDO,2025/Out,187597.99
353190,MORRO AGUDO,2025/Nov,123320.66
353190,MORRO AGUDO,2025/Dez,148703.46
353190,MORRO AGUDO,2026/Jan,176834.05
353190,MORRO AGUDO,2026/Fev,215916.55
353190,MORRO AGUDO,2026/Mar,270798.93
353190,MORRO AGUDO,2026/Abr,146641.47
353190,MORRO AGUDO,2026/Mai,148506.83
353190,MORRO AGUDO,2026/Jun,261232.45
353200,MORUNGABA,2025/Jul,14298.87
353200,MORUNGABA,2025/Ago,6116.6
353200,MORUNGABA,2025/Set,9943.76
353200,MORUNGABA,2025/Out,7723.04
353200,MORUNGABA,2025/Nov,11468.6
353200,MORUNGABA,2025/Dez,7176.43
353200,MORUNGABA,2026/Jan,7218.09
353200,MORUNGABA,2026/Fev,3138.75
353200,MORUNGABA,2026/Mar,7084.98
353200,MORUNGABA,2026/Abr,6175.41
353200,MORUNGABA,2026/Mai,6885.27
353200,MORUNGABA,2026/Jun,13369.95
353240,NAZARE PAULISTA,2025/Jul,16580.36
353240,NAZARE PAULISTA,2025/Ago,19001.42
353240,NAZARE PAULISTA,2025/Set,15812.64
353240,NAZARE PAULISTA,2025/Out,13618.88
353240,NAZARE PAULISTA,2025/Nov,8472.48
353240,NAZARE PAULISTA,2025/Dez,10599.58
353240,NAZARE PAULISTA,2026/Jan,11123.16
353240,NAZARE PAULISTA,2026/Fev,13774.13
353240,NAZARE PAULISTA,2026/Mar,13002.23
353250,NEVES PAULISTA,2025/Jul,2340.92
353250,NEVES PAULISTA,2025/Ago,1982.46
353250,NEVES PAULISTA,2025/Set,1909.53
353250,NEVES PAULISTA,2025/Out,3394.97
353250,NEVES PAULISTA,2025/Nov,2077.91
353250,NEVES PAULISTA,2025/Dez,1632.81
353250,NEVES PAULISTA,2026/Jan,1252.84
353250,NEVES PAULISTA,2026/Fev,1750.42
353250,NEVES PAULISTA,2026/Mar,3045.37
353250,NEVES PAULISTA,2026/Abr,407.44
353250,NEVES PAULISTA,2026/Mai,359.91
353250,NEVES PAULISTA,2026/Jun,889.91
353260,NHANDEARA,2025/Jul,176006.81
353260,NHANDEARA,2025/Ago,192228.54
353260,NHANDEARA,2025/Set,185296.72
353260,NHANDEARA,2025/Out,203451.38
353260,NHANDEARA,2025/Nov,203090.15
353260,NHANDEARA,2025/Dez,250998.67
353260,NHANDEARA,2026/Jan,209959.66
353260,NHANDEARA,2026/Fev,202966.25
353260,NHANDEARA,2026/Mar,185979.39
353260,NHANDEARA,2026/Abr,194152.01
353260,NHANDEARA,2026/Mai,406054.52
353260,NHANDEARA,2026/Jun,253968.71
353290,NOVA EUROPA,2025/Jul,4360.49
353290,NOVA EUROPA,2025/Ago,14341.89
353290,NOVA EUROPA,2025/Set,22061.88
353290,NOVA EUROPA,2025/Out,8141.72
353290,NOVA EUROPA,2025/Nov,11653.84
353290,NOVA EUROPA,2025/Dez,19718.69
353290,NOVA EUROPA,2026/Jan,12974.99
353290,NOVA EUROPA,2026/Fev,12381.39
353290,NOVA EUROPA,2026/Mar,15736.41
353290,NOVA EUROPA,2026/Abr,17585.61
353290,NOVA EUROPA,2026/Mai,16002.18
353290,NOVA EUROPA,2026/Jun,13030.52
353300,NOVA GRANADA,2025/Jul,67980.83
353300,NOVA GRANADA,2025/Ago,70275.4
353300,NOVA GRANADA,2025/Set,67058.21
353300,NOVA GRANADA,2025/Out,67175.11
353300,NOVA GRANADA,2025/Nov,67945.26
353300,NOVA GRANADA,2025/Dez,58256.55
353300,NOVA GRANADA,2026/Jan,56210.14
353300,NOVA GRANADA,2026/Fev,39896.93
353300,NOVA GRANADA,2026/Mar,50924.96
353300,NOVA GRANADA,2026/Abr,74355.49
353300,NOVA GRANADA,2026/Mai,64502.57
353300,NOVA GRANADA,2026/Jun,73823.58
353340,NOVA ODESSA,2025/Jul,59520.21
353340,NOVA ODESSA,2025/Ago,96598.84
353340,NOVA ODESSA,2025/Set,68299.47
353340,NOVA ODESSA,2025/Out,65820.42
353340,NOVA ODESSA,2025/Nov,78275.27
353340,NOVA ODESSA,2025/Dez,70374.02
353340,NOVA ODESSA,2026/Jan,64217.63
353340,NOVA ODESSA,2026/Fev,63315.56
353340,NOVA ODESSA,2026/Mar,68231.33
353340,NOVA ODESSA,2026/Abr,77918.68
353340,NOVA ODESSA,2026/Mai,85473.93
353340,NOVA ODESSA,2026/Jun,68768.99
353350,NOVO HORIZONTE,2025/Jul,275257.24
353350,NOVO HORIZONTE,2025/Ago,313162.09
353350,NOVO HORIZONTE,2025/Set,378939.79
353350,NOVO HORIZONTE,2025/Out,261515.44
353350,NOVO HORIZONTE,2025/Nov,254678.12
353350,NOVO HORIZONTE,2025/Dez,240808.43
353350,NOVO HORIZONTE,2026/Jan,278260.38
353350,NOVO HORIZONTE,2026/Fev,245782.64
353350,NOVO HORIZONTE,2026/Mar,273751.01
353350,NOVO HORIZONTE,2026/Abr,256591.68
353350,NOVO HORIZONTE,2026/Mai,292783.65
353350,NOVO HORIZONTE,2026/Jun,296791.93
353390,OLIMPIA,2025/Jul,375042.98
353390,OLIMPIA,2025/Ago,333582.75
353390,OLIMPIA,2025/Set,339257.22
353390,OLIMPIA,2025/Out,281504.23
353390,OLIMPIA,2025/Nov,307378.42
353390,OLIMPIA,2025/Dez,343016.39
353390,OLIMPIA,2026/Jan,286347.71
353390,OLIMPIA,2026/Fev,268642.17
353390,OLIMPIA,2026/Mar,325285.26
353390,OLIMPIA,2026/Abr,360231.81
353390,OLIMPIA,2026/Mai,308931.88
353390,OLIMPIA,2026/Jun,347107.15
353430,ORLANDIA,2025/Jul,94246.58
353430,ORLANDIA,2025/Ago,61778.03
353430,ORLANDIA,2025/Set,128656.18
353430,ORLANDIA,2025/Out,130455.64
353430,ORLANDIA,2025/Nov,106632.32
353430,ORLANDIA,2025/Dez,137971.27
353430,ORLANDIA,2026/Jan,115966.78
353430,ORLANDIA,2026/Fev,134860.38
353430,ORLANDIA,2026/Mar,79464.31
353430,ORLANDIA,2026/Abr,174426.3
353430,ORLANDIA,2026/Mai,106549.55
353430,ORLANDIA,2026/Jun,110332.44
353440,OSASCO,2025/Jul,3395205.12
353440,OSASCO,2025/Ago,3397761.3
353440,OSASCO,2025/Set,3125068.16
353440,OSASCO,2025/Out,3231174.49
353440,OSASCO,2025/Nov,3047183.71
353440,OSASCO,2025/Dez,2960476.46
353440,OSASCO,2026/Jan,3657777.94
353440,OSASCO,2026/Fev,3261741.1
353440,OSASCO,2026/Mar,2417489.13
353440,OSASCO,2026/Abr,3884103.91
353440,OSASCO,2026/Mai,3225199.38
353440,OSASCO,2026/Jun,3718402.56
353460,OSVALDO CRUZ,2025/Jul,149016.07
353460,OSVALDO CRUZ,2025/Ago,112235.54
353460,OSVALDO CRUZ,2025/Set,123817.35
353460,OSVALDO CRUZ,2025/Out,120737.29
353460,OSVALDO CRUZ,2025/Nov,102161.03
353460,OSVALDO CRUZ,2025/Dez,108145.32
353460,OSVALDO CRUZ,2026/Jan,122999.13
353460,OSVALDO CRUZ,2026/Fev,115503.87
353460,OSVALDO CRUZ,2026/Mar,152524.29
353460,OSVALDO CRUZ,2026/Abr,141025.55
353460,OSVALDO CRUZ,2026/Mai,141101.39
353460,OSVALDO CRUZ,2026/Jun,144123.5
353470,OURINHOS,2025/Jul,1621422.53
353470,OURINHOS,2025/Ago,1716559.79
353470,OURINHOS,2025/Set,1691821.15
353470,OURINHOS,2025/Out,1756760.96
353470,OURINHOS,2025/Nov,1946558.87
353470,OURINHOS,2025/Dez,1750050.41
353470,OURINHOS,2026/Jan,1686764.98
353470,OURINHOS,2026/Fev,1474609.54
353470,OURINHOS,2026/Mar,1592585.47
353470,OURINHOS,2026/Abr,1669534.45
353470,OURINHOS,2026/Mai,1843538.66
353470,OURINHOS,2026/Jun,1924450.06
353475,OUROESTE,2025/Jul,23607.21
353475,OUROESTE,2025/Ago,39066.26
353475,OUROESTE,2025/Set,25924.63
353475,OUROESTE,2025/Out,26402.3
353475,OUROESTE,2025/Nov,26331.97
353475,OUROESTE,2025/Dez,18745.21
