codigo,municipio,capitulo_cid10,internacoes
354425,ROSANA,Cap 18,45.0
354425,ROSANA,Cap 19,333.0
354425,ROSANA,Cap 21,119.0
354490,SALES OLIVEIRA,Cap 01,6.0
354490,SALES OLIVEIRA,Cap 02,14.0
354490,SALES OLIVEIRA,Cap 03,1.0
354490,SALES OLIVEIRA,Cap 04,19.0
354490,SALES OLIVEIRA,Cap 05,19.0
354490,SALES OLIVEIRA,Cap 06,2.0
354490,SALES OLIVEIRA,Cap 09,26.0
354490,SALES OLIVEIRA,Cap 10,33.0
354490,SALES OLIVEIRA,Cap 11,7.0
354490,SALES OLIVEIRA,Cap 12,2.0
354490,SALES OLIVEIRA,Cap 13,1.0
354490,SALES OLIVEIRA,Cap 14,17.0
354490,SALES OLIVEIRA,Cap 15,70.0
354490,SALES OLIVEIRA,Cap 16,6.0
354490,SALES OLIVEIRA,Cap 18,4.0
354490,SALES OLIVEIRA,Cap 19,1.0
354490,SALES OLIVEIRA,Cap 21,4.0
354500,SALESOPOLIS,Cap 01,23.0
354500,SALESOPOLIS,Cap 02,10.0
354500,SALESOPOLIS,Cap 03,14.0
354500,SALESOPOLIS,Cap 04,32.0
354500,SALESOPOLIS,Cap 05,1.0
354500,SALESOPOLIS,Cap 06,8.0
354500,SALESOPOLIS,Cap 08,2.0
354500,SALESOPOLIS,Cap 09,58.0
354500,SALESOPOLIS,Cap 10,102.0
354500,SALESOPOLIS,Cap 11,29.0
354500,SALESOPOLIS,Cap 12,9.0
354500,SALESOPOLIS,Cap 13,4.0
354500,SALESOPOLIS,Cap 14,46.0
354500,SALESOPOLIS,Cap 15,1.0
354500,SALESOPOLIS,Cap 18,37.0
354500,SALESOPOLIS,Cap 19,62.0
354520,SALTO,Cap 01,46.0
354520,SALTO,Cap 02,229.0
354520,SALTO,Cap 03,21.0
354520,SALTO,Cap 04,214.0
354520,SALTO,Cap 05,128.0
354520,SALTO,Cap 06,100.0
354520,SALTO,Cap 07,3.0
354520,SALTO,Cap 08,17.0
354520,SALTO,Cap 09,829.0
354520,SALTO,Cap 10,578.0
354520,SALTO,Cap 11,1262.0
354520,SALTO,Cap 12,297.0
354520,SALTO,Cap 13,148.0
354520,SALTO,Cap 14,810.0
354520,SALTO,Cap 15,892.0
354520,SALTO,Cap 16,76.0
354520,SALTO,Cap 17,13.0
354520,SALTO,Cap 18,355.0
354520,SALTO,Cap 19,525.0
354520,SALTO,Cap 21,513.0
354530,SALTO DE PIRAPORA,Cap 01,48.0
354530,SALTO DE PIRAPORA,Cap 02,131.0
354530,SALTO DE PIRAPORA,Cap 03,13.0
354530,SALTO DE PIRAPORA,Cap 04,34.0
354530,SALTO DE PIRAPORA,Cap 05,64.0
354530,SALTO DE PIRAPORA,Cap 06,8.0
354530,SALTO DE PIRAPORA,Cap 07,1.0
354530,SALTO DE PIRAPORA,Cap 08,4.0
354530,SALTO DE PIRAPORA,Cap 09,422.0
354530,SALTO DE PIRAPORA,Cap 10,272.0
354530,SALTO DE PIRAPORA,Cap 11,456.0
354530,SALTO DE PIRAPORA,Cap 12,78.0
354530,SALTO DE PIRAPORA,Cap 13,11.0
354530,SALTO DE PIRAPORA,Cap 14,262.0
354530,SALTO DE PIRAPORA,Cap 15,259.0
354530,SALTO DE PIRAPORA,Cap 16,11.0
354530,SALTO DE PIRAPORA,Cap 18,13.0
354530,SALTO DE PIRAPORA,Cap 19,186.0
354530,SALTO DE PIRAPORA,Cap 21,490.0
354540,SALTO GRANDE,Cap 01,41.0
354540,SALTO GRANDE,Cap 02,6.0
354540,SALTO GRANDE,Cap 03,9.0
354540,SALTO GRANDE,Cap 04,39.0
354540,SALTO GRANDE,Cap 05,35.0
354540,SALTO GRANDE,Cap 06,15.0
354540,SALTO GRANDE,Cap 08,3.0
354540,SALTO GRANDE,Cap 09,59.0
354540,SALTO GRANDE,Cap 10,186.0
354540,SALTO GRANDE,Cap 11,62.0
354540,SALTO GRANDE,Cap 12,22.0
354540,SALTO GRANDE,Cap 13,14.0
354540,SALTO GRANDE,Cap 14,75.0
354540,SALTO GRANDE,Cap 15,40.0
354540,SALTO GRANDE,Cap 16,1.0
354540,SALTO GRANDE,Cap 18,55.0
354540,SALTO GRANDE,Cap 19,82.0
354540,SALTO GRANDE,Cap 21,18.0
354560,SANTA ADELIA,Cap 01,28.0
354560,SANTA ADELIA,Cap 02,107.0
354560,SANTA ADELIA,Cap 03,8.0
354560,SANTA ADELIA,Cap 04,7.0
354560,SANTA ADELIA,Cap 05,13.0
354560,SANTA ADELIA,Cap 06,25.0
354560,SANTA ADELIA,Cap 09,294.0
354560,SANTA ADELIA,Cap 10,169.0
354560,SANTA ADELIA,Cap 11,238.0
354560,SANTA ADELIA,Cap 12,19.0
354560,SANTA ADELIA,Cap 13,34.0
354560,SANTA ADELIA,Cap 14,142.0
354560,SANTA ADELIA,Cap 16,9.0
354560,SANTA ADELIA,Cap 17,1.0
354560,SANTA ADELIA,Cap 18,2.0
354580,SANTA BARBARA D'OESTE,Cap 01,195.0
354580,SANTA BARBARA D'OESTE,Cap 02,805.0
354580,SANTA BARBARA D'OESTE,Cap 03,141.0
354580,SANTA BARBARA D'OESTE,Cap 04,54.0
354580,SANTA BARBARA D'OESTE,Cap 06,315.0
354580,SANTA BARBARA D'OESTE,Cap 07,689.0
354580,SANTA BARBARA D'OESTE,Cap 08,7.0
354580,SANTA BARBARA D'OESTE,Cap 09,477.0
354580,SANTA BARBARA D'OESTE,Cap 10,1194.0
354580,SANTA BARBARA D'OESTE,Cap 11,1226.0
354580,SANTA BARBARA D'OESTE,Cap 12,165.0
354580,SANTA BARBARA D'OESTE,Cap 13,214.0
354580,SANTA BARBARA D'OESTE,Cap 14,624.0
354580,SANTA BARBARA D'OESTE,Cap 15,1223.0
354580,SANTA BARBARA D'OESTE,Cap 16,108.0
354580,SANTA BARBARA D'OESTE,Cap 17,20.0
354580,SANTA BARBARA D'OESTE,Cap 18,154.0
354580,SANTA BARBARA D'OESTE,Cap 19,518.0
354580,SANTA BARBARA D'OESTE,Cap 21,904.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 01,47.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 02,14.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 03,44.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 04,43.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 05,1.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 06,13.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 09,84.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 10,274.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 11,177.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 12,14.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 13,20.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 14,98.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 15,192.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 16,11.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 17,3.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 18,34.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 19,159.0
354630,SANTA CRUZ DAS PALMEIRAS,Cap 21,11.0
354640,SANTA CRUZ DO RIO PARDO,Cap 01,215.0
354640,SANTA CRUZ DO RIO PARDO,Cap 02,124.0
354640,SANTA CRUZ DO RIO PARDO,Cap 03,55.0
354640,SANTA CRUZ DO RIO PARDO,Cap 04,63.0
354640,SANTA CRUZ DO RIO PARDO,Cap 05,4.0
354640,SANTA CRUZ DO RIO PARDO,Cap 06,117.0
354640,SANTA CRUZ DO RIO PARDO,Cap 08,10.0
354640,SANTA CRUZ DO RIO PARDO,Cap 09,407.0
354640,SANTA CRUZ DO RIO PARDO,Cap 10,511.0
354640,SANTA CRUZ DO RIO PARDO,Cap 11,461.0
354640,SANTA CRUZ DO RIO PARDO,Cap 12,74.0
354640,SANTA CRUZ DO RIO PARDO,Cap 13,155.0
354640,SANTA CRUZ DO RIO PARDO,Cap 14,412.0
354640,SANTA CRUZ DO RIO PARDO,Cap 15,679.0
354640,SANTA CRUZ DO RIO PARDO,Cap 16,192.0
354640,SANTA CRUZ DO RIO PARDO,Cap 17,13.0
354640,SANTA CRUZ DO RIO PARDO,Cap 18,62.0
354640,SANTA CRUZ DO RIO PARDO,Cap 19,437.0
354640,SANTA CRUZ DO RIO PARDO,Cap 21,156.0
354660,SANTA FE DO SUL,Cap 01,104.0
354660,SANTA FE DO SUL,Cap 02,46.0
354660,SANTA FE DO SUL,Cap 03,84.0
354660,SANTA FE DO SUL,Cap 04,68.0
354660,SANTA FE DO SUL,Cap 05,18.0
354660,SANTA FE DO SUL,Cap 06,91.0
354660,SANTA FE DO SUL,Cap 07,1.0
354660,SANTA FE DO SUL,Cap 08,6.0
354660,SANTA FE DO SUL,Cap 09,450.0
354660,SANTA FE DO SUL,Cap 10,267.0
354660,SANTA FE DO SUL,Cap 11,786.0
354660,SANTA FE DO SUL,Cap 12,96.0
354660,SANTA FE DO SUL,Cap 13,52.0
354660,SANTA FE DO SUL,Cap 14,480.0
354660,SANTA FE DO SUL,Cap 15,528.0
354660,SANTA FE DO SUL,Cap 16,27.0
354660,SANTA FE DO SUL,Cap 17,3.0
354660,SANTA FE DO SUL,Cap 18,97.0
354660,SANTA FE DO SUL,Cap 19,293.0
354660,SANTA FE DO SUL,Cap 21,55.0
354680,SANTA ISABEL,Cap 01,68.0
354680,SANTA ISABEL,Cap 02,66.0
354680,SANTA ISABEL,Cap 03,39.0
354680,SANTA ISABEL,Cap 04,36.0
354680,SANTA ISABEL,Cap 06,39.0
354680,SANTA ISABEL,Cap 08,4.0
354680,SANTA ISABEL,Cap 09,151.0
354680,SANTA ISABEL,Cap 10,247.0
354680,SANTA ISABEL,Cap 11,329.0
354680,SANTA ISABEL,Cap 12,64.0
354680,SANTA ISABEL,Cap 13,3.0
354680,SANTA ISABEL,Cap 14,184.0
354680,SANTA ISABEL,Cap 15,463.0
354680,SANTA ISABEL,Cap 16,63.0
354680,SANTA ISABEL,Cap 18,11.0
354680,SANTA ISABEL,Cap 19,42.0
354680,SANTA ISABEL,Cap 21,250.0
354730,SANTANA DE PARNAIBA,Cap 01,152.0
354730,SANTANA DE PARNAIBA,Cap 02,72.0
354730,SANTANA DE PARNAIBA,Cap 03,57.0
354730,SANTANA DE PARNAIBA,Cap 04,83.0
354730,SANTANA DE PARNAIBA,Cap 05,32.0
354730,SANTANA DE PARNAIBA,Cap 06,107.0
354730,SANTANA DE PARNAIBA,Cap 07,8.0
354730,SANTANA DE PARNAIBA,Cap 08,10.0
354730,SANTANA DE PARNAIBA,Cap 09,444.0
354730,SANTANA DE PARNAIBA,Cap 10,758.0
354730,SANTANA DE PARNAIBA,Cap 11,252.0
354730,SANTANA DE PARNAIBA,Cap 12,141.0
354730,SANTANA DE PARNAIBA,Cap 13,71.0
354730,SANTANA DE PARNAIBA,Cap 14,321.0
354730,SANTANA DE PARNAIBA,Cap 15,975.0
354730,SANTANA DE PARNAIBA,Cap 16,71.0
354730,SANTANA DE PARNAIBA,Cap 17,3.0
354730,SANTANA DE PARNAIBA,Cap 18,168.0
354730,SANTANA DE PARNAIBA,Cap 19,254.0
354730,SANTANA DE PARNAIBA,Cap 21,2.0
354750,SANTA RITA DO PASSA QUATRO,Cap 01,25.0
354750,SANTA RITA DO PASSA QUATRO,Cap 02,84.0
354750,SANTA RITA DO PASSA QUATRO,Cap 03,19.0
354750,SANTA RITA DO PASSA QUATRO,Cap 04,14.0
354750,SANTA RITA DO PASSA QUATRO,Cap 05,664.0
354750,SANTA RITA DO PASSA QUATRO,Cap 06,45.0
354750,SANTA RITA DO PASSA QUATRO,Cap 07,3.0
354750,SANTA RITA DO PASSA QUATRO,Cap 09,76.0
354750,SANTA RITA DO PASSA QUATRO,Cap 10,167.0
354750,SANTA RITA DO PASSA QUATRO,Cap 11,106.0
354750,SANTA RITA DO PASSA QUATRO,Cap 12,26.0
354750,SANTA RITA DO PASSA QUATRO,Cap 13,34.0
354750,SANTA RITA DO PASSA QUATRO,Cap 14,160.0
354750,SANTA RITA DO PASSA QUATRO,Cap 15,118.0
354750,SANTA RITA DO PASSA QUATRO,Cap 16,4.0
354750,SANTA RITA DO PASSA QUATRO,Cap 18,25.0
354750,SANTA RITA DO PASSA QUATRO,Cap 19,142.0
354750,SANTA RITA DO PASSA QUATRO,Cap 21,15.0
354760,SANTA ROSA DE VITERBO,Cap 01,43.0
354760,SANTA ROSA DE VITERBO,Cap 02,7.0
354760,SANTA ROSA DE VITERBO,Cap 03,14.0
354760,SANTA ROSA DE VITERBO,Cap 04,41.0
354760,SANTA ROSA DE VITERBO,Cap 05,97.0
354760,SANTA ROSA DE VITERBO,Cap 06,21.0
354760,SANTA ROSA DE VITERBO,Cap 07,4.0
354760,SANTA ROSA DE VITERBO,Cap 08,5.0
354760,SANTA ROSA DE VITERBO,Cap 09,78.0
354760,SANTA ROSA DE VITERBO,Cap 10,251.0
354760,SANTA ROSA DE VITERBO,Cap 11,121.0
354760,SANTA ROSA DE VITERBO,Cap 12,28.0
354760,SANTA ROSA DE VITERBO,Cap 13,23.0
354760,SANTA ROSA DE VITERBO,Cap 14,192.0
354760,SANTA ROSA DE VITERBO,Cap 15,18.0
354760,SANTA ROSA DE VITERBO,Cap 16,1.0
354760,SANTA ROSA DE VITERBO,Cap 18,32.0
354760,SANTA ROSA DE VITERBO,Cap 19,137.0
354760,SANTA ROSA DE VITERBO,Cap 21,1.0
354770,SANTO ANASTACIO,Cap 01,137.0
354770,SANTO ANASTACIO,Cap 02,42.0
354770,SANTO ANASTACIO,Cap 03,19.0
354770,SANTO ANASTACIO,Cap 04,73.0
354770,SANTO ANASTACIO,Cap 05,116.0
354770,SANTO ANASTACIO,Cap 06,45.0
354770,SANTO ANASTACIO,Cap 07,2.0
354770,SANTO ANASTACIO,Cap 08,23.0
354770,SANTO ANASTACIO,Cap 09,298.0
354770,SANTO ANASTACIO,Cap 10,304.0
354770,SANTO ANASTACIO,Cap 11,223.0
354770,SANTO ANASTACIO,Cap 12,67.0
354770,SANTO ANASTACIO,Cap 13,92.0
354770,SANTO ANASTACIO,Cap 14,359.0
354770,SANTO ANASTACIO,Cap 15,38.0
354770,SANTO ANASTACIO,Cap 18,46.0
354770,SANTO ANASTACIO,Cap 19,254.0
354770,SANTO ANASTACIO,Cap 21,1.0
354780,SANTO ANDRE,Cap 01,1541.0
354780,SANTO ANDRE,Cap 02,4731.0
354780,SANTO ANDRE,Cap 03,441.0
354780,SANTO ANDRE,Cap 04,880.0
354780,SANTO ANDRE,Cap 05,870.0
354780,SANTO ANDRE,Cap 06,782.0
354780,SANTO ANDRE,Cap 07,1924.0
354780,SANTO ANDRE,Cap 08,142.0
354780,SANTO ANDRE,Cap 09,5170.0
354780,SANTO ANDRE,Cap 10,3190.0
354780,SANTO ANDRE,Cap 11,5151.0
354780,SANTO ANDRE,Cap 12,1219.0
354780,SANTO ANDRE,Cap 13,1167.0
354780,SANTO ANDRE,Cap 14,3357.0
354780,SANTO ANDRE,Cap 15,4148.0
354780,SANTO ANDRE,Cap 16,572.0
354780,SANTO ANDRE,Cap 17,280.0
354780,SANTO ANDRE,Cap 18,1146.0
354780,SANTO ANDRE,Cap 19,5700.0
354780,SANTO ANDRE,Cap 21,1268.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 01,4.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 02,2.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 03,1.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 04,6.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 05,14.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 09,22.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 10,67.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 11,8.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 12,4.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 13,2.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 14,17.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 18,6.0
354790,SANTO ANTONIO DA ALEGRIA,Cap 19,8.0
354850,SANTOS,Cap 01,1292.0
354850,SANTOS,Cap 02,5029.0
354850,SANTOS,Cap 03,281.0
354850,SANTOS,Cap 04,862.0
354850,SANTOS,Cap 05,541.0
354850,SANTOS,Cap 06,430.0
354850,SANTOS,Cap 07,228.0
354850,SANTOS,Cap 08,46.0
354850,SANTOS,Cap 09,2990.0
354850,SANTOS,Cap 10,2094.0
354850,SANTOS,Cap 11,4881.0
354850,SANTOS,Cap 12,621.0
354850,SANTOS,Cap 13,578.0
354850,SANTOS,Cap 14,2965.0
354850,SANTOS,Cap 15,5649.0
354850,SANTOS,Cap 16,1244.0
354850,SANTOS,Cap 17,295.0
354850,SANTOS,Cap 18,379.0
354850,SANTOS,Cap 19,3060.0
354850,SANTOS,Cap 21,625.0
354860,SAO BENTO DO SAPUCAI,Cap 01,43.0
354860,SAO BENTO DO SAPUCAI,Cap 02,7.0
354860,SAO BENTO DO SAPUCAI,Cap 03,23.0
354860,SAO BENTO DO SAPUCAI,Cap 04,42.0
354860,SAO BENTO DO SAPUCAI,Cap 06,8.0
354860,SAO BENTO DO SAPUCAI,Cap 08,1.0
354860,SAO BENTO DO SAPUCAI,Cap 09,70.0
354860,SAO BENTO DO SAPUCAI,Cap 10,115.0
354860,SAO BENTO DO SAPUCAI,Cap 11,44.0
354860,SAO BENTO DO SAPUCAI,Cap 12,6.0
354860,SAO BENTO DO SAPUCAI,Cap 13,3.0
354860,SAO BENTO DO SAPUCAI,Cap 14,42.0
354860,SAO BENTO DO SAPUCAI,Cap 15,8.0
354860,SAO BENTO DO SAPUCAI,Cap 16,4.0
354860,SAO BENTO DO SAPUCAI,Cap 18,2.0
354860,SAO BENTO DO SAPUCAI,Cap 19,76.0
354870,SAO BERNARDO DO CAMPO,Cap 01,2369.0
354870,SAO BERNARDO DO CAMPO,Cap 02,3043.0
354870,SAO BERNARDO DO CAMPO,Cap 03,214.0
354870,SAO BERNARDO DO CAMPO,Cap 04,887.0
354870,SAO BERNARDO DO CAMPO,Cap 05,1161.0
354870,SAO BERNARDO DO CAMPO,Cap 06,814.0
354870,SAO BERNARDO DO CAMPO,Cap 07,129.0
354870,SAO BERNARDO DO CAMPO,Cap 08,61.0
354870,SAO BERNARDO DO CAMPO,Cap 09,4825.0
354870,SAO BERNARDO DO CAMPO,Cap 10,2843.0
354870,SAO BERNARDO DO CAMPO,Cap 11,5027.0
354870,SAO BERNARDO DO CAMPO,Cap 12,971.0
354870,SAO BERNARDO DO CAMPO,Cap 13,823.0
354870,SAO BERNARDO DO CAMPO,Cap 14,3376.0
354870,SAO BERNARDO DO CAMPO,Cap 15,5447.0
354870,SAO BERNARDO DO CAMPO,Cap 16,801.0
354870,SAO BERNARDO DO CAMPO,Cap 17,276.0
354870,SAO BERNARDO DO CAMPO,Cap 18,1075.0
354870,SAO BERNARDO DO CAMPO,Cap 19,5240.0
354870,SAO BERNARDO DO CAMPO,Cap 21,1780.0
354880,SAO CAETANO DO SUL,Cap 01,734.0
354880,SAO CAETANO DO SUL,Cap 02,815.0
354880,SAO CAETANO DO SUL,Cap 03,244.0
354880,SAO CAETANO DO SUL,Cap 04,422.0
354880,SAO CAETANO DO SUL,Cap 05,295.0
354880,SAO CAETANO DO SUL,Cap 06,292.0
354880,SAO CAETANO DO SUL,Cap 07,74.0
354880,SAO CAETANO DO SUL,Cap 08,41.0
354880,SAO CAETANO DO SUL,Cap 09,1812.0
354880,SAO CAETANO DO SUL,Cap 10,1672.0
354880,SAO CAETANO DO SUL,Cap 11,2380.0
354880,SAO CAETANO DO SUL,Cap 12,193.0
354880,SAO CAETANO DO SUL,Cap 13,160.0
354880,SAO CAETANO DO SUL,Cap 14,1668.0
354880,SAO CAETANO DO SUL,Cap 15,753.0
354880,SAO CAETANO DO SUL,Cap 16,132.0
354880,SAO CAETANO DO SUL,Cap 17,43.0
354880,SAO CAETANO DO SUL,Cap 18,403.0
354880,SAO CAETANO DO SUL,Cap 19,1120.0
354880,SAO CAETANO DO SUL,Cap 21,554.0
354890,SAO CARLOS,Cap 01,1211.0
354890,SAO CARLOS,Cap 02,2224.0
354890,SAO CARLOS,Cap 03,152.0
354890,SAO CARLOS,Cap 04,336.0
354890,SAO CARLOS,Cap 05,238.0
354890,SAO CARLOS,Cap 06,586.0
354890,SAO CARLOS,Cap 07,27.0
354890,SAO CARLOS,Cap 08,54.0
354890,SAO CARLOS,Cap 09,3151.0
354890,SAO CARLOS,Cap 10,2041.0
354890,SAO CARLOS,Cap 11,2303.0
354890,SAO CARLOS,Cap 12,356.0
354890,SAO CARLOS,Cap 13,529.0
354890,SAO CARLOS,Cap 14,1919.0
354890,SAO CARLOS,Cap 15,2141.0
354890,SAO CARLOS,Cap 16,273.0
354890,SAO CARLOS,Cap 17,147.0
354890,SAO CARLOS,Cap 18,841.0
354890,SAO CARLOS,Cap 19,2470.0
354890,SAO CARLOS,Cap 21,629.0
354910,SAO JOAO DA BOA VISTA,Cap 01,247.0
354910,SAO JOAO DA BOA VISTA,Cap 02,847.0
354910,SAO JOAO DA BOA VISTA,Cap 03,33.0
354910,SAO JOAO DA BOA VISTA,Cap 04,111.0
354910,SAO JOAO DA BOA VISTA,Cap 05,7.0
354910,SAO JOAO DA BOA VISTA,Cap 06,64.0
354910,SAO JOAO DA BOA VISTA,Cap 08,3.0
354910,SAO JOAO DA BOA VISTA,Cap 09,866.0
354910,SAO JOAO DA BOA VISTA,Cap 10,504.0
354910,SAO JOAO DA BOA VISTA,Cap 11,717.0
354910,SAO JOAO DA BOA VISTA,Cap 12,92.0
354910,SAO JOAO DA BOA VISTA,Cap 13,295.0
354910,SAO JOAO DA BOA VISTA,Cap 14,615.0
354910,SAO JOAO DA BOA VISTA,Cap 15,996.0
354910,SAO JOAO DA BOA VISTA,Cap 16,30.0
354910,SAO JOAO DA BOA VISTA,Cap 18,392.0
354910,SAO JOAO DA BOA VISTA,Cap 19,854.0
354910,SAO JOAO DA BOA VISTA,Cap 21,136.0
354940,SAO JOAQUIM DA BARRA,Cap 01,186.0
354940,SAO JOAQUIM DA BARRA,Cap 02,123.0
354940,SAO JOAQUIM DA BARRA,Cap 03,62.0
354940,SAO JOAQUIM DA BARRA,Cap 04,130.0
354940,SAO JOAQUIM DA BARRA,Cap 05,2.0
354940,SAO JOAQUIM DA BARRA,Cap 06,215.0
354940,SAO JOAQUIM DA BARRA,Cap 07,1.0
354940,SAO JOAQUIM DA BARRA,Cap 08,4.0
354940,SAO JOAQUIM DA BARRA,Cap 09,580.0
354940,SAO JOAQUIM DA BARRA,Cap 10,391.0
354940,SAO JOAQUIM DA BARRA,Cap 11,443.0
354940,SAO JOAQUIM DA BARRA,Cap 12,45.0
354940,SAO JOAQUIM DA BARRA,Cap 13,112.0
354940,SAO JOAQUIM DA BARRA,Cap 14,711.0
354940,SAO JOAQUIM DA BARRA,Cap 15,451.0
354940,SAO JOAQUIM DA BARRA,Cap 16,21.0
354940,SAO JOAQUIM DA BARRA,Cap 17,4.0
354940,SAO JOAQUIM DA BARRA,Cap 18,113.0
354940,SAO JOAQUIM DA BARRA,Cap 19,360.0
354940,SAO JOAQUIM DA BARRA,Cap 21,68.0
354970,SAO JOSE DO RIO PARDO,Cap 01,98.0
354970,SAO JOSE DO RIO PARDO,Cap 02,144.0
354970,SAO JOSE DO RIO PARDO,Cap 03,65.0
354970,SAO JOSE DO RIO PARDO,Cap 04,89.0
354970,SAO JOSE DO RIO PARDO,Cap 05,5.0
354970,SAO JOSE DO RIO PARDO,Cap 06,87.0
354970,SAO JOSE DO RIO PARDO,Cap 09,572.0
354970,SAO JOSE DO RIO PARDO,Cap 10,516.0
354970,SAO JOSE DO RIO PARDO,Cap 11,709.0
354970,SAO JOSE DO RIO PARDO,Cap 12,37.0
354970,SAO JOSE DO RIO PARDO,Cap 13,226.0
354970,SAO JOSE DO RIO PARDO,Cap 14,299.0
354970,SAO JOSE DO RIO PARDO,Cap 15,722.0
354970,SAO JOSE DO RIO PARDO,Cap 16,20.0
354970,SAO JOSE DO RIO PARDO,Cap 17,2.0
354970,SAO JOSE DO RIO PARDO,Cap 18,88.0
354970,SAO JOSE DO RIO PARDO,Cap 19,578.0
354970,SAO JOSE DO RIO PARDO,Cap 21,77.0
354980,SAO JOSE DO RIO PRETO,Cap 01,5490.0
354980,SAO JOSE DO RIO PRETO,Cap 02,10795.0
354980,SAO JOSE DO RIO PRETO,Cap 03,539.0
354980,SAO JOSE DO RIO PRETO,Cap 04,1997.0
354980,SAO JOSE DO RIO PRETO,Cap 05,1191.0
354980,SAO JOSE DO RIO PRETO,Cap 06,2309.0
354980,SAO JOSE DO RIO PRETO,Cap 07,2394.0
354980,SAO JOSE DO RIO PRETO,Cap 08,377.0
354980,SAO JOSE DO RIO PRETO,Cap 09,11548.0
354980,SAO JOSE DO RIO PRETO,Cap 10,8026.0
354980,SAO JOSE DO RIO PRETO,Cap 11,11411.0
354980,SAO JOSE DO RIO PRETO,Cap 12,2040.0
354980,SAO JOSE DO RIO PRETO,Cap 13,2298.0
354980,SAO JOSE DO RIO PRETO,Cap 14,10507.0
354980,SAO JOSE DO RIO PRETO,Cap 15,7908.0
354980,SAO JOSE DO RIO PRETO,Cap 16,1421.0
354980,SAO JOSE DO RIO PRETO,Cap 17,1482.0
354980,SAO JOSE DO RIO PRETO,Cap 18,917.0
354980,SAO JOSE DO RIO PRETO,Cap 19,10184.0
354980,SAO JOSE DO RIO PRETO,Cap 21,3134.0
354990,SAO JOSE DOS CAMPOS,Cap 01,2222.0
354990,SAO JOSE DOS CAMPOS,Cap 02,7732.0
354990,SAO JOSE DOS CAMPOS,Cap 03,509.0
354990,SAO JOSE DOS CAMPOS,Cap 04,1688.0
354990,SAO JOSE DOS CAMPOS,Cap 05,1057.0
354990,SAO JOSE DOS CAMPOS,Cap 06,1414.0
354990,SAO JOSE DOS CAMPOS,Cap 07,813.0
354990,SAO JOSE DOS CAMPOS,Cap 08,107.0
354990,SAO JOSE DOS CAMPOS,Cap 09,9157.0
354990,SAO JOSE DOS CAMPOS,Cap 10,4281.0
354990,SAO JOSE DOS CAMPOS,Cap 11,8165.0
354990,SAO JOSE DOS CAMPOS,Cap 12,978.0
354990,SAO JOSE DOS CAMPOS,Cap 13,1649.0
354990,SAO JOSE DOS CAMPOS,Cap 14,4461.0
354990,SAO JOSE DOS CAMPOS,Cap 15,6403.0
354990,SAO JOSE DOS CAMPOS,Cap 16,805.0
354990,SAO JOSE DOS CAMPOS,Cap 17,372.0
354990,SAO JOSE DOS CAMPOS,Cap 18,1131.0
354990,SAO JOSE DOS CAMPOS,Cap 19,5894.0
354990,SAO JOSE DOS CAMPOS,Cap 21,956.0
355000,SAO LUIS DO PARAITINGA,Cap 01,16.0
355000,SAO LUIS DO PARAITINGA,Cap 02,1.0
355000,SAO LUIS DO PARAITINGA,Cap 04,14.0
355000,SAO LUIS DO PARAITINGA,Cap 05,3.0
355000,SAO LUIS DO PARAITINGA,Cap 06,2.0
355000,SAO LUIS DO PARAITINGA,Cap 09,22.0
355000,SAO LUIS DO PARAITINGA,Cap 10,40.0
355000,SAO LUIS DO PARAITINGA,Cap 11,3.0
355000,SAO LUIS DO PARAITINGA,Cap 12,5.0
355000,SAO LUIS DO PARAITINGA,Cap 13,1.0
355000,SAO LUIS DO PARAITINGA,Cap 14,29.0
355000,SAO LUIS DO PARAITINGA,Cap 18,1.0
355000,SAO LUIS DO PARAITINGA,Cap 19,2.0
