codigo,municipio,capitulo_cid10,internacoes
351410,DOIS CORREGOS,Cap 08,2.0
351410,DOIS CORREGOS,Cap 09,142.0
351410,DOIS CORREGOS,Cap 10,307.0
351410,DOIS CORREGOS,Cap 11,146.0
351410,DOIS CORREGOS,Cap 12,45.0
351410,DOIS CORREGOS,Cap 13,26.0
351410,DOIS CORREGOS,Cap 14,137.0
351410,DOIS CORREGOS,Cap 15,209.0
351410,DOIS CORREGOS,Cap 16,12.0
351410,DOIS CORREGOS,Cap 17,1.0
351410,DOIS CORREGOS,Cap 18,35.0
351410,DOIS CORREGOS,Cap 19,79.0
351410,DOIS CORREGOS,Cap 21,5.0
351440,DRACENA,Cap 01,277.0
351440,DRACENA,Cap 02,60.0
351440,DRACENA,Cap 03,34.0
351440,DRACENA,Cap 04,133.0
351440,DRACENA,Cap 05,3.0
351440,DRACENA,Cap 06,45.0
351440,DRACENA,Cap 07,1.0
351440,DRACENA,Cap 08,14.0
351440,DRACENA,Cap 09,495.0
351440,DRACENA,Cap 10,591.0
351440,DRACENA,Cap 11,377.0
351440,DRACENA,Cap 12,44.0
351440,DRACENA,Cap 13,45.0
351440,DRACENA,Cap 14,351.0
351440,DRACENA,Cap 15,360.0
351440,DRACENA,Cap 16,32.0
351440,DRACENA,Cap 17,2.0
351440,DRACENA,Cap 18,112.0
351440,DRACENA,Cap 19,382.0
351440,DRACENA,Cap 21,8.0
351450,DUARTINA,Cap 01,48.0
351450,DUARTINA,Cap 02,60.0
351450,DUARTINA,Cap 03,25.0
351450,DUARTINA,Cap 04,23.0
351450,DUARTINA,Cap 05,121.0
351450,DUARTINA,Cap 06,20.0
351450,DUARTINA,Cap 07,6.0
351450,DUARTINA,Cap 08,5.0
351450,DUARTINA,Cap 09,104.0
351450,DUARTINA,Cap 10,140.0
351450,DUARTINA,Cap 11,100.0
351450,DUARTINA,Cap 12,27.0
351450,DUARTINA,Cap 13,31.0
351450,DUARTINA,Cap 14,127.0
351450,DUARTINA,Cap 15,136.0
351450,DUARTINA,Cap 16,10.0
351450,DUARTINA,Cap 17,4.0
351450,DUARTINA,Cap 18,127.0
351450,DUARTINA,Cap 19,232.0
351450,DUARTINA,Cap 21,29.0
351500,EMBU DAS ARTES,Cap 01,191.0
351500,EMBU DAS ARTES,Cap 02,48.0
351500,EMBU DAS ARTES,Cap 03,50.0
351500,EMBU DAS ARTES,Cap 04,139.0
351500,EMBU DAS ARTES,Cap 05,200.0
351500,EMBU DAS ARTES,Cap 06,93.0
351500,EMBU DAS ARTES,Cap 08,3.0
351500,EMBU DAS ARTES,Cap 09,429.0
351500,EMBU DAS ARTES,Cap 10,723.0
351500,EMBU DAS ARTES,Cap 11,101.0
351500,EMBU DAS ARTES,Cap 12,95.0
351500,EMBU DAS ARTES,Cap 13,21.0
351500,EMBU DAS ARTES,Cap 14,294.0
351500,EMBU DAS ARTES,Cap 15,671.0
351500,EMBU DAS ARTES,Cap 16,10.0
351500,EMBU DAS ARTES,Cap 18,81.0
351500,EMBU DAS ARTES,Cap 19,168.0
351500,EMBU DAS ARTES,Cap 21,143.0
351510,EMBU-GUACU,Cap 01,44.0
351510,EMBU-GUACU,Cap 02,27.0
351510,EMBU-GUACU,Cap 03,8.0
351510,EMBU-GUACU,Cap 04,28.0
351510,EMBU-GUACU,Cap 05,34.0
351510,EMBU-GUACU,Cap 06,4.0
351510,EMBU-GUACU,Cap 07,4.0
351510,EMBU-GUACU,Cap 08,4.0
351510,EMBU-GUACU,Cap 09,245.0
351510,EMBU-GUACU,Cap 10,222.0
351510,EMBU-GUACU,Cap 11,61.0
351510,EMBU-GUACU,Cap 12,15.0
351510,EMBU-GUACU,Cap 13,6.0
351510,EMBU-GUACU,Cap 14,43.0
351510,EMBU-GUACU,Cap 15,55.0
351510,EMBU-GUACU,Cap 16,2.0
351510,EMBU-GUACU,Cap 18,106.0
351510,EMBU-GUACU,Cap 19,249.0
351518,ESPIRITO SANTO DO PINHAL,Cap 01,177.0
351518,ESPIRITO SANTO DO PINHAL,Cap 02,78.0
351518,ESPIRITO SANTO DO PINHAL,Cap 03,10.0
351518,ESPIRITO SANTO DO PINHAL,Cap 04,46.0
351518,ESPIRITO SANTO DO PINHAL,Cap 05,1831.0
351518,ESPIRITO SANTO DO PINHAL,Cap 06,56.0
351518,ESPIRITO SANTO DO PINHAL,Cap 08,4.0
351518,ESPIRITO SANTO DO PINHAL,Cap 09,373.0
351518,ESPIRITO SANTO DO PINHAL,Cap 10,301.0
351518,ESPIRITO SANTO DO PINHAL,Cap 11,426.0
351518,ESPIRITO SANTO DO PINHAL,Cap 12,42.0
351518,ESPIRITO SANTO DO PINHAL,Cap 13,29.0
351518,ESPIRITO SANTO DO PINHAL,Cap 14,463.0
351518,ESPIRITO SANTO DO PINHAL,Cap 15,318.0
351518,ESPIRITO SANTO DO PINHAL,Cap 16,46.0
351518,ESPIRITO SANTO DO PINHAL,Cap 17,13.0
351518,ESPIRITO SANTO DO PINHAL,Cap 18,57.0
351518,ESPIRITO SANTO DO PINHAL,Cap 19,278.0
351518,ESPIRITO SANTO DO PINHAL,Cap 21,74.0
351520,ESTRELA D'OESTE,Cap 01,184.0
351520,ESTRELA D'OESTE,Cap 03,8.0
351520,ESTRELA D'OESTE,Cap 04,36.0
351520,ESTRELA D'OESTE,Cap 06,9.0
351520,ESTRELA D'OESTE,Cap 09,18.0
351520,ESTRELA D'OESTE,Cap 10,155.0
351520,ESTRELA D'OESTE,Cap 11,52.0
351520,ESTRELA D'OESTE,Cap 12,20.0
351520,ESTRELA D'OESTE,Cap 13,7.0
351520,ESTRELA D'OESTE,Cap 14,121.0
351520,ESTRELA D'OESTE,Cap 15,9.0
351520,ESTRELA D'OESTE,Cap 18,3.0
351520,ESTRELA D'OESTE,Cap 19,2.0
351540,FARTURA,Cap 01,36.0
351540,FARTURA,Cap 02,33.0
351540,FARTURA,Cap 03,31.0
351540,FARTURA,Cap 04,29.0
351540,FARTURA,Cap 05,7.0
351540,FARTURA,Cap 06,5.0
351540,FARTURA,Cap 08,4.0
351540,FARTURA,Cap 09,94.0
351540,FARTURA,Cap 10,175.0
351540,FARTURA,Cap 11,159.0
351540,FARTURA,Cap 12,27.0
351540,FARTURA,Cap 13,3.0
351540,FARTURA,Cap 14,137.0
351540,FARTURA,Cap 15,148.0
351540,FARTURA,Cap 16,1.0
351540,FARTURA,Cap 17,2.0
351540,FARTURA,Cap 18,21.0
351540,FARTURA,Cap 19,15.0
351540,FARTURA,Cap 21,3.0
351550,FERNANDOPOLIS,Cap 01,762.0
351550,FERNANDOPOLIS,Cap 02,119.0
351550,FERNANDOPOLIS,Cap 03,66.0
351550,FERNANDOPOLIS,Cap 04,200.0
351550,FERNANDOPOLIS,Cap 05,5.0
351550,FERNANDOPOLIS,Cap 06,116.0
351550,FERNANDOPOLIS,Cap 07,1.0
351550,FERNANDOPOLIS,Cap 08,4.0
351550,FERNANDOPOLIS,Cap 09,950.0
351550,FERNANDOPOLIS,Cap 10,435.0
351550,FERNANDOPOLIS,Cap 11,1179.0
351550,FERNANDOPOLIS,Cap 12,120.0
351550,FERNANDOPOLIS,Cap 13,168.0
351550,FERNANDOPOLIS,Cap 14,730.0
351550,FERNANDOPOLIS,Cap 15,986.0
351550,FERNANDOPOLIS,Cap 16,71.0
351550,FERNANDOPOLIS,Cap 17,11.0
351550,FERNANDOPOLIS,Cap 18,281.0
351550,FERNANDOPOLIS,Cap 19,1087.0
351550,FERNANDOPOLIS,Cap 21,111.0
351570,FERRAZ DE VASCONCELOS,Cap 01,281.0
351570,FERRAZ DE VASCONCELOS,Cap 02,111.0
351570,FERRAZ DE VASCONCELOS,Cap 03,118.0
351570,FERRAZ DE VASCONCELOS,Cap 04,196.0
351570,FERRAZ DE VASCONCELOS,Cap 05,425.0
351570,FERRAZ DE VASCONCELOS,Cap 06,29.0
351570,FERRAZ DE VASCONCELOS,Cap 07,4.0
351570,FERRAZ DE VASCONCELOS,Cap 08,13.0
351570,FERRAZ DE VASCONCELOS,Cap 09,679.0
351570,FERRAZ DE VASCONCELOS,Cap 10,1061.0
351570,FERRAZ DE VASCONCELOS,Cap 11,903.0
351570,FERRAZ DE VASCONCELOS,Cap 12,193.0
351570,FERRAZ DE VASCONCELOS,Cap 13,63.0
351570,FERRAZ DE VASCONCELOS,Cap 14,563.0
351570,FERRAZ DE VASCONCELOS,Cap 15,1825.0
351570,FERRAZ DE VASCONCELOS,Cap 16,277.0
351570,FERRAZ DE VASCONCELOS,Cap 17,67.0
351570,FERRAZ DE VASCONCELOS,Cap 18,155.0
351570,FERRAZ DE VASCONCELOS,Cap 19,994.0
351570,FERRAZ DE VASCONCELOS,Cap 21,940.0
351600,FLORIDA PAULISTA,Cap 01,86.0
351600,FLORIDA PAULISTA,Cap 02,4.0
351600,FLORIDA PAULISTA,Cap 03,25.0
351600,FLORIDA PAULISTA,Cap 04,135.0
351600,FLORIDA PAULISTA,Cap 05,21.0
351600,FLORIDA PAULISTA,Cap 06,12.0
351600,FLORIDA PAULISTA,Cap 09,138.0
351600,FLORIDA PAULISTA,Cap 10,197.0
351600,FLORIDA PAULISTA,Cap 11,81.0
351600,FLORIDA PAULISTA,Cap 12,7.0
351600,FLORIDA PAULISTA,Cap 13,4.0
351600,FLORIDA PAULISTA,Cap 14,110.0
351600,FLORIDA PAULISTA,Cap 15,103.0
351600,FLORIDA PAULISTA,Cap 17,1.0
351600,FLORIDA PAULISTA,Cap 18,30.0
351600,FLORIDA PAULISTA,Cap 19,87.0
351600,FLORIDA PAULISTA,Cap 21,1.0
351620,FRANCA,Cap 01,1352.0
351620,FRANCA,Cap 02,2122.0
351620,FRANCA,Cap 03,206.0
351620,FRANCA,Cap 04,253.0
351620,FRANCA,Cap 05,1019.0
351620,FRANCA,Cap 06,539.0
351620,FRANCA,Cap 07,64.0
351620,FRANCA,Cap 08,54.0
351620,FRANCA,Cap 09,3335.0
351620,FRANCA,Cap 10,2123.0
351620,FRANCA,Cap 11,3083.0
351620,FRANCA,Cap 12,545.0
351620,FRANCA,Cap 13,514.0
351620,FRANCA,Cap 14,1789.0
351620,FRANCA,Cap 15,3756.0
351620,FRANCA,Cap 16,703.0
351620,FRANCA,Cap 17,158.0
351620,FRANCA,Cap 18,284.0
351620,FRANCA,Cap 19,2730.0
351620,FRANCA,Cap 21,496.0
351630,FRANCISCO MORATO,Cap 01,495.0
351630,FRANCISCO MORATO,Cap 02,464.0
351630,FRANCISCO MORATO,Cap 03,129.0
351630,FRANCISCO MORATO,Cap 04,346.0
351630,FRANCISCO MORATO,Cap 05,162.0
351630,FRANCISCO MORATO,Cap 06,134.0
351630,FRANCISCO MORATO,Cap 07,14.0
351630,FRANCISCO MORATO,Cap 08,29.0
351630,FRANCISCO MORATO,Cap 09,1843.0
351630,FRANCISCO MORATO,Cap 10,1761.0
351630,FRANCISCO MORATO,Cap 11,1052.0
351630,FRANCISCO MORATO,Cap 12,395.0
351630,FRANCISCO MORATO,Cap 13,50.0
351630,FRANCISCO MORATO,Cap 14,1243.0
351630,FRANCISCO MORATO,Cap 15,2908.0
351630,FRANCISCO MORATO,Cap 16,677.0
351630,FRANCISCO MORATO,Cap 17,33.0
351630,FRANCISCO MORATO,Cap 18,321.0
351630,FRANCISCO MORATO,Cap 19,1157.0
351630,FRANCISCO MORATO,Cap 21,676.0
351640,FRANCO DA ROCHA,Cap 01,173.0
351640,FRANCO DA ROCHA,Cap 02,346.0
351640,FRANCO DA ROCHA,Cap 03,15.0
351640,FRANCO DA ROCHA,Cap 04,169.0
351640,FRANCO DA ROCHA,Cap 05,1067.0
351640,FRANCO DA ROCHA,Cap 06,68.0
351640,FRANCO DA ROCHA,Cap 07,950.0
351640,FRANCO DA ROCHA,Cap 09,818.0
351640,FRANCO DA ROCHA,Cap 10,135.0
351640,FRANCO DA ROCHA,Cap 11,1812.0
351640,FRANCO DA ROCHA,Cap 12,60.0
351640,FRANCO DA ROCHA,Cap 13,254.0
351640,FRANCO DA ROCHA,Cap 14,153.0
351640,FRANCO DA ROCHA,Cap 15,1.0
351640,FRANCO DA ROCHA,Cap 17,1.0
351640,FRANCO DA ROCHA,Cap 18,268.0
351640,FRANCO DA ROCHA,Cap 19,2407.0
351640,FRANCO DA ROCHA,Cap 21,87.0
351660,GALIA,Cap 01,12.0
351660,GALIA,Cap 02,2.0
351660,GALIA,Cap 04,17.0
351660,GALIA,Cap 09,18.0
351660,GALIA,Cap 10,39.0
351660,GALIA,Cap 11,6.0
351660,GALIA,Cap 12,7.0
351660,GALIA,Cap 13,2.0
351660,GALIA,Cap 14,43.0
351660,GALIA,Cap 18,3.0
351670,GARCA,Cap 01,61.0
351670,GARCA,Cap 02,58.0
351670,GARCA,Cap 03,33.0
351670,GARCA,Cap 04,43.0
351670,GARCA,Cap 05,1010.0
351670,GARCA,Cap 06,34.0
351670,GARCA,Cap 08,1.0
351670,GARCA,Cap 09,157.0
351670,GARCA,Cap 10,188.0
351670,GARCA,Cap 11,184.0
351670,GARCA,Cap 12,12.0
351670,GARCA,Cap 13,24.0
351670,GARCA,Cap 14,243.0
351670,GARCA,Cap 15,405.0
351670,GARCA,Cap 16,11.0
351670,GARCA,Cap 17,1.0
351670,GARCA,Cap 18,14.0
351670,GARCA,Cap 19,126.0
351670,GARCA,Cap 21,79.0
351690,GENERAL SALGADO,Cap 01,74.0
351690,GENERAL SALGADO,Cap 04,10.0
351690,GENERAL SALGADO,Cap 05,1.0
351690,GENERAL SALGADO,Cap 06,1.0
351690,GENERAL SALGADO,Cap 09,174.0
351690,GENERAL SALGADO,Cap 10,131.0
351690,GENERAL SALGADO,Cap 11,14.0
351690,GENERAL SALGADO,Cap 12,3.0
351690,GENERAL SALGADO,Cap 13,1.0
351690,GENERAL SALGADO,Cap 14,39.0
351690,GENERAL SALGADO,Cap 19,3.0
351700,GETULINA,Cap 01,14.0
351700,GETULINA,Cap 02,11.0
351700,GETULINA,Cap 03,14.0
351700,GETULINA,Cap 04,23.0
351700,GETULINA,Cap 05,55.0
351700,GETULINA,Cap 09,33.0
351700,GETULINA,Cap 10,86.0
351700,GETULINA,Cap 11,13.0
351700,GETULINA,Cap 12,20.0
351700,GETULINA,Cap 13,3.0
351700,GETULINA,Cap 14,85.0
351700,GETULINA,Cap 19,5.0
351740,GUAIRA,Cap 01,490.0
351740,GUAIRA,Cap 02,69.0
351740,GUAIRA,Cap 03,28.0
351740,GUAIRA,Cap 04,73.0
351740,GUAIRA,Cap 05,2.0
351740,GUAIRA,Cap 06,97.0
351740,GUAIRA,Cap 08,2.0
351740,GUAIRA,Cap 09,386.0
351740,GUAIRA,Cap 10,333.0
351740,GUAIRA,Cap 11,378.0
351740,GUAIRA,Cap 12,86.0
351740,GUAIRA,Cap 13,82.0
351740,GUAIRA,Cap 14,367.0
351740,GUAIRA,Cap 15,337.0
351740,GUAIRA,Cap 16,25.0
351740,GUAIRA,Cap 17,1.0
351740,GUAIRA,Cap 18,165.0
351740,GUAIRA,Cap 19,371.0
351740,GUAIRA,Cap 21,117.0
351760,GUAPIARA,Cap 01,14.0
351760,GUAPIARA,Cap 02,6.0
351760,GUAPIARA,Cap 03,8.0
351760,GUAPIARA,Cap 04,7.0
351760,GUAPIARA,Cap 05,3.0
351760,GUAPIARA,Cap 06,2.0
351760,GUAPIARA,Cap 09,42.0
351760,GUAPIARA,Cap 10,93.0
351760,GUAPIARA,Cap 11,11.0
351760,GUAPIARA,Cap 12,16.0
351760,GUAPIARA,Cap 13,1.0
351760,GUAPIARA,Cap 14,66.0
351760,GUAPIARA,Cap 18,13.0
351760,GUAPIARA,Cap 19,7.0
351760,GUAPIARA,Cap 21,2.0
351770,GUARA,Cap 01,37.0
351770,GUARA,Cap 02,17.0
351770,GUARA,Cap 03,14.0
351770,GUARA,Cap 04,33.0
351770,GUARA,Cap 05,61.0
351770,GUARA,Cap 06,4.0
351770,GUARA,Cap 08,2.0
351770,GUARA,Cap 09,46.0
351770,GUARA,Cap 10,118.0
351770,GUARA,Cap 11,105.0
351770,GUARA,Cap 12,4.0
351770,GUARA,Cap 13,5.0
351770,GUARA,Cap 14,123.0
351770,GUARA,Cap 15,133.0
351770,GUARA,Cap 16,3.0
351770,GUARA,Cap 18,14.0
351770,GUARA,Cap 19,61.0
351770,GUARA,Cap 21,21.0
351780,GUARACAI,Cap 01,21.0
351780,GUARACAI,Cap 03,3.0
351780,GUARACAI,Cap 04,69.0
351780,GUARACAI,Cap 05,1.0
351780,GUARACAI,Cap 06,4.0
351780,GUARACAI,Cap 08,3.0
351780,GUARACAI,Cap 09,47.0
351780,GUARACAI,Cap 10,100.0
351780,GUARACAI,Cap 11,184.0
351780,GUARACAI,Cap 12,15.0
351780,GUARACAI,Cap 13,13.0
351780,GUARACAI,Cap 14,73.0
351780,GUARACAI,Cap 19,7.0
351820,GUARARAPES,Cap 01,74.0
351820,GUARARAPES,Cap 02,5.0
351820,GUARARAPES,Cap 03,106.0
351820,GUARARAPES,Cap 04,62.0
351820,GUARARAPES,Cap 05,16.0
351820,GUARARAPES,Cap 06,11.0
351820,GUARARAPES,Cap 08,5.0
351820,GUARARAPES,Cap 09,123.0
351820,GUARARAPES,Cap 10,459.0
351820,GUARARAPES,Cap 11,198.0
351820,GUARARAPES,Cap 12,45.0
351820,GUARARAPES,Cap 13,23.0
351820,GUARARAPES,Cap 14,201.0
351820,GUARARAPES,Cap 15,125.0
351820,GUARARAPES,Cap 16,6.0
351820,GUARARAPES,Cap 17,2.0
351820,GUARARAPES,Cap 18,4.0
351820,GUARARAPES,Cap 19,52.0
351820,GUARARAPES,Cap 21,52.0
351830,GUARAREMA,Cap 01,67.0
351830,GUARAREMA,Cap 02,18.0
351830,GUARAREMA,Cap 03,39.0
351830,GUARAREMA,Cap 04,58.0
351830,GUARAREMA,Cap 05,25.0
351830,GUARAREMA,Cap 06,18.0
351830,GUARAREMA,Cap 07,7.0
351830,GUARAREMA,Cap 08,7.0
351830,GUARAREMA,Cap 09,175.0
351830,GUARAREMA,Cap 10,185.0
351830,GUARAREMA,Cap 11,45.0
351830,GUARAREMA,Cap 12,30.0
351830,GUARAREMA,Cap 13,12.0
351830,GUARAREMA,Cap 14,199.0
351830,GUARAREMA,Cap 15,351.0
351830,GUARAREMA,Cap 16,16.0
351830,GUARAREMA,Cap 17,6.0
351830,GUARAREMA,Cap 18,59.0
351830,GUARAREMA,Cap 19,142.0
351830,GUARAREMA,Cap 21,97.0
351840,GUARATINGUETA,Cap 01,429.0
351840,GUARATINGUETA,Cap 02,1496.0
351840,GUARATINGUETA,Cap 03,37.0
351840,GUARATINGUETA,Cap 04,212.0
351840,GUARATINGUETA,Cap 05,3.0
351840,GUARATINGUETA,Cap 06,132.0
351840,GUARATINGUETA,Cap 07,2.0
351840,GUARATINGUETA,Cap 08,11.0
351840,GUARATINGUETA,Cap 09,879.0
351840,GUARATINGUETA,Cap 10,636.0
351840,GUARATINGUETA,Cap 11,1587.0
351840,GUARATINGUETA,Cap 12,228.0
351840,GUARATINGUETA,Cap 13,224.0
351840,GUARATINGUETA,Cap 14,1456.0
351840,GUARATINGUETA,Cap 15,1199.0
351840,GUARATINGUETA,Cap 16,213.0
351840,GUARATINGUETA,Cap 17,16.0
351840,GUARATINGUETA,Cap 18,331.0
351840,GUARATINGUETA,Cap 19,982.0
351840,GUARATINGUETA,Cap 21,38.0
351860,GUARIBA,Cap 01,47.0
351860,GUARIBA,Cap 02,34.0
351860,GUARIBA,Cap 03,7.0
351860,GUARIBA,Cap 04,19.0
351860,GUARIBA,Cap 05,4.0
351860,GUARIBA,Cap 06,56.0
351860,GUARIBA,Cap 08,1.0
351860,GUARIBA,Cap 09,129.0
351860,GUARIBA,Cap 10,195.0
351860,GUARIBA,Cap 11,135.0
351860,GUARIBA,Cap 12,20.0
351860,GUARIBA,Cap 13,69.0
351860,GUARIBA,Cap 14,155.0
351860,GUARIBA,Cap 15,205.0
351860,GUARIBA,Cap 16,46.0
351860,GUARIBA,Cap 17,4.0
351860,GUARIBA,Cap 18,21.0
351860,GUARIBA,Cap 19,182.0
351860,GUARIBA,Cap 21,94.0
351870,GUARUJA,Cap 01,1046.0
351870,GUARUJA,Cap 02,816.0
351870,GUARUJA,Cap 03,52.0
351870,GUARUJA,Cap 04,147.0
351870,GUARUJA,Cap 05,8.0
351870,GUARUJA,Cap 06,162.0
351870,GUARUJA,Cap 07,58.0
351870,GUARUJA,Cap 08,3.0
351870,GUARUJA,Cap 09,996.0
351870,GUARUJA,Cap 10,879.0
351870,GUARUJA,Cap 11,1720.0
351870,GUARUJA,Cap 12,213.0
351870,GUARUJA,Cap 13,503.0
351870,GUARUJA,Cap 14,941.0
351870,GUARUJA,Cap 15,2547.0
351870,GUARUJA,Cap 16,806.0
351870,GUARUJA,Cap 17,52.0
351870,GUARUJA,Cap 18,174.0
351870,GUARUJA,Cap 19,1677.0
351870,GUARUJA,Cap 21,257.0
351880,GUARULHOS,Cap 01,2055.0
351880,GUARULHOS,Cap 02,2421.0
351880,GUARULHOS,Cap 03,433.0
351880,GUARULHOS,Cap 04,1004.0
351880,GUARULHOS,Cap 05,831.0
351880,GUARULHOS,Cap 06,1229.0
351880,GUARULHOS,Cap 07,2263.0
351880,GUARULHOS,Cap 08,49.0
351880,GUARULHOS,Cap 09,5499.0
351880,GUARULHOS,Cap 10,5023.0
351880,GUARULHOS,Cap 11,6588.0
351880,GUARULHOS,Cap 12,1119.0
351880,GUARULHOS,Cap 13,866.0
351880,GUARULHOS,Cap 14,3467.0
351880,GUARULHOS,Cap 15,11609.0
351880,GUARULHOS,Cap 16,2496.0
351880,GUARULHOS,Cap 17,442.0
351880,GUARULHOS,Cap 18,613.0
351880,GUARULHOS,Cap 19,6720.0
351880,GUARULHOS,Cap 21,2260.0
351900,HERCULANDIA,Cap 01,140.0
351900,HERCULANDIA,Cap 03,2.0
351900,HERCULANDIA,Cap 04,57.0
351900,HERCULANDIA,Cap 06,1.0
351900,HERCULANDIA,Cap 09,63.0
351900,HERCULANDIA,Cap 10,370.0
351900,HERCULANDIA,Cap 11,49.0
351900,HERCULANDIA,Cap 12,10.0
351900,HERCULANDIA,Cap 14,73.0
351907,HORTOLANDIA,Cap 01,126.0
351907,HORTOLANDIA,Cap 02,55.0
351907,HORTOLANDIA,Cap 03,30.0
351907,HORTOLANDIA,Cap 04,82.0
351907,HORTOLANDIA,Cap 05,9.0
351907,HORTOLANDIA,Cap 06,33.0
351907,HORTOLANDIA,Cap 07,1.0
351907,HORTOLANDIA,Cap 08,7.0
351907,HORTOLANDIA,Cap 09,565.0
351907,HORTOLANDIA,Cap 10,387.0
351907,HORTOLANDIA,Cap 11,606.0
351907,HORTOLANDIA,Cap 12,98.0
351907,HORTOLANDIA,Cap 13,32.0
351907,HORTOLANDIA,Cap 14,310.0
351907,HORTOLANDIA,Cap 15,1942.0
351907,HORTOLANDIA,Cap 16,190.0
351907,HORTOLANDIA,Cap 17,6.0
351907,HORTOLANDIA,Cap 18,116.0
351907,HORTOLANDIA,Cap 19,1063.0
351907,HORTOLANDIA,Cap 21,81.0
351910,IACANGA,Cap 01,31.0
351910,IACANGA,Cap 02,16.0
351910,IACANGA,Cap 03,30.0
351910,IACANGA,Cap 04,18.0
351910,IACANGA,Cap 05,25.0
351910,IACANGA,Cap 06,13.0
351910,IACANGA,Cap 07,3.0
351910,IACANGA,Cap 08,3.0
351910,IACANGA,Cap 09,72.0
351910,IACANGA,Cap 10,130.0
351910,IACANGA,Cap 11,65.0
351910,IACANGA,Cap 12,21.0
351910,IACANGA,Cap 13,13.0
351910,IACANGA,Cap 14,71.0
351910,IACANGA,Cap 15,85.0
351910,IACANGA,Cap 16,3.0
351910,IACANGA,Cap 17,1.0
351910,IACANGA,Cap 18,41.0
351910,IACANGA,Cap 19,145.0
351910,IACANGA,Cap 21,2.0
351930,IBATE,Cap 01,121.0
351930,IBATE,Cap 02,23.0
351930,IBATE,Cap 03,2.0
351930,IBATE,Cap 04,13.0
351930,IBATE,Cap 05,42.0
351930,IBATE,Cap 06,12.0
351930,IBATE,Cap 08,2.0
351930,IBATE,Cap 09,89.0
351930,IBATE,Cap 10,101.0
351930,IBATE,Cap 11,120.0
351930,IBATE,Cap 12,24.0
351930,IBATE,Cap 13,3.0
351930,IBATE,Cap 14,72.0
351930,IBATE,Cap 15,265.0
351930,IBATE,Cap 16,10.0
351930,IBATE,Cap 17,18.0
351930,IBATE,Cap 18,3.0
351930,IBATE,Cap 19,18.0
351930,IBATE,Cap 21,20.0
351940,IBIRA,Cap 01,91.0
351940,IBIRA,Cap 02,2.0
351940,IBIRA,Cap 03,4.0
351940,IBIRA,Cap 04,31.0
351940,IBIRA,Cap 05,3.0
351940,IBIRA,Cap 08,1.0
351940,IBIRA,Cap 09,11.0
351940,IBIRA,Cap 10,132.0
351940,IBIRA,Cap 11,24.0
351940,IBIRA,Cap 12,2.0
351940,IBIRA,Cap 13,3.0
351940,IBIRA,Cap 14,94.0
351940,IBIRA,Cap 18,13.0
351940,IBIRA,Cap 19,4.0
351960,IBITINGA,Cap 01,338.0
351960,IBITINGA,Cap 02,112.0
351960,IBITINGA,Cap 03,29.0
351960,IBITINGA,Cap 04,107.0
351960,IBITINGA,Cap 05,267.0
351960,IBITINGA,Cap 06,94.0
351960,IBITINGA,Cap 07,2.0
351960,IBITINGA,Cap 08,2.0
351960,IBITINGA,Cap 09,409.0
351960,IBITINGA,Cap 10,507.0
351960,IBITINGA,Cap 11,461.0
351960,IBITINGA,Cap 12,91.0
351960,IBITINGA,Cap 13,226.0
351960,IBITINGA,Cap 14,366.0
351960,IBITINGA,Cap 15,785.0
351960,IBITINGA,Cap 16,6.0
351960,IBITINGA,Cap 17,7.0
351960,IBITINGA,Cap 18,60.0
351960,IBITINGA,Cap 19,1112.0
351960,IBITINGA,Cap 21,69.0
351970,IBIUNA,Cap 01,330.0
351970,IBIUNA,Cap 02,114.0
351970,IBIUNA,Cap 03,60.0
351970,IBIUNA,Cap 04,58.0
351970,IBIUNA,Cap 05,74.0
351970,IBIUNA,Cap 06,32.0
351970,IBIUNA,Cap 07,24.0
351970,IBIUNA,Cap 08,8.0
351970,IBIUNA,Cap 09,303.0
351970,IBIUNA,Cap 10,413.0
351970,IBIUNA,Cap 11,439.0
351970,IBIUNA,Cap 12,187.0
351970,IBIUNA,Cap 13,43.0
351970,IBIUNA,Cap 14,456.0
351970,IBIUNA,Cap 15,609.0
351970,IBIUNA,Cap 16,1.0
351970,IBIUNA,Cap 17,3.0
351970,IBIUNA,Cap 18,292.0
351970,IBIUNA,Cap 19,760.0
351970,IBIUNA,Cap 21,95.0
351990,IEPE,Cap 01,44.0
351990,IEPE,Cap 02,15.0
351990,IEPE,Cap 03,13.0
351990,IEPE,Cap 04,44.0
351990,IEPE,Cap 05,38.0
351990,IEPE,Cap 06,9.0
351990,IEPE,Cap 08,5.0
351990,IEPE,Cap 09,73.0
351990,IEPE,Cap 10,130.0
351990,IEPE,Cap 11,59.0
351990,IEPE,Cap 12,47.0
351990,IEPE,Cap 13,15.0
351990,IEPE,Cap 14,145.0
351990,IEPE,Cap 15,5.0
351990,IEPE,Cap 16,9.0
351990,IEPE,Cap 18,6.0
351990,IEPE,Cap 19,54.0
351990,IEPE,Cap 21,5.0
352010,IGARAPAVA,Cap 01,38.0
352010,IGARAPAVA,Cap 02,64.0
352010,IGARAPAVA,Cap 03,10.0
352010,IGARAPAVA,Cap 04,47.0
352010,IGARAPAVA,Cap 05,145.0
352010,IGARAPAVA,Cap 06,31.0
352010,IGARAPAVA,Cap 07,1.0
352010,IGARAPAVA,Cap 09,88.0
352010,IGARAPAVA,Cap 10,237.0
352010,IGARAPAVA,Cap 11,214.0
